priority,player_name,player_id,player_type,position,team_latest,latest_year,games_2026,birth_year
2,스티븐슨,55013,hitter,야수,KT,2025,0,
2,신지환,55860,pitcher,투수,SSG,2025,0,
2,심재민,64017,pitcher,투수,롯데,2025,0,
2,안주형,66406,hitter,야수,삼성,2025,0,
2,앤더슨,54833,pitcher,투수,SSG,2025,0,
2,양도근,54408,hitter,내야수,삼성,2025,0,
2,양지율,67365,pitcher,투수,키움,2025,0,
2,에르난데스,54119,pitcher,투수,LG,2025,0,
2,여동건,54205,hitter,내야수,두산,2025,0,
2,와이스,54755,pitcher,투수,한화,2025,0,
2,원상현,54063,pitcher,투수,KT,2025,0,
2,위즈덤,55645,hitter,내야수,KIA,2025,0,
2,유로결,69766,hitter,외야수,한화,2025,0,
2,유승철,67640,pitcher,투수,KIA,2025,0,
2,유지성,50604,pitcher,투수,KIA,2025,0,
2,윤영철,53613,pitcher,투수,KIA,2025,0,
2,윤중현,68619,pitcher,투수,KIA,2025,0,
2,윤현,55396,pitcher,투수,키움,2025,0,
2,이강준,50036,pitcher,투수,키움,2025,0,
2,이도현,53615,pitcher,투수,KIA,2025,0,
2,이민재,55710,hitter,외야수,한화,2025,0,
2,이상민,63960,pitcher,투수,삼성,2025,0,
2,이상혁,52704,hitter,외야수,한화,2025,0,
2,이선우,55224,hitter,내야수,두산,2025,0,
2,이성원,55632,hitter,투수,KIA,2025,0,
2,이승민,54806,hitter,외야수,SSG,2025,0,
2,이승원,53302,hitter,내야수,키움,2025,0,
2,이승현,55712,hitter,내야수,한화,2025,0,
2,이율예,55832,hitter,포수,SSG,2025,0,
2,이인한,50608,hitter,외야수,롯데,2025,0,
2,이재상,54305,hitter,내야수,키움,2025,0,
2,이지강,69108,pitcher,투수,LG,2025,0,
2,이채호,68896,pitcher,투수,KT,2025,0,
2,이태경,55511,hitter,내야수,롯데,2025,0,
2,이호민,55663,pitcher,투수,KIA,2025,0,
2,이호성,53455,pitcher,투수,삼성,2025,0,
2,임상현,54900,pitcher,투수,NC,2025,0,
2,임종찬,50704,hitter,외야수,한화,2025,0,
2,임진묵,55382,pitcher,투수,키움,2025,0,
2,장재영,51359,hitter,투수,키움,2025,0,
2,정민성,54467,pitcher,투수,삼성,2025,0,
2,정성종,68556,pitcher,투수,롯데,2025,0,
2,정우영,69159,pitcher,투수,LG,2025,0,
2,정우준,51546,pitcher,투수,롯데,2025,0,
2,정해원,53659,hitter,외야수,KIA,2025,0,
2,정현승,54815,hitter,외야수,SSG,2025,0,
2,제환유,50211,pitcher,투수,두산,2025,0,
2,조민석,52903,pitcher,투수,NC,2025,0,
2,조이현,64768,pitcher,투수,KT,2025,0,
2,주승우,52330,pitcher,투수,키움,2025,0,
2,천현재,52208,hitter,외야수,두산,2025,0,
2,최상민,68805,hitter,야수,SSG,2025,0,
2,최성민,51007,hitter,외야수,KT,2025,0,
2,최성훈,62146,pitcher,투수,삼성,2025,0,
2,최승민,65905,hitter,야수,LG,2025,0,
2,최정용,65464,hitter,내야수,KIA,2025,0,
2,최종인,50206,pitcher,투수,두산,2025,0,
2,최현석,54803,pitcher,투수,SSG,2025,0,
2,카디네스,54444,hitter,야수,키움,2025,0,
2,케이브,55208,hitter,야수,두산,2025,0,
2,코엔 윈,55138,pitcher,투수,LG,2025,0,
2,콜어빈,55257,pitcher,투수,두산,2025,0,
2,쿠에바스,69032,pitcher,투수,KT,2025,0,
2,패트릭,55032,pitcher,투수,KT,2025,0,
2,폰세,55730,pitcher,투수,한화,2025,0,
2,푸이그,52366,hitter,야수,키움,2025,0,
2,플로리얼,55734,hitter,야수,한화,2025,0,
2,하재훈,69813,hitter,외야수,SSG,2025,0,
2,한승현,55506,hitter,외야수,롯데,2025,0,
2,함창건,50108,hitter,외야수,LG,2025,0,
2,헤이수스,54354,pitcher,투수,KT,2025,0,
2,현원회,50840,hitter,내야수,SSG,2025,0,
2,홍원빈,69643,pitcher,투수,KIA,2025,0,
2,홍원표,50430,pitcher,투수,삼성,2025,0,
2,황동재,50441,pitcher,투수,삼성,2025,0,
