player_name,fa_year,age_at_fa,position,games_3yr_avg,ab_3yr_avg,avg_3yr_avg,obp_3yr_avg,slg_3yr_avg,ops_3yr_avg,isop_3yr_avg,babip_3yr_avg,woba_3yr_avg,wrc_plus_3yr_avg,hr_3yr_avg,rbi_3yr_avg,run_3yr_avg,hit_3yr_avg,double_3yr_avg,triple_3yr_avg,bb_3yr_avg,hp_3yr_avg,kk_3yr_avg,sb_3yr_avg,cs_3yr_avg,gd_3yr_avg,wpa_3yr_avg,war_3yr_avg,war_3yr_sum,war_last_year,ops_last_year,wrc_plus_last_year,contract_years,total_contract_amount,annual_avg_salary,team,mvp_count,golden_glove_count,allstar_count,national_team,postseason_experience,star_score,war_trend,ops_trend,woba_trend,war_std,ops_std,war_peak,ops_peak,hr_peak,war_sum_sq,ops_sq,is_prime
허경민,2021,28,3B,127.66666666666669,476.0,0.3146240812682194,0.3693333333333333,0.424,0.7933333333333333,0.1093333333333333,0.325,0.3539999999999999,123.3,7.0,65.66666666666667,75.33333333333333,149.66666666666666,26.666666666666668,2.3333333333333335,33.666666666666664,12.666666666666666,38.666666666666664,15.0,,,-0.244,2.7166666666666663,8.149999999999999,2.96,0.824,134.6,7,85.0,12.14,두산,0,1,4,1,1,10,0.24333333333333362,0.03066666666666662,0.010000000000000064,0.6086232186026279,0.05134415470355142,3.31,0.835,10,66.42249999999997,0.6293777777777778,0
최주환,2021,32,2B,139.0,514.0,0.3199083169613621,0.3815,0.5275,0.909,0.2079999999999999,0.3375,0.396,150.8,21.0,98.0,75.0,164.5,34.0,5.0,49.0,8.5,77.5,1.5,,,1.4095,3.6633333333333336,10.99,4.41,0.839,139.4,4,42.0,10.5,SK,0,0,3,0,1,4,0.7466666666666666,0.23299999999999998,0.10499999999999998,2.7376672957505668,0.43230159225553016,6.58,0.979,26,120.7801,0.826281,1
오재일,2021,33,1B,126.66666666666669,446.3333333333333,0.2949218469440813,0.3773333333333333,0.5053333333333333,0.8826666666666667,0.2106666666666666,0.3373333333333333,0.3863333333333333,154.46666666666667,21.333333333333332,90.33333333333331,69.0,132.0,26.666666666666668,1.0,58.666666666666664,3.0,104.0,1.6666666666666667,,,1.0563333333333336,5.75,17.25,5.73,0.872,155.5,4,50.0,12.5,삼성,0,1,4,1,1,10,-0.019999999999999574,-0.010666666666666713,-0.00033333333333335213,0.416653333119993,0.020997354330698183,6.27,0.912,27,297.5625,0.7791004444444445,0
최형우,2021,38,OF,139.66666666666666,502.0,0.3312866260915262,0.42,0.5413333333333333,0.9613333333333332,0.2103333333333333,0.3613333333333333,0.4176666666666667,149.96666666666667,23.333333333333332,101.33333333333331,83.33333333333333,167.0,34.0,1.0,73.66666666666667,6.333333333333333,88.33333333333333,1.0,,,3.7126666666666672,5.796666666666667,17.39,7.06,1.023,164.8,3,47.0,15.67,KIA,1,6,9,1,1,35,1.2633333333333328,0.06166666666666665,0.023333333333333317,0.9191421120926958,0.051044642770378464,7.06,1.023,28,302.4121,0.9241617777777774,0
정수빈,2021,29,OF,96.66666666666669,343.0,0.310204081632653,0.3836666666666666,0.3986666666666667,0.7823333333333334,0.0886666666666666,0.3426666666666667,0.3583333333333333,123.96666666666664,2.3333333333333335,41.0,59.666666666666664,99.66666666666669,12.666666666666666,4.666666666666667,41.0,3.0,43.0,15.333333333333334,,,-0.551,2.26,6.78,3.52,0.764,122.4,6,56.0,9.33,두산,0,0,3,1,1,6,1.2599999999999998,-0.018333333333333424,-0.007333333333333358,1.0674268124794317,0.08791789098673576,3.52,0.898,5,45.9684,0.6120454444444446,0
김재호,2021,35,SS,127.0,393.6666666666667,0.2891356656153361,0.377,0.3946666666666666,0.7716666666666666,0.1053333333333332,0.3203333333333333,0.35,121.0,7.333333333333333,54.0,59.0,114.0,19.0,0.3333333333333333,54.666666666666664,5.0,60.0,5.0,,,-0.4876666666666667,2.6300000000000003,7.890000000000001,1.85,0.708,113.3,3,25.0,8.33,두산,0,2,6,1,1,15,-0.7800000000000002,-0.06366666666666665,-0.014000000000000012,0.6582299496883035,0.07053289224814824,3.46,0.87,16,62.252100000000006,0.5954694444444444,0
이대호,2021,39,1B,141.0,523.3333333333334,0.3031274436455705,0.3676666666666666,0.4933333333333333,0.8610000000000001,0.1899999999999999,0.3083333333333333,0.3783333333333333,107.46666666666668,24.333333333333332,107.66666666666669,65.33333333333333,159.0,26.666666666666668,0.3333333333333333,47.666666666666664,9.666666666666666,69.33333333333333,0.3333333333333333,,,1.127,3.556666666666666,10.67,2.69,0.806,93.8,2,26.0,13.0,롯데,1,7,10,1,1,39,-0.8666666666666667,-0.05500000000000005,-0.02133333333333337,1.211537132003069,0.08933457710576943,5.27,0.987,37,113.8489,0.7413210000000001,0
이원석,2021,34,3B,120.0,425.6666666666667,0.2713953331655073,0.3473333333333333,0.447,0.7943333333333333,0.1753333333333333,0.2973333333333333,0.3526666666666667,90.83333333333331,17.333333333333332,81.0,54.666666666666664,116.33333333333331,22.333333333333332,0.3333333333333333,48.0,5.666666666666667,86.0,1.3333333333333333,,,0.5013333333333333,1.63,4.89,1.2,0.748,79.1,3,20.0,6.67,삼성,0,0,1,0,1,2,-0.42999999999999994,-0.04633333333333334,-0.01266666666666666,0.7689386624865905,0.05202777036246017,2.71,0.867,20,23.912099999999995,0.6309654444444445,0
박해민,2022,32,OF,134.33333333333334,483.0,0.2734226271727608,0.3486666666666667,0.3733333333333333,0.7220000000000001,0.0999999999999999,0.313,0.3276666666666666,84.96666666666667,7.0,51.0,75.33333333333333,131.66666666666666,18.666666666666668,4.333333333333333,55.333333333333336,2.6666666666666665,80.33333333333333,31.333333333333332,,,-1.6623333333333334,2.2733333333333334,6.82,2.93,0.76,109.4,4,60.0,15.0,LG,0,2,5,1,1,14,0.6566666666666667,0.03799999999999992,0.022333333333333316,0.523089114991148,0.05374011537017761,2.93,0.76,11,46.51240000000001,0.5212840000000001,1
손아섭,2022,36,OF,138.0,531.3333333333334,0.3219873062445902,0.3883333333333333,0.43,0.8183333333333334,0.108,0.358,0.3746666666666667,119.43333333333334,8.0,68.66666666666667,88.0,171.33333333333334,31.333333333333332,1.0,58.0,2.0,71.66666666666667,9.666666666666666,,,0.9986666666666668,4.196666666666666,12.59,3.5,0.787,119.9,4,64.0,16.0,NC,1,3,9,1,1,26,-0.6966666666666663,-0.031333333333333324,-0.00666666666666671,0.9711276377947902,0.06435491865860415,5.57,0.908,11,158.50809999999998,0.6696694444444444,0
정훈,2022,37,1B,123.0,448.0,0.2936515105891799,0.381,0.4325,0.8135,0.139,0.3389999999999999,0.3665,110.7,12.5,68.5,71.0,131.5,23.0,1.0,62.0,3.5,87.0,9.5,,,-0.3994999999999999,2.296666666666667,6.890000000000001,3.41,0.818,113.0,3,18.0,6.0,롯데,0,0,3,0,1,4,1.1133333333333333,0.2756666666666666,0.12166666666666667,1.6242399932139202,0.3835051788727529,3.48,0.818,14,47.472100000000005,0.66178225,0
나성범,2022,33,OF,99.0,396.0,0.3233675586816504,0.3893333333333333,0.5833333333333334,0.9726666666666666,0.2596666666666666,0.3999999999999999,0.4176666666666667,156.03333333333333,23.666666666666668,75.66666666666667,76.66666666666667,121.33333333333331,26.0,1.3333333333333333,33.0,7.0,109.66666666666669,2.0,,,1.391333333333333,3.77,11.31,3.48,0.844,118.8,6,150.0,25.0,KIA,0,2,6,1,1,15,-0.29000000000000004,-0.1286666666666666,-0.05066666666666669,1.7714589091104165,0.10005776109605673,6.07,1.088,34,127.91610000000001,0.9460804444444443,0
박병호,2022,36,1B,111.0,383.3333333333333,0.2435924755156878,0.3576666666666666,0.48,0.8376666666666667,0.2366666666666666,0.284,0.3693333333333333,129.83333333333334,24.666666666666668,80.0,65.33333333333333,94.33333333333331,17.333333333333332,0.0,60.666666666666664,12.0,124.0,0.0,,,0.026,3.923333333333334,11.77,1.81,0.753,98.5,3,30.0,10.0,KT,1,5,8,1,1,31,-2.1133333333333337,-0.08466666666666667,-0.04133333333333333,2.14227812282989,0.08740836471541048,6.86,0.958,33,138.53289999999998,0.7016854444444445,0
김현수,2022,34,OF,140.66666666666666,526.3333333333334,0.3065544283298861,0.381,0.465,0.8460000000000001,0.1583333333333333,0.309,0.3733333333333333,141.56666666666666,16.666666666666668,99.0,81.0,161.66666666666666,31.666666666666668,1.0,64.66666666666667,3.6666666666666665,49.0,2.0,,,2.077,5.036666666666666,15.11,3.73,0.811,128.5,6,115.0,19.17,LG,0,4,9,1,1,24,-1.3066666666666662,-0.03500000000000003,-0.00833333333333336,1.282870046246133,0.052351376931907584,6.78,0.92,22,228.3121,0.7157160000000001,0
강민호,2022,37,C,118.0,369.0,0.2706894613311387,0.3416666666666666,0.4566666666666667,0.7983333333333333,0.186,0.2816666666666667,0.354,95.56666666666666,16.666666666666668,57.666666666666664,45.666666666666664,100.33333333333331,18.666666666666668,0.0,36.333333333333336,5.666666666666667,61.0,0.0,,,-0.373,1.7966666666666669,5.390000000000001,3.15,0.839,117.3,4,36.0,9.0,삼성,1,6,10,1,1,36,1.353333333333333,0.04066666666666663,0.01699999999999996,1.0903312442658066,0.05540356988097026,3.15,0.839,19,29.052100000000006,0.6373361111111111,0
황재균,2022,35,3B,125.0,480.6666666666667,0.2957524481772486,0.3616666666666666,0.4603333333333334,0.8220000000000001,0.165,0.329,0.3646666666666666,117.6,17.0,73.33333333333333,86.66666666666667,142.66666666666666,22.333333333333332,3.3333333333333335,48.333333333333336,3.3333333333333335,87.0,10.666666666666666,,,0.8753333333333332,2.976666666666667,8.930000000000001,1.97,0.76,107.3,4,60.0,15.0,KT,0,1,7,1,1,13,-1.006666666666667,-0.062000000000000055,-0.018666666666666665,0.859508903709296,0.049826365176146116,4.07,0.882,21,79.74490000000003,0.6756840000000001,0
박건우,2022,31,OF,127.33333333333331,467.6666666666667,0.3160020802883709,0.3886666666666666,0.4593333333333333,0.8479999999999999,0.1433333333333332,0.3436666666666667,0.381,149.5666666666667,10.0,65.66666666666667,89.33333333333333,147.66666666666666,32.666666666666664,2.3333333333333335,50.666666666666664,10.0,64.66666666666667,11.0,,,-0.0043333333333333,5.036666666666666,15.11,4.96,0.841,146.9,6,100.0,16.67,NC,0,2,5,1,1,14,-0.07666666666666622,-0.006999999999999895,0.008000000000000007,0.12283683848458864,0.009899494936611674,5.21,0.862,14,228.3121,0.7191039999999997,1
김재환,2022,34,OF,137.66666666666666,495.3333333333333,0.2740054564411969,0.3723333333333333,0.4763333333333333,0.8486666666666668,0.2019999999999999,0.3213333333333333,0.3743333333333333,146.29999999999998,24.0,102.0,81.33333333333333,135.66666666666666,23.0,2.6666666666666665,78.33333333333333,3.6666666666666665,131.33333333333334,3.6666666666666665,,,0.917,5.1066666666666665,15.32,5.18,0.883,154.5,4,115.0,28.75,두산,1,2,7,1,1,21,0.07333333333333325,0.034333333333333216,0.019666666666666666,0.6959565759122875,0.037809463835864615,5.92,0.883,30,234.7024,0.7202351111111113,0
장성우,2022,31,C,128.0,383.6666666666667,0.2571546377120147,0.333,0.3753333333333333,0.7083333333333334,0.1183333333333332,0.2876666666666667,0.3183333333333333,83.83333333333333,11.333333333333334,61.0,36.666666666666664,98.66666666666669,11.666666666666666,0.0,44.333333333333336,2.0,73.0,0.3333333333333333,,,-1.0416666666666667,0.7999999999999999,2.4,1.27,0.711,88.4,4,42.0,10.5,KT,0,0,2,0,1,3,0.4700000000000001,0.002666666666666595,0.0036666666666666514,0.42023802778901387,0.03515995196558466,1.27,0.75,14,5.76,0.5017361111111112,1
최재훈,2022,31,C,125.66666666666669,362.3333333333333,0.288365286114604,0.3953333333333333,0.3773333333333333,0.7726666666666667,0.0886666666666666,0.3303333333333333,0.3586666666666667,119.0,4.333333333333333,37.0,48.333333333333336,104.33333333333331,19.333333333333332,0.0,52.333333333333336,14.0,57.666666666666664,2.0,,,-0.868,2.7300000000000004,8.190000000000001,3.87,0.792,124.9,5,54.0,10.8,한화,0,0,2,0,1,3,1.1399999999999997,0.019333333333333313,0.007333333333333303,0.8241359111214607,0.013888444437333117,3.87,0.792,7,67.07610000000003,0.5970137777777779,1
이명기,2023,35,OF,96.0,334.0,0.2996366909238587,0.392,0.378,0.77,0.0785,0.346,0.3625,117.85,2.0,29.5,56.0,101.0,15.0,1.5,43.5,2.5,52.5,9.0,,,-0.1874999999999999,1.6566666666666665,4.97,0.0,,,1,1.0,1.0,한화,0,0,2,0,1,3,-1.6566666666666665,-0.5133333333333333,-0.24166666666666667,1.3052288007174153,0.3636503204392313,3.19,0.797,2,24.700899999999997,0.5929,0
오태곤,2023,35,OF,115.33333333333331,244.0,0.2578428477951169,0.3123333333333333,0.387,0.6993333333333333,0.1289999999999999,0.309,0.3143333333333333,84.26666666666667,6.0,31.0,43.666666666666664,62.666666666666664,12.0,0.6666666666666666,14.0,6.0,55.666666666666664,11.666666666666666,,,-0.836,0.9366666666666666,2.81,1.05,0.631,73.3,4,19.0,4.75,SSG,0,0,1,0,1,2,0.1133333333333334,-0.06833333333333325,-0.025333333333333374,0.304667396060396,0.04852719741432518,1.24,0.739,9,7.896100000000001,0.489067111111111,0
김상수,2023,34,SS,126.0,416.5,0.2699433404878949,0.3585,0.351,0.7095,0.0815,0.3,0.3339999999999999,89.1,4.0,44.5,58.5,112.0,17.5,2.0,53.5,5.5,53.0,7.0,,,-1.3745,1.57,4.71,0.0,,,4,29.0,7.25,KT,0,1,6,1,1,12,-1.57,-0.47300000000000003,-0.22266666666666665,1.505257453062432,0.34217831608680294,3.6,0.798,5,22.1841,0.50339025,0
박세혁,2023,30,C,126.0,355.5,0.258653846153846,0.3339999999999999,0.3399999999999999,0.6739999999999999,0.0814999999999999,0.2955,0.304,92.85,3.5,46.0,40.0,92.0,15.5,1.5,34.0,9.0,58.0,3.5,,,-1.445,0.44,1.32,0.9,0.636,81.9,4,46.0,11.5,NC,0,0,2,0,1,3,0.46,0.1866666666666667,0.08833333333333332,0.36769552621700474,0.3192379815887967,0.9,0.712,4,1.7424000000000002,0.4542759999999999,1
박민우,2023,31,2B,93.33333333333331,345.6666666666667,0.2908438417003727,0.371,0.391,0.762,0.0999999999999999,0.3176666666666666,0.3456666666666667,106.13333333333333,4.333333333333333,39.666666666666664,57.666666666666664,104.0,18.0,3.0,33.333333333333336,10.666666666666666,42.0,15.333333333333334,,,-0.5686666666666667,2.4966666666666666,7.49,1.98,0.71,92.5,8,140.0,17.5,NC,0,1,5,1,1,11,-0.5166666666666666,-0.052000000000000046,-0.025666666666666726,1.4313707493945174,0.08144118532208793,4.45,0.877,8,56.100100000000005,0.580644,1
노진혁,2023,33,SS,118.0,384.3333333333333,0.2807288340075225,0.361,0.454,0.8150000000000001,0.1733333333333333,0.3446666666666667,0.3576666666666666,113.2,14.333333333333334,71.66666666666667,53.666666666666664,107.66666666666669,22.666666666666668,1.0,45.333333333333336,4.0,100.33333333333331,1.0,,,0.1933333333333333,2.51,7.529999999999999,2.32,0.808,114.4,4,50.0,12.5,롯데,0,0,1,0,1,2,-0.18999999999999995,-0.007000000000000006,-0.008666666666666656,0.16872067646458358,0.01512172829628497,2.73,0.836,20,56.70089999999999,0.6642250000000001,0
양의지,2023,36,C,133.66666666666666,456.0,0.31197372409367,0.3979999999999999,0.5546666666666666,0.9526666666666666,0.2426666666666666,0.298,0.408,142.9,27.666666666666668,109.66666666666669,76.0,142.66666666666666,26.333333333333332,1.0,58.333333333333336,12.666666666666666,51.666666666666664,3.3333333333333335,,,1.7739999999999998,5.27,15.81,4.55,0.86,132.3,6,152.0,25.33,두산,1,5,8,1,1,31,-0.7199999999999998,-0.09266666666666656,-0.02999999999999997,0.6577233460962139,0.06560657148656848,6.14,1.003,33,249.95610000000002,0.9075737777777776,0
채은성,2023,31,1B,115.0,423.3333333333333,0.2884194102914535,0.3546666666666667,0.447,0.8016666666666667,0.1586666666666666,0.318,0.3563333333333333,128.6,14.333333333333334,84.33333333333333,55.333333333333336,122.33333333333331,21.0,1.3333333333333333,32.333333333333336,15.333333333333334,79.0,3.3333333333333335,,,-0.7093333333333334,3.056666666666666,9.17,2.86,0.791,122.7,6,90.0,15.0,한화,0,0,3,1,1,6,-0.19666666666666677,-0.010666666666666713,-0.00833333333333336,0.1461354014452199,0.008219218670625309,3.21,0.811,16,84.0889,0.6426694444444446,1
박동원,2023,32,C,122.0,374.0,0.2469843715606427,0.338,0.4406666666666667,0.7786666666666667,0.1936666666666666,0.2813333333333333,0.3476666666666667,115.0,17.333333333333332,63.333333333333336,52.666666666666664,92.33333333333331,21.0,0.0,45.333333333333336,7.333333333333333,92.33333333333331,1.0,,,-0.8656666666666667,2.5866666666666664,7.76,3.02,0.77,113.4,4,65.0,16.25,LG,0,0,3,1,1,6,0.43333333333333357,-0.008666666666666711,-0.0036666666666667624,1.0032391982418196,0.016679994670929087,3.54,0.802,22,60.2176,0.6063217777777778,1
유강남,2023,30,C,135.33333333333334,414.0,0.2559230407152321,0.3243333333333333,0.3803333333333333,0.7046666666666667,0.1243333333333332,0.296,0.323,105.5,11.666666666666666,60.333333333333336,48.0,106.0,16.666666666666668,0.0,30.333333333333332,12.666666666666666,85.66666666666667,1.0,,,-0.9213333333333332,1.97,5.909999999999999,1.8,0.677,98.4,4,80.0,20.0,롯데,0,0,2,0,1,3,-0.1699999999999997,-0.027666666666666617,-0.009000000000000008,0.12083045973594567,0.029169999809545568,2.07,0.745,16,34.92809999999999,0.4965551111111111,1
양석환,2024,31,1B,126.66666666666669,472.3333333333333,0.26583992639868,0.3263333333333333,0.4586666666666666,0.785,0.1926666666666666,0.308,0.3413333333333333,120.83333333333331,23.0,78.66666666666667,65.66666666666667,126.33333333333331,21.333333333333332,0.3333333333333333,38.333333333333336,7.333333333333333,123.33333333333331,2.3333333333333335,,,-0.2976666666666667,2.7699999999999996,8.309999999999999,3.09,0.787,122.1,6,78.0,13.0,두산,0,0,3,1,1,6,0.3200000000000003,0.0020000000000000018,-0.0003333333333332966,0.8236908805290166,0.03513782387494516,3.58,0.827,28,69.05609999999997,0.616225,1
김선빈,2024,35,2B,129.66666666666666,475.0,0.3047743372082052,0.3763333333333333,0.3696666666666666,0.746,0.0649999999999999,0.3236666666666667,0.345,114.76666666666664,2.6666666666666665,58.666666666666664,49.0,144.33333333333334,23.666666666666668,0.0,53.0,4.0,37.333333333333336,5.333333333333333,,,0.2246666666666666,3.813333333333333,11.44,3.54,0.739,117.6,3,30.0,10.0,KIA,0,3,7,1,1,19,-0.273333333333333,-0.007000000000000006,0.0009999999999999454,0.24783507060588128,0.02219609575278201,4.14,0.776,5,130.87359999999998,0.556516,0
오지환,2024,34,SS,134.0,460.0,0.2637712086355655,0.3543333333333333,0.4073333333333333,0.7616666666666666,0.1436666666666666,0.2996666666666667,0.3426666666666667,119.33333333333331,13.666666666666666,68.66666666666667,67.33333333333333,121.33333333333331,19.666666666666668,3.0,60.0,6.666666666666667,90.33333333333331,16.0,,,-0.479,3.926666666666667,11.78,3.63,0.767,122.2,6,124.0,20.67,LG,0,3,7,1,1,19,-0.2966666666666673,0.005333333333333412,0.0023333333333332984,1.1581690530987068,0.05564969801255789,5.47,0.827,25,138.76839999999999,0.580136111111111,0
김성욱,2025,36,OF,111.0,268.5,0.2136871508379887,0.297,0.38,0.677,0.1664999999999999,0.258,0.31,82.44999999999999,11.5,38.0,41.5,56.5,9.0,1.0,23.5,10.0,71.0,8.0,,,-0.989,0.43,1.29,0.66,0.671,71.1,2,3.0,1.5,NC,0,0,2,0,1,3,0.23000000000000004,0.21966666666666668,0.09633333333333333,0.3043024810940588,0.31917845931216743,0.66,0.683,17,1.6641000000000001,0.45832900000000004,0
서건창,2025,36,2B,85.5,211.0,0.2670445599118249,0.3575,0.355,0.7124999999999999,0.0879999999999999,0.313,0.3325,100.2,1.5,22.0,39.5,56.0,12.0,1.0,28.0,3.5,37.5,5.5,,,-0.774,0.7633333333333333,2.29,1.58,0.82,121.0,2,5.0,2.5,KIA,1,3,7,1,1,24,0.8166666666666668,0.34500000000000003,0.15433333333333332,0.6461338010728807,0.3471551046242395,1.58,0.82,2,5.2441,0.5076562499999999,0
류지혁,2025,31,IF,119.66666666666669,387.3333333333333,0.2668280293004355,0.35,0.3269999999999999,0.677,0.0603333333333332,0.3253333333333333,0.32,91.96666666666664,2.3333333333333335,43.0,53.666666666666664,103.66666666666669,13.0,1.3333333333333333,45.0,6.0,75.33333333333333,15.0,,,-1.5006666666666666,1.3,3.9,0.49,0.666,80.2,4,26.0,6.5,삼성,0,0,2,0,1,3,-0.81,-0.01100000000000001,-0.0010000000000000009,0.6182232606429493,0.027652606869274822,1.99,0.715,3,15.209999999999999,0.45832900000000004,1
심우준,2025,32,SS,92.5,278.5,0.2529814554992984,0.3265,0.3225,0.649,0.0695,0.2955,0.305,78.5,3.5,31.0,45.5,69.0,6.0,1.0,30.0,1.5,52.0,15.0,,,-1.6495,0.7266666666666666,2.1799999999999997,0.61,0.68,83.2,4,50.0,12.5,한화,0,0,2,0,1,3,-0.11666666666666659,0.24733333333333335,0.11766666666666667,0.6462369706401996,0.3069867894370846,1.5699999999999998,0.68,4,4.752399999999999,0.42120100000000005,1
허경민,2025,32,3B,122.0,426.0,0.2889232126342437,0.3573333333333333,0.3999999999999999,0.7573333333333333,0.1113333333333333,0.2933333333333334,0.3443333333333333,115.33333333333331,7.333333333333333,56.333333333333336,57.333333333333336,123.0,24.666666666666668,0.3333333333333333,35.666666666666664,13.333333333333334,30.333333333333332,8.0,,,-0.2883333333333333,2.4999999999999996,7.499999999999999,3.3,0.811,126.8,4,40.0,10.0,KT,0,2,5,1,1,14,0.8000000000000003,0.05366666666666675,0.030666666666666675,0.8158431221748456,0.04409333534925914,3.3,0.811,8,56.249999999999986,0.5735537777777777,1
최정,2025,38,3B,126.0,451.0,0.284512896254796,0.3859999999999999,0.5489999999999999,0.935,0.2643333333333333,0.2983333333333333,0.403,143.79999999999998,30.666666666666668,93.66666666666669,89.0,128.66666666666666,26.333333333333332,0.6666666666666666,60.0,18.0,99.0,8.0,,,2.093,4.489999999999999,13.47,4.47,0.978,137.7,4,110.0,27.5,SSG,0,8,12,1,1,39,-0.019999999999999574,0.04300000000000004,0.009999999999999953,0.22090722034374488,0.03552463933666321,4.77,0.978,37,181.44090000000003,0.8742250000000001,0
강민호,2026,41,C,129.33333333333334,416.3333333333333,0.2874898616364322,0.3556666666666666,0.4526666666666667,0.8083333333333335,0.1653333333333333,0.3016666666666667,0.3606666666666666,109.8,15.666666666666666,75.0,48.333333333333336,119.66666666666669,20.333333333333332,0.6666666666666666,40.666666666666664,7.0,62.0,3.6666666666666665,,,-0.239,2.933333333333333,8.799999999999999,2.28,0.753,102.2,2,20.0,10.0,삼성,1,8,12,1,1,44,-0.6533333333333333,-0.055333333333333456,-0.015666666666666662,0.47225228662466245,0.04413111776916097,3.38,0.861,19,77.43999999999998,0.653402777777778,0
강백호,2026,26,1B,103.33333333333331,369.6666666666667,0.2728647664106707,0.355,0.4543333333333333,0.8093333333333333,0.1813333333333333,0.3106666666666666,0.357,111.36666666666667,16.333333333333332,65.33333333333333,55.0,102.33333333333331,18.333333333333332,0.6666666666666666,44.666666666666664,2.0,82.0,3.6666666666666665,,,-0.1766666666666666,2.026666666666667,6.08,1.82,0.825,117.6,4,100.0,25.0,한화,1,2,5,1,1,19,-0.20666666666666678,0.015666666666666607,0.002999999999999947,0.8053708600528221,0.033329999833316644,3.1,0.84,26,36.9664,0.6550204444444445,0
김현수,2026,38,OF,136.66666666666666,496.0,0.2950577671066441,0.3683333333333333,0.4076666666666666,0.7760000000000001,0.1126666666666666,0.3236666666666667,0.3493333333333333,116.3,8.666666666666666,82.33333333333333,60.0,146.33333333333334,27.333333333333332,1.3333333333333333,56.333333333333336,4.666666666666667,67.33333333333333,4.0,,,0.02,2.94,8.82,3.86,0.806,131.4,3,50.0,16.67,KT,0,5,11,1,1,29,0.9199999999999999,0.029999999999999916,0.014666666666666661,0.657875368135941,0.02409702609590378,3.86,0.806,12,77.7924,0.6021760000000002,0
박찬호,2026,32,SS,132.66666666666666,494.3333333333333,0.2981675925611411,0.3606666666666666,0.3743333333333333,0.735,0.076,0.3253333333333333,0.3409999999999999,107.96666666666664,4.333333333333333,51.666666666666664,78.0,147.33333333333334,20.0,2.3333333333333335,50.0,2.0,56.333333333333336,25.666666666666668,,,-0.902,3.2533333333333334,9.76,3.81,0.722,107.5,4,80.0,20.0,두산,0,0,2,0,1,3,0.5566666666666666,-0.013000000000000012,-0.00599999999999995,0.6316292864929203,0.01104536101718727,3.81,0.749,5,95.2576,0.540225,1
조수행,2026,33,OF,121.33333333333331,222.0,0.2427064878741339,0.3183333333333333,0.2736666666666666,0.5920000000000001,0.0309999999999999,0.298,0.283,69.73333333333333,0.3333333333333333,18.666666666666668,43.666666666666664,54.666666666666664,3.6666666666666665,1.0,23.333333333333332,1.6666666666666667,40.0,40.0,,,-0.669,0.2633333333333333,0.79,0.27,0.6,70.9,4,16.0,4.0,두산,0,0,1,0,0,1,0.006666666666666654,0.007999999999999896,-0.0020000000000000018,0.17969109295924737,0.03234192325759244,0.48,0.627,1,0.6241000000000001,0.3504640000000001,0
최형우,2026,43,OF,123.33333333333331,441.6666666666667,0.2962201257550497,0.3866666666666667,0.505,0.8916666666666666,0.2086666666666666,0.3263333333333333,0.391,139.73333333333335,21.0,92.0,68.33333333333333,131.0,26.666666666666668,1.3333333333333333,61.333333333333336,7.0,89.0,0.6666666666666666,,,2.2576666666666667,4.116666666666667,12.35,4.87,0.928,146.1,2,26.0,13.0,KIA,1,8,12,1,1,44,0.753333333333333,0.03633333333333344,0.008000000000000007,1.0024082113701094,0.027956315128349035,4.87,0.928,24,152.52249999999998,0.7950694444444444,0
