player_name,fa_year,age_at_fa,team,annual_avg_salary,games_3yr_avg,ab_3yr_avg,hr_3yr_avg,rbi_3yr_avg,run_3yr_avg,hit_3yr_avg,double_3yr_avg,triple_3yr_avg,bb_3yr_avg,hp_3yr_avg,kk_3yr_avg,sb_3yr_avg,wpa_3yr_avg,war_3yr_avg,war_3yr_sum,war_seasons_valid,avg_3yr_avg,obp_3yr_avg,slg_3yr_avg,ops_3yr_avg,isop_3yr_avg,babip_3yr_avg,woba_3yr_avg,wrc_plus_3yr_avg,active_seasons,war_last_year,ops_last_year,wrc_plus_last_year,position,mvp_count,golden_glove_count,national_team,star_score,age_squared,prime_years_left,market_level,star_x_war,star_x_ops,war_sum_sq,position_enc,player_id,seasons_used
최형우,2017,34,KIA,25.0,131.66666666666666,498.6666666666667,31.666666666666668,122.33333333333333,95.0,174.0,37.333333333333336,1.0,68.66666666666667,8.333333333333334,82.0,2.6666666666666665,3.6999999999999997,0.0,0.0,0,0.34893048128342247,0.43040775401069525,0.6182486631016042,1.0486564171122994,0.2692045454545455,0.36289237967914434,0.44576871657754014,0.0,3,0.0,1.115,0.0,OF,0,4,0,12,1156,1,7.5,0.0,12.583877005347592,0.0,5,72443,"2014,2015,2016"
김재호,2017,32,두산,12.5,130.66666666666666,389.0,4.333333333333333,60.666666666666664,60.666666666666664,113.66666666666667,21.666666666666668,2.3333333333333335,55.0,3.3333333333333335,51.0,5.666666666666667,-0.002666666666666743,0.0,0.0,0,0.2922022279348757,0.3759657240788346,0.3933384747215081,0.7693041988003427,0.1013401885175664,0.31749443016281065,0.34050042844901457,0.0,3,0.0,0.829,0.0,SS,0,2,1,8,1024,3,7.5,0.0,6.154433590402742,0.0,4,74206,"2014,2015,2016"
나지완,2017,32,KIA,10.0,117.33333333333333,360.6666666666667,17.0,66.66666666666667,60.666666666666664,106.0,19.666666666666668,0.6666666666666666,61.666666666666664,15.0,88.66666666666667,4.0,1.4260000000000002,0.0,0.0,0,0.29390018484288355,0.41320147874306845,0.4934935304990758,0.9066950092421443,0.19947504621072085,0.3437171903881701,0.40223105360443623,0.0,3,0.0,1.022,0.0,OF,0,0,1,2,1024,3,7.5,0.0,1.8133900184842886,0.0,5,78629,"2014,2015,2016"
이진영,2017,37,KT,7.5,112.33333333333333,361.3333333333333,8.333333333333334,58.666666666666664,44.666666666666664,111.33333333333333,15.666666666666666,1.3333333333333333,44.0,2.0,49.0,2.6666666666666665,1.0076666666666667,0.0,0.0,0,0.3081180811808118,0.3813394833948339,0.42827398523985244,0.8096134686346864,0.12003782287822869,0.3319132841328413,0.36375645756457564,0.0,3,0.0,0.883,0.0,OF,0,0,1,2,1369,0,7.5,0.0,1.6192269372693728,0.0,5,99810,"2014,2015,2016"
정성훈,2017,37,LG,7.0,118.33333333333333,372.0,9.333333333333334,56.0,58.666666666666664,116.0,21.0,1.0,48.666666666666664,8.333333333333334,60.0,9.0,1.1853333333333333,0.0,0.0,0,0.3118279569892473,0.39900358422939064,0.4488682795698925,0.8478718637992833,0.13682616487455196,0.3472562724014337,0.37953405017921144,0.0,3,0.0,0.815,0.0,3B,0,0,0,0,1369,0,7.5,0.0,0.0,0.0,3,99606,"2014,2015,2016"
이원석,2017,31,삼성,6.75,57.0,171.33333333333334,5.666666666666667,23.666666666666668,24.0,49.0,7.666666666666667,0.6666666666666666,16.666666666666668,1.3333333333333333,34.666666666666664,2.0,-0.21633333333333335,0.0,0.0,0,0.28599221789883267,0.3496186770428016,0.43749221789883264,0.7871108949416343,0.15173151750972752,0.32569455252918283,0.3432782101167315,0.0,3,0.0,1.153,0.0,3B,0,0,0,0,961,4,7.5,0.0,0.0,0.0,3,75566,"2013,2014,2016"
조영훈,2017,35,NC,2.25,101.33333333333333,138.0,6.333333333333333,30.666666666666668,21.333333333333332,41.333333333333336,8.666666666666666,0.0,16.666666666666668,1.3333333333333333,35.0,2.3333333333333335,0.05133333333333334,0.0,0.0,0,0.29951690821256033,0.37496376811594206,0.4996908212560387,0.8746545893719807,0.20040579710144926,0.3530289855072464,0.38433574879227056,0.0,3,0.0,0.905,0.0,1B,0,0,0,0,1225,0,7.5,0.0,0.0,0.0,1,75441,"2014,2015,2016"
김현수,2018,30,LG,28.75,129.33333333333334,469.6666666666667,20.333333333333332,100.33333333333333,80.33333333333333,149.0,25.0,0.3333333333333333,72.0,5.666666666666667,59.666666666666664,5.0,2.7113333333333336,0.0,0.0,0,0.31724627395315824,0.40694960965223564,0.5017146912704046,0.9086643009226402,0.18442157558552158,0.3227331440738112,0.3987267565649397,0.0,3,0.0,0.979,0.0,OF,0,4,3,18,900,5,7.5,0.0,16.355957416607524,0.0,5,76290,"2013,2014,2015"
손아섭,2018,32,롯데,24.5,134.66666666666666,532.0,16.333333333333332,71.66666666666667,105.66666666666667,173.33333333333334,32.0,2.0,81.0,2.6666666666666665,98.66666666666667,26.0,3.2413333333333334,6.28,18.84,1,0.3258145363408521,0.4153759398496241,0.4857167919799498,0.901092731829574,0.16005889724310773,0.3743947368421053,0.4064962406015038,44.6796992481203,3,6.28,0.934,123.8,OF,0,5,4,23,1024,3,7.5,433.32,20.725132832080202,354.9456,5,77532,"2015,2016,2017"
황재균,2018,31,KT,22.0,133.0,506.0,21.666666666666668,95.33333333333333,86.0,159.33333333333334,33.333333333333336,3.3333333333333335,50.0,3.6666666666666665,91.33333333333333,17.666666666666668,1.3823333333333332,0.0,0.0,0,0.31488801054018445,0.37660079051383394,0.5223478260869565,0.8989486166007904,0.20766007905138334,0.34444664031620553,0.3919881422924901,0.0,3,0.0,0.964,0.0,3B,0,0,2,4,961,4,7.5,0.0,3.5957944664031616,0.0,3,76313,"2014,2015,2016"
민병헌,2018,31,롯데,20.0,128.66666666666666,483.0,14.0,77.66666666666667,83.66666666666667,150.33333333333334,24.0,2.0,48.333333333333336,14.0,79.66666666666667,6.333333333333333,1.4113333333333333,3.14,9.42,1,0.3112491373360939,0.38604692891649417,0.45619461697722574,0.8422415458937197,0.145127674258109,0.3456514837819186,0.37233678398895786,39.45569358178054,3,3.14,0.834,127.9,OF,0,0,3,6,961,4,7.5,56.519999999999996,5.053449275362318,88.7364,5,76249,"2015,2016,2017"
강민호,2018,33,삼성,20.0,123.0,405.6666666666667,25.666666666666668,75.33333333333333,63.333333333333336,123.66666666666667,22.0,0.6666666666666666,55.666666666666664,13.0,102.33333333333333,1.3333333333333333,2.8393333333333337,2.36,7.08,1,0.30484798685291703,0.40227526705012323,0.5519975349219391,0.9542728019720623,0.24698274445357438,0.3496474938373048,0.4110131470829909,33.34757600657354,3,2.36,0.843,89.0,C,0,5,3,21,1089,2,7.5,148.68,20.039728841413307,50.126400000000004,0,74540,"2015,2016,2017"
정근우,2018,36,한화,11.67,123.0,478.0,13.666666666666666,66.66666666666667,97.66666666666667,151.66666666666666,27.666666666666668,1.3333333333333333,51.0,9.0,57.333333333333336,16.333333333333332,2.326333333333333,3.05,9.149999999999999,1,0.3172942817294282,0.3911792189679219,0.4665613668061367,0.8577405857740585,0.149149930264993,0.33633403068340306,0.38059414225941424,31.001882845188288,3,3.05,0.863,113.7,2B,0,3,3,15,1296,0,7.5,137.24999999999997,12.866108786610878,83.72249999999997,2,75808,"2015,2016,2017"
김주찬,2018,37,KIA,9.0,116.66666666666667,428.0,17.666666666666668,77.66666666666667,80.33333333333333,140.66666666666666,33.0,2.3333333333333335,28.0,7.666666666666667,61.666666666666664,8.666666666666666,1.845,2.81,8.43,1,0.32866043613707163,0.3759696261682243,0.5409104361370717,0.9168800623052958,0.21251713395638622,0.3478200934579439,0.3942001557632399,37.86604361370716,3,2.81,0.848,110.5,OF,0,1,0,3,1369,0,7.5,25.29,2.7506401869158874,71.0649,5,70410,"2015,2016,2017"
