player_id,player_name,photo_url,photo_file,note
56474,사토시,,,네이버 API에 사진 없음 (삼성 2026 · 1시즌). photo_url 또는 assets/photos/ 파일명을 채우면 반영된다
56563,이서준,,,네이버 API에 사진 없음 (롯데 2026 · 1시즌)
68805,최상민,,,네이버 API에 사진 없음 (SSG 2025 · 4시즌)
