collect_year,player_id,player_name,team,position,is_qualified,innings,games,era,whip,win,lose,save,hold,qs,so,bb,hbp,hit,hr,r,er,k9,bb9,k_bb,pa_k_rate,pa_bb_rate,wpa,war,ip_per_game,pitcher_role,season_completion
2025,76225,김건국,KIA,투수,False,46.0,26,6.8478260869565215,1.65,0,3,0,1,0,31,17,5,59,11,38,35,6.07,3.33,1.82,14.4,7.9,-0.626,-0.83,1.769,RP,1.0
2026,76225,김건국,KIA,투수,False,5.667,6,7.9411764705882355,1.94,0,0,0,0,0,6,5,0,6,1,6,5,9.53,7.94,1.2,20.7,17.2,-0.002,-0.09,0.944,RP,0.757
2021,51867,김건우,SSG,투수,False,11.0,6,4.90909,1.82,0,1,0,0,0,7,12,0,8,1,7,6,5.73,9.82,0.58,13.0,22.2,0.068,-0.03,1.833,RP,1.0
2022,51867,김건우,SSG,투수,False,3.0,2,9.0,3.0,0,0,0,0,0,1,4,0,5,1,3,3,3.0,12.0,0.25,5.9,23.5,-0.161,-0.12,1.5,RP,1.0
2025,51867,김건우,SSG,투수,False,66.0,35,3.818181818181818,1.55,5,4,0,2,0,68,49,7,53,2,31,28,9.27,6.68,1.39,22.6,16.3,0.631,0.93,1.886,RP,1.0
2026,51867,김건우,SSG,투수,False,98.333,21,6.2237288135593225,1.8,7,9,0,0,4,80,57,7,120,15,78,68,7.32,5.22,1.4,17.1,12.2,-0.666,-0.54,4.683,SP,0.757
2010,60339,김건태,넥센,,False,7.667,5,9.3913,1.83,0,0,0,0,0,5,4,1,10,1,8,8,5.87,4.7,1.25,13.9,11.1,0.0,,1.533,RP,1.0
2012,60339,김건태,넥센,,False,10.0,6,3.6,1.5,0,0,0,0,0,7,5,1,10,1,8,4,6.3,4.5,1.4,15.6,11.1,0.0,,1.667,RP,1.0
2015,60339,김건태,넥센,,False,15.333,13,7.04348,1.96,0,2,0,1,0,11,10,3,20,2,14,12,6.46,5.87,1.1,13.9,12.7,-0.445,-0.16,1.179,RP,1.0
2016,60339,김건태,넥센,,False,63.333,34,5.25789,1.58,1,5,0,0,1,28,29,6,71,9,44,37,3.98,4.12,0.97,9.7,10.1,-0.647,0.06,1.863,SP,1.0
2017,60339,김건태,넥센,,False,6.0,5,12.0,2.5,1,0,0,0,0,5,2,0,13,1,8,8,7.5,3.0,2.5,15.6,6.3,-0.368,-0.14,1.2,RP,1.0
2018,60339,김건태,NC,,False,53.0,21,5.43396,1.58,2,3,0,0,2,39,24,7,60,7,38,32,6.62,4.08,1.63,15.8,9.7,-0.006,-0.08,2.524,SP,1.0
2019,60339,김건태,NC,,False,51.333,44,3.68182,1.27,0,2,0,7,0,32,16,4,49,5,23,21,5.61,2.81,2.0,14.9,7.4,1.212,0.22,1.167,RP,1.0
2020,60339,김건태,NC,,False,35.0,33,4.88571,1.54,1,1,0,4,0,37,25,2,29,4,19,19,9.51,6.43,1.48,23.9,16.1,-0.122,0.26,1.061,RP,1.0
2021,60339,김건태,NC,,False,6.667,6,5.4,1.35,0,0,0,0,0,5,7,0,2,1,4,4,6.75,9.45,0.71,17.2,24.1,-0.217,-0.06,1.111,RP,1.0
2022,60339,김건태,NC,,False,18.333,16,4.41818,1.85,0,0,0,0,0,16,12,2,22,2,15,9,7.85,5.89,1.33,18.6,14.0,0.542,-0.29,1.146,RP,1.0
2010,71851,김건한,KIA,,False,77.0,57,5.25974,1.5699999999999998,3,5,1,3,0,61,34,7,87,5,53,45,7.13,3.97,1.79,17.0,9.5,0.0,,1.351,RP,1.0
2011,71851,김건한,KIA,,False,67.333,35,5.07921,1.44,2,5,0,3,0,42,30,9,67,5,39,38,5.61,4.01,1.4,14.0,10.0,0.0,,1.924,RP,1.0
2012,71851,김건한,삼성,,False,34.0,31,5.29412,1.65,0,0,0,2,0,27,15,3,41,2,23,20,7.15,3.97,1.8,17.0,9.4,0.0,,1.097,RP,1.0
2013,71851,김건한,삼성,,False,14.333,11,12.5581,2.93,1,0,0,0,0,12,11,0,31,1,20,20,7.53,6.91,1.09,14.3,13.1,0.0,,1.303,RP,1.0
2014,71851,김건한,삼성,,False,36.333,34,5.44954,1.4,0,1,1,0,0,23,9,8,42,2,27,22,5.7,2.23,2.56,13.9,5.4,0.553,0.29,1.069,RP,1.0
2015,71851,김건한,삼성,,False,16.333,16,6.06122,2.08,1,1,0,0,0,6,8,1,26,1,11,11,3.31,4.41,0.75,7.2,9.6,0.002,-0.02,1.021,RP,1.0
2016,71851,김건한,삼성,,False,9.667,3,3.72414,1.24,1,0,0,0,0,7,3,1,9,1,5,4,6.52,2.79,2.33,15.9,6.8,-0.12,0.22,3.222,SP,1.0
2023,53312,김건희,키움,포수,False,2.0,3,22.5,4.0,0,0,0,0,0,0,2,0,6,2,5,5,0.0,9.0,0.0,0.0,14.3,0.005,-0.24,0.667,RP,1.0
2011,60757,김경태,한화,,False,1.0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,27.0,0.0,99.99,100.0,0.0,0.0,,1.0,RP,1.0
2012,60757,김경태,한화,,False,1.667,3,5.4,2.4,0,0,0,0,0,0,3,0,1,0,1,1,0.0,16.2,0.0,0.0,33.3,0.0,,0.556,RP,1.0
2013,60757,김경태,한화,,False,23.333,16,6.55714,1.8,0,4,0,2,0,15,21,5,21,1,20,17,5.79,8.1,0.71,13.0,18.3,0.0,,1.458,RP,1.0
2016,60757,김경태,한화,,False,11.667,10,7.71429,2.23,0,0,0,0,0,12,9,0,17,2,10,10,9.26,6.9399999999999995,1.33,20.7,15.5,-0.119,-0.07,1.167,RP,1.0
2017,60757,김경태,한화,,False,12.667,19,1.42105,1.66,1,0,0,6,0,17,9,2,12,0,3,2,12.08,6.39,1.89,29.3,15.5,0.169,0.4,0.667,SU,1.0
2018,60757,김경태,한화,,False,2.667,3,16.875,3.38,0,0,0,0,0,2,5,0,4,2,5,5,6.75,16.88,0.4,11.8,29.4,-0.037,-0.16,0.889,RP,1.0
2019,60757,김경태,한화,,False,11.0,17,4.09091,2.0,0,0,0,0,0,10,8,0,14,0,5,5,8.18,6.55,1.25,18.5,14.8,-0.307,0.13,0.647,RP,1.0
2010,99152,김광삼,LG,,False,111.0,24,5.67568,1.58,7,6,0,0,5,60,50,14,125,10,74,70,4.86,4.05,1.2,12.0,10.0,0.0,,4.625,SP,1.0
2011,99152,김광삼,LG,,False,93.0,22,4.74194,1.6,4,5,0,0,5,41,41,4,108,8,58,49,3.97,3.97,1.0,9.9,9.9,0.0,,4.227,SP,1.0
2012,99152,김광삼,LG,,False,104.333,20,4.91693,1.46,7,9,0,0,6,46,38,9,114,3,63,57,3.97,3.28,1.21,9.9,8.1,0.0,,5.217,SP,1.0
2015,99152,김광삼,LG,,False,15.667,4,5.74468,1.6,0,1,0,0,0,11,9,1,16,2,13,10,6.32,5.17,1.22,15.3,12.5,-0.189,-0.22,3.917,SP,1.0
2010,70142,김광수,LG,,False,76.667,68,3.40435,1.58,4,5,8,7,0,71,31,5,90,5,33,29,8.33,3.64,2.29,20.6,9.0,0.0,,1.127,RP,1.0
2011,70142,김광수,한화,,False,37.667,37,4.77876,2.04,2,3,6,3,0,24,24,2,53,3,20,20,5.73,5.73,1.0,12.8,12.8,0.0,,1.018,RP,1.0
2012,70142,김광수,한화,,False,15.667,16,8.04255,2.23,0,0,0,0,0,11,5,1,30,2,15,14,6.32,2.87,2.2,13.6,6.2,0.0,,0.979,RP,1.0
2013,70142,김광수,한화,,False,67.667,56,5.71921,1.34,3,3,1,4,0,41,16,6,75,3,45,43,5.45,2.13,2.56,14.0,5.5,0.0,,1.208,RP,1.0
2014,70142,김광수,한화,,False,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,3,1,3,3,0.0,0.0,99.99,0.0,0.0,-0.036,0.0,0.0,RP,1.0
2015,70142,김광수,KIA,,False,43.667,41,4.53435,1.51,4,4,0,9,0,22,13,2,53,2,24,22,4.53,2.68,1.69,11.3,6.7,0.323,0.56,1.065,RP,1.0
2016,70142,김광수,KIA,,False,52.333,54,5.15924,1.7,2,6,7,14,0,39,22,0,67,5,31,30,6.71,3.78,1.77,16.2,9.1,0.026,0.36,0.969,SU,1.0
2017,70142,김광수,KIA,,False,20.667,19,11.7581,2.03,1,0,0,0,0,10,3,3,39,6,31,27,4.35,1.31,3.33,9.1,2.7,-0.264,-0.77,1.088,RP,1.0
2010,77829,김광현,SK,투수,True,193.667,31,2.37005,1.22,17,7,0,0,20,183,84,5,153,13,56,51,8.5,3.9,2.18,23.0,10.5,0.0,,6.247,SP,1.0
2011,77829,김광현,SK,투수,False,74.333,17,4.84305,1.55,4,6,0,0,5,61,45,2,70,6,45,40,7.39,5.45,1.36,18.6,13.7,0.0,,4.373,SP,1.0
2012,77829,김광현,SK,투수,False,81.667,16,4.29796,1.48,8,5,0,0,4,65,36,2,85,9,44,39,7.16,3.97,1.81,18.7,10.4,0.0,,5.104,SP,1.0
2013,77829,김광현,SK,투수,True,133.0,25,4.46617,1.47,10,9,0,0,9,102,68,4,128,12,72,66,6.9,4.6,1.5,17.6,11.7,0.0,,5.32,SP,1.0
2014,77829,김광현,SK,투수,True,173.667,28,3.42035,1.49,13,9,0,0,15,145,81,3,178,10,77,66,7.51,4.2,1.79,19.4,10.8,1.531,3.97,6.202,SP,1.0
2015,77829,김광현,SK,투수,True,176.667,30,3.71887,1.35,14,6,0,1,16,160,66,3,173,19,86,73,8.15,3.36,2.42,21.2,8.8,3.292,3.61,5.889,SP,1.0
2016,77829,김광현,SK,투수,False,137.0,27,3.87591,1.31,11,8,0,1,15,116,41,6,139,17,68,59,7.62,2.69,2.83,19.9,7.0,-0.328,3.23,5.074,SP,1.0
2018,77829,김광현,SK,투수,False,136.0,25,2.97794,1.14,11,8,0,0,12,130,30,2,125,16,48,45,8.6,1.99,4.33,23.5,5.4,3.285,4.59,5.44,SP,1.0
2019,77829,김광현,SK,투수,True,190.333,31,2.50613,1.24,17,6,0,0,24,180,38,2,198,13,64,53,8.51,1.8,4.74,22.9,4.8,5.814,6.41,6.14,SP,1.0
2022,77829,김광현,SSG,투수,True,173.333,28,2.12885,1.07,13,3,0,0,19,153,45,5,141,10,48,41,7.94,2.34,3.4,22.0,6.5,5.54,5.72,6.19,SP,1.0
2023,77829,김광현,SSG,투수,True,168.333,30,3.52871,1.38,9,8,0,0,16,119,70,2,163,11,75,66,6.36,3.74,1.7,16.7,9.8,2.928,2.81,5.611,SP,1.0
2024,77829,김광현,SSG,투수,True,162.333,31,4.93429,1.45,12,10,0,0,13,154,73,6,162,24,95,89,8.54,4.05,2.11,21.7,10.3,1.318,1.84,5.237,SP,1.0
2025,77829,김광현,SSG,투수,True,144.0,28,5.0,1.49,10,10,0,0,9,138,50,4,164,13,86,80,8.63,3.13,2.76,21.7,7.9,1.321,1.5,5.143,SP,1.0
2022,51713,김규연,한화,투수,False,13.667,12,5.26829,2.05,0,0,0,1,0,11,12,0,16,2,11,8,7.24,7.9,0.92,15.7,17.1,0.071,-0.17,1.139,RP,1.0
2023,51713,김규연,한화,투수,False,19.667,23,2.74576,1.32,0,1,1,0,0,20,10,2,16,0,7,6,9.15,4.58,2.0,23.5,11.8,0.144,0.33,0.855,RP,1.0
2024,51713,김규연,한화,투수,False,59.0,58,7.01695,1.59,1,0,0,4,0,40,28,4,66,6,50,46,6.1,4.27,1.43,14.8,10.4,0.405,-0.43,1.017,RP,1.0
2026,53540,김기준,롯데,투수,False,5.0,5,0.0,1.0,0,0,0,0,0,5,0,0,5,0,0,0,9.0,0.0,99.99,26.3,0.0,0.024,0.17,1.0,RP,0.757
2021,51715,김기중,한화,투수,False,53.667,15,4.69565,1.84,2,4,0,0,1,36,36,4,63,4,32,28,6.04,6.04,1.0,13.8,13.8,0.007,0.33,3.578,SP,1.0
2022,51715,김기중,한화,투수,False,12.0,5,6.0,2.08,0,2,0,0,0,8,11,1,14,4,10,8,6.0,8.25,0.73,12.7,17.5,-0.307,-0.32,2.4,RP,1.0
2023,51715,김기중,한화,투수,False,56.333,37,4.63314,1.54,1,3,0,1,0,46,29,9,58,4,33,29,7.35,4.63,1.59,18.2,11.5,0.623,0.15,1.523,RP,1.0
2024,51715,김기중,한화,투수,False,59.0,27,6.55932,1.86,5,4,0,0,1,39,27,6,83,8,44,43,5.95,4.12,1.44,13.6,9.4,-0.297,-0.09,2.185,SP,1.0
2025,51715,김기중,한화,투수,False,14.667,5,3.0681818181818183,1.5,0,1,0,0,0,8,6,1,16,0,5,5,4.91,3.68,1.33,12.1,9.1,-0.052,0.26,2.933,RP,1.0
2020,67711,김기탁,한화,,False,7.0,5,9.0,2.57,0,0,0,0,0,3,5,0,13,1,10,7,3.86,6.43,0.6,7.5,12.5,-0.043,-0.17,1.4,RP,1.0
2021,67711,김기탁,한화,,False,12.333,19,5.83784,1.7,0,0,0,4,0,12,7,1,14,0,10,8,8.76,5.11,1.71,20.7,12.1,-0.212,-0.09,0.649,RP,1.0
2012,76461,김기태,삼성,,False,5.0,1,7.2,1.8,0,1,0,0,0,2,1,0,8,0,4,4,3.6,1.8,2.0,8.3,4.2,0.0,,5.0,SP,1.0
2013,76461,김기태,삼성,,False,4.333,2,8.30769,2.31,0,0,0,0,0,2,5,0,5,0,5,4,4.15,10.38,0.4,8.3,20.8,0.0,,2.166,RP,1.0
2014,76461,김기태,삼성,,False,8.667,6,7.26923,1.62,0,0,1,0,0,8,1,0,13,2,7,7,8.31,1.04,8.0,19.5,2.4,-0.072,0.02,1.444,RP,1.0
2015,76461,김기태,삼성,,False,29.333,23,7.05682,1.5699999999999998,3,0,0,0,0,23,10,0,36,11,25,23,7.06,3.07,2.3,17.6,7.6,0.283,-0.49,1.275,RP,1.0
2016,76461,김기태,삼성,,False,75.0,17,7.08,1.55,4,4,0,0,2,34,22,10,94,20,61,59,4.08,2.64,1.55,9.9,6.4,-1.995,-0.18,4.412,SP,1.0
2018,76461,김기태,삼성,,False,1.667,1,27.0,2.4,0,0,0,0,0,2,0,1,4,3,5,5,10.8,0.0,99.99,20.0,0.0,-0.001,-0.17,1.667,RP,1.0
2010,76119,김기표,LG,,False,42.667,48,4.42969,1.27,2,4,2,2,0,24,13,8,41,2,21,21,5.06,2.74,1.85,13.0,7.0,0.0,,0.889,RP,1.0
2011,76119,김기표,LG,,False,5.0,3,12.6,2.4,0,0,0,0,0,2,1,0,11,1,7,7,3.6,1.8,2.0,7.7,3.8,0.0,,1.667,RP,1.0
2012,76119,김기표,LG,,False,26.667,25,3.0375,1.27,3,0,0,1,0,13,7,3,27,2,10,9,4.39,2.36,1.86,11.7,6.3,0.0,,1.067,RP,1.0
2013,76119,김기표,LG,,False,3.333,2,0.0,0.9,0,0,0,0,0,1,0,0,3,0,0,0,2.7,0.0,99.99,7.1,0.0,0.0,,1.666,RP,1.0
2014,76119,김기표,LG,,False,2.0,3,13.5,1.0,0,0,0,0,0,1,0,1,2,2,3,3,4.5,0.0,99.99,10.0,0.0,-0.08,-0.17,0.667,RP,1.0
2015,76119,김기표,KT,,False,10.333,14,6.09677,1.26,0,0,0,0,0,6,2,1,11,2,7,7,5.23,1.74,3.0,14.0,4.7,0.001,0.05,0.738,RP,1.0
2014,62919,김기현,한화,,False,23.333,24,5.78571,1.93,0,1,0,1,0,15,7,1,38,9,21,15,5.79,2.7,2.14,12.7,5.9,-0.451,-0.41,0.972,RP,1.0
2015,62919,김기현,한화,,False,41.333,54,4.35484,1.6,1,0,0,3,0,32,30,3,36,5,20,20,6.97,6.53,1.07,17.1,16.0,0.176,0.34,0.765,RP,1.0
2019,69620,김기훈,KIA,투수,False,79.333,19,5.55882,1.63,3,6,0,0,3,49,65,9,64,11,55,49,5.5600000000000005,7.37,0.75,13.3,17.7,-0.429,-0.75,4.175,SP,1.0
2020,69620,김기훈,KIA,투수,False,52.0,22,5.36538,1.71,0,4,0,1,0,39,31,2,58,8,35,31,6.75,5.37,1.26,16.4,13.0,-0.89,-0.09,2.364,RP,1.0
2022,69620,김기훈,KIA,투수,False,8.667,5,1.03846,1.27,0,0,0,0,0,9,7,0,4,0,1,1,9.35,7.27,1.29,25.0,19.4,0.472,0.33,1.733,RP,1.0
2023,69620,김기훈,KIA,투수,False,31.333,29,4.59574,2.07,2,0,0,0,0,26,37,2,28,0,22,16,7.47,10.63,0.7,16.7,23.7,-1.27,-0.3,1.08,RP,1.0
2024,69620,김기훈,KIA,투수,False,19.667,17,5.0339,1.58,1,0,0,0,0,17,15,3,16,1,13,11,7.78,6.86,1.13,17.9,15.8,-0.063,0.02,1.157,RP,1.0
2025,69620,김기훈,KIA,투수,False,27.667,24,3.253012048192771,1.27,1,1,0,0,0,27,10,1,25,2,11,10,8.78,3.25,2.7,23.1,8.5,-0.077,0.36,1.153,RP,1.0
2026,69620,김기훈,KIA,투수,False,1.667,2,5.4,2.4,0,0,0,0,0,1,4,0,0,0,1,1,5.4,21.6,0.25,12.5,50.0,-0.002,-0.01,0.834,RP,0.757
2025,52995,김녹원,NC,투수,False,70.0,21,6.557142857142857,1.74,3,4,0,1,0,37,47,3,75,10,53,51,4.76,6.04,0.79,11.3,14.4,0.002,-0.62,3.333,SP,1.0
2010,78536,김대우,롯데,,False,7.667,3,14.087,2.35,0,2,0,0,0,4,3,0,15,2,12,12,4.7,3.52,1.33,10.3,7.7,0.0,,2.556,RP,1.0
2011,61365,김대우,넥센,,False,27.0,24,6.0,1.67,0,2,0,0,0,28,19,4,26,0,20,18,9.33,6.33,1.47,21.4,14.5,0.0,,1.125,RP,1.0
2014,61365,김대우,넥센,,False,73.667,30,5.49774,1.81,2,2,1,0,1,66,45,8,88,9,48,45,8.06,5.5,1.47,19.0,13.0,-0.551,0.33,2.456,SP,1.0
2015,61365,김대우,넥센,,False,71.0,47,4.94366,1.58,6,3,1,4,0,63,31,6,81,8,44,39,7.99,3.93,2.03,19.8,9.7,-0.521,0.43,1.511,RP,1.0
2016,61365,김대우,삼성,,False,66.0,67,5.04545,1.53,6,0,0,11,0,37,19,6,82,8,39,37,5.05,2.59,1.95,12.5,6.4,-0.066,0.26,0.985,RP,1.0
2017,61365,김대우,삼성,,False,50.0,25,9.54,1.94,2,5,0,1,0,28,26,8,71,7,56,53,5.04,4.68,1.08,11.3,10.5,-1.7029999999999998,-0.94,2.0,RP,1.0
2018,78536,김대우,롯데,,False,3.333,5,13.5,2.7,0,0,0,0,0,2,1,0,8,2,5,5,5.4,2.7,2.0,10.5,5.3,-0.09,-0.1,0.667,RP,1.0
2018,61365,김대우,삼성,,False,36.333,8,7.92661,1.95,2,2,0,0,2,15,18,3,53,7,34,32,3.72,4.46,0.83,8.5,10.2,-0.712,-0.16,4.542,SP,1.0
2019,61365,김대우,삼성,,False,59.667,44,5.12849,1.29,5,1,0,1,0,40,16,5,61,11,38,34,6.03,2.41,2.5,15.8,6.3,-0.194,-0.21,1.356,RP,1.0
2020,61365,김대우,삼성,,False,77.667,28,5.09871,1.56,3,7,0,1,1,37,26,6,95,9,49,44,4.29,3.01,1.42,10.6,7.4,0.148,0.87,2.774,SP,1.0
2020,78536,김대우,롯데,,False,49.333,46,3.10135,1.5,0,1,0,0,0,43,26,2,48,1,22,17,7.84,4.74,1.65,19.9,12.0,-0.551,0.95,1.072,RP,1.0
2021,61365,김대우,삼성,,False,51.0,31,6.35294,1.63,0,2,0,1,0,27,15,2,68,7,39,36,4.76,2.65,1.8,11.5,6.4,-0.649,-0.27,1.645,RP,1.0
