player_name,fa_year,age_at_fa,position,games_3yr_avg,ab_3yr_avg,avg_3yr_avg,obp_3yr_avg,slg_3yr_avg,ops_3yr_avg,isop_3yr_avg,babip_3yr_avg,woba_3yr_avg,wrc_plus_3yr_avg,hr_3yr_avg,rbi_3yr_avg,run_3yr_avg,hit_3yr_avg,double_3yr_avg,triple_3yr_avg,bb_3yr_avg,hp_3yr_avg,kk_3yr_avg,sb_3yr_avg,cs_3yr_avg,gd_3yr_avg,wpa_3yr_avg,war_3yr_avg,war_3yr_sum,war_last_year,ops_last_year,wrc_plus_last_year,contract_years,total_contract_amount,annual_avg_salary,team
김선빈,2024,35,2B,129.66666666666666,475.0,0.30477433720820524,0.37633333333333335,0.36966666666666664,0.746,0.06499999999999996,0.3236666666666667,0.34500000000000003,114.76666666666665,2.6666666666666665,58.666666666666664,49.0,144.33333333333334,23.666666666666668,0.0,53.0,4.0,37.333333333333336,5.333333333333333,,,0.22466666666666668,3.813333333333333,11.44,3.54,0.739,117.6,3,30.0,10.0,KIA
오지환,2024,34,SS,134.0,460.0,0.2637712086355655,0.35433333333333333,0.4073333333333333,0.7616666666666666,0.1436666666666666,0.2996666666666667,0.3426666666666667,119.33333333333333,13.666666666666666,68.66666666666667,67.33333333333333,121.33333333333333,19.666666666666668,3.0,60.0,6.666666666666667,90.33333333333333,16.0,,,-0.47900000000000004,3.926666666666667,11.780000000000001,3.63,0.767,122.2,6,124.0,20.67,LG
김성욱,2025,36,OF,111.0,268.5,0.21368715083798873,0.297,0.38,0.677,0.16649999999999998,0.258,0.31,82.44999999999999,11.5,38.0,41.5,56.5,9.0,1.0,23.5,10.0,71.0,8.0,,,-0.989,0.645,1.29,0.66,0.671,71.1,2,3.0,1.5,NC
서건창,2025,36,2B,85.5,211.0,0.2670445599118249,0.3575,0.355,0.7124999999999999,0.08799999999999995,0.313,0.3325,100.2,1.5,22.0,39.5,56.0,12.0,1.0,28.0,3.5,37.5,5.5,,,-0.774,1.145,2.29,1.58,0.82,121.0,2,5.0,2.5,KIA
류지혁,2025,31,IF,119.66666666666667,387.3333333333333,0.2668280293004355,0.35000000000000003,0.32699999999999996,0.677,0.06033333333333327,0.3253333333333333,0.32,91.96666666666665,2.3333333333333335,43.0,53.666666666666664,103.66666666666667,13.0,1.3333333333333333,45.0,6.0,75.33333333333333,15.0,,,-1.5006666666666666,1.3,3.9000000000000004,0.49,0.666,80.2,4,26.0,6.5,삼성
심우준,2025,32,SS,92.5,278.5,0.25298145549929846,0.3265,0.3225,0.649,0.0695,0.2955,0.305,78.5,3.5,31.0,45.5,69.0,6.0,1.0,30.0,1.5,52.0,15.0,,,-1.6495,1.0899999999999999,2.1799999999999997,0.61,0.68,83.2,4,50.0,12.5,한화
허경민,2025,32,3B,122.0,426.0,0.28892321263424375,0.35733333333333334,0.39999999999999997,0.7573333333333333,0.1113333333333333,0.2933333333333334,0.3443333333333333,115.33333333333333,7.333333333333333,56.333333333333336,57.333333333333336,123.0,24.666666666666668,0.3333333333333333,35.666666666666664,13.333333333333334,30.333333333333332,8.0,,,-0.2883333333333333,2.4999999999999996,7.499999999999999,3.3,0.811,126.8,4,40.0,10.0,KT
최정,2025,38,3B,126.0,451.0,0.284512896254796,0.38599999999999995,0.5489999999999999,0.9349999999999999,0.2643333333333333,0.29833333333333334,0.403,143.79999999999998,30.666666666666668,93.66666666666667,89.0,128.66666666666666,26.333333333333332,0.6666666666666666,60.0,18.0,99.0,8.0,,,2.093,4.489999999999999,13.469999999999999,4.47,0.978,137.7,4,110.0,27.5,SSG
강민호,2026,41,C,129.33333333333334,416.3333333333333,0.28748986163643225,0.35566666666666663,0.4526666666666667,0.8083333333333335,0.1653333333333333,0.3016666666666667,0.36066666666666664,109.8,15.666666666666666,75.0,48.333333333333336,119.66666666666667,20.333333333333332,0.6666666666666666,40.666666666666664,7.0,62.0,3.6666666666666665,,,-0.23900000000000002,2.933333333333333,8.799999999999999,2.28,0.753,102.2,2,20.0,10.0,삼성
강백호,2026,26,1B,103.33333333333333,369.6666666666667,0.27286476641067076,0.355,0.4543333333333333,0.8093333333333333,0.18133333333333332,0.31066666666666665,0.35700000000000004,111.36666666666667,16.333333333333332,65.33333333333333,55.0,102.33333333333333,18.333333333333332,0.6666666666666666,44.666666666666664,2.0,82.0,3.6666666666666665,,,-0.17666666666666667,2.026666666666667,6.08,1.82,0.825,117.6,4,100.0,25.0,한화
김현수,2026,38,OF,136.66666666666666,496.0,0.29505776710664416,0.36833333333333335,0.4076666666666666,0.7760000000000001,0.11266666666666665,0.3236666666666667,0.34933333333333333,116.3,8.666666666666666,82.33333333333333,60.0,146.33333333333334,27.333333333333332,1.3333333333333333,56.333333333333336,4.666666666666667,67.33333333333333,4.0,,,0.020000000000000018,2.94,8.82,3.86,0.806,131.4,3,50.0,16.67,KT
박찬호,2026,32,SS,132.66666666666666,494.3333333333333,0.2981675925611411,0.36066666666666664,0.37433333333333335,0.735,0.076,0.3253333333333333,0.34099999999999997,107.96666666666665,4.333333333333333,51.666666666666664,78.0,147.33333333333334,20.0,2.3333333333333335,50.0,2.0,56.333333333333336,25.666666666666668,,,-0.902,3.2533333333333334,9.76,3.81,0.722,107.5,4,80.0,20.0,두산
조수행,2026,33,OF,121.33333333333333,222.0,0.24270648787413393,0.31833333333333336,0.27366666666666667,0.5920000000000001,0.03099999999999997,0.29800000000000004,0.28300000000000003,69.73333333333333,0.3333333333333333,18.666666666666668,43.666666666666664,54.666666666666664,3.6666666666666665,1.0,23.333333333333332,1.6666666666666667,40.0,40.0,,,-0.669,0.26333333333333336,0.79,0.27,0.6,70.9,4,16.0,4.0,두산
최형우,2026,43,OF,123.33333333333333,441.6666666666667,0.2962201257550497,0.3866666666666667,0.505,0.8916666666666666,0.20866666666666664,0.32633333333333336,0.391,139.73333333333335,21.0,92.0,68.33333333333333,131.0,26.666666666666668,1.3333333333333333,61.333333333333336,7.0,89.0,0.6666666666666666,,,2.2576666666666667,4.116666666666667,12.350000000000001,4.87,0.928,146.1,2,26.0,13.0,KIA
