collect_year,playerId,playerName,teamName,isRetire,isPlayer,pitcherGameCount,pitcherInning,pitcherEra,pitcherWhip,pitcherWin,pitcherLose,pitcherSave,pitcherHold,pitcherHit,pitcherWar,sort_source
2016,60848,최원재,KT,Y,Y,10,9 1/3,8.67857,1.71,0,0,0,0,12,-0.04,pitcherEra
2016,74857,정우람,한화,Y,Y,61,81,3.33333,1.11,8,5,16,1,64,2.21,pitcherWar
2016,64021,박세웅,롯데,N,Y,27,139,5.76259,1.6,7,12,0,0,160,2.08,pitcherWar
2016,66628,지크,KIA,N,Y,30,152,5.26974,1.6800000000000002,10,13,0,0,188,2.02,pitcherWar
2016,66138,허프,LG,N,Y,13,74 2/3,3.13393,1.08,7,2,0,1,72,1.99,pitcherWar
2016,74838,윤희상,SK,Y,Y,23,122 2/3,4.84239,1.52,9,6,0,0,143,1.98,pitcherWar
2016,61411,심창민,삼성,N,Y,62,72 2/3,2.97248,1.17,2,6,25,4,59,1.96,pitcherWar
2016,72447,권혁,한화,Y,Y,66,95 1/3,3.87063,1.42,6,2,3,13,93,1.95,pitcherWar
2016,78352,임창민,NC,Y,Y,65,70,2.57143,1.3,1,3,26,6,61,1.79,pitcherWar
2016,60768,이태양,한화,N,Y,29,112 1/3,4.96736,1.69,5,8,1,0,128,1.76,pitcherWar
2016,60263,이재학,NC,N,Y,26,127 2/3,4.58225,1.52,12,4,0,0,140,1.75,pitcherWar
2016,66324,맥그레거,넥센,N,Y,14,90,5.2,1.42,6,3,0,0,108,1.73,pitcherWar
2016,72551,이정민,롯데,Y,Y,67,77,3.15584,1.35,5,2,2,9,83,1.73,pitcherWar
2016,76118,원종현,NC,N,Y,54,70 2/3,3.18396,0.98,3,3,3,17,51,1.62,pitcherWar
2016,79764,장민재,한화,N,Y,48,119 1/3,4.67598,1.6800000000000002,6,6,0,1,133,1.62,pitcherWar
2016,67845,밴와트,KT,N,Y,28,134 2/3,5.94802,1.64,6,13,0,0,172,1.61,pitcherWar
2016,66323,코엘로,넥센,N,Y,12,62,3.77419,1.48,6,5,0,0,50,1.52,pitcherWar
2016,73801,송은범,한화,N,Y,30,122,6.41803,1.7,2,11,0,1,159,1.42,pitcherWar
2016,63111,류제국,LG,Y,Y,29,161 1/3,4.29545,1.38,13,11,0,0,152,2.41,pitcherWar
2016,66049,마리몬,KT,N,Y,12,62,5.22581,1.44,6,4,0,0,60,1.4,pitcherWar
2016,62322,밴헤켄,넥센,N,Y,12,72,3.38,1.03,7,3,0,0,55,2.45,pitcherWar
2016,65060,주권,KT,N,Y,28,134,5.10448,1.54,6,8,0,0,162,2.7,pitcherWar
2016,65665,이준영,KIA,N,Y,13,17 2/3,8.66038,1.87,0,2,0,1,22,-0.33,pitcherEra
2016,66643,헥터,KIA,N,Y,31,206 2/3,3.39677,1.27,15,5,0,0,211,6.91,pitcherWar
2016,61240,니퍼트,두산,Y,Y,28,167 2/3,2.95229,1.24,22,3,0,0,151,5.15,pitcherWar
2016,62937,신재영,넥센,Y,Y,30,168 2/3,3.89526,1.26,15,7,0,0,192,5.05,pitcherWar
2016,77637,양현종,KIA,N,Y,31,200 1/3,3.68386,1.34,10,12,0,0,191,5.0,pitcherWar
2016,66226,보우덴,두산,N,Y,30,180,3.8,1.18,18,7,0,0,159,4.66,pitcherWar
2016,74513,장원준,두산,Y,Y,27,168,3.32143,1.41,15,6,0,0,161,4.63,pitcherWar
2016,65331,피어밴드,KT,N,Y,31,182,4.45055,1.53,7,13,0,0,231,4.59,pitcherWar
2016,65546,레일리,롯데,N,Y,31,184 2/3,4.33755,1.4,8,10,0,0,207,4.09,pitcherWar
2016,63938,해커,NC,N,Y,23,140 2/3,3.45498,1.16,13,3,0,0,132,3.83,pitcherWar
2016,74454,윤성환,삼성,N,Y,28,180,4.35,1.35,11,10,0,0,202,3.51,pitcherWar
2016,79229,유희관,두산,Y,Y,30,185 2/3,4.41113,1.45,15,6,0,0,212,3.4,pitcherWar
2016,77829,김광현,SK,N,Y,27,137,3.87591,1.31,11,8,0,1,139,3.23,pitcherWar
2016,76455,차우찬,삼성,Y,Y,24,152 1/3,4.72648,1.53,12,6,0,0,168,3.02,pitcherWar
2016,65543,린드블럼,롯데,Y,Y,30,177 1/3,5.2782,1.55,10,13,0,0,197,2.88,pitcherWar
2016,65931,스튜어트,NC,N,Y,27,150,4.56,1.43,12,8,0,0,160,2.87,pitcherWar
2016,76350,김세현,넥센,N,Y,62,62 1/3,2.59893,1.17,2,0,36,0,66,2.77,pitcherWar
2016,62698,소사,LG,N,Y,33,199,5.15578,1.49,10,9,0,0,258,2.58,pitcherWar
2016,73241,정재훈,두산,Y,Y,46,52 1/3,3.26752,1.15,1,5,2,23,43,1.3,pitcherWar
2016,65856,켈리,SK,N,Y,31,200 1/3,3.68386,1.32,9,8,0,0,205,5.84,pitcherWar
2016,76430,김태혁,넥센,N,Y,67,74,4.62162,1.5,6,5,0,21,77,1.28,pitcherWar
2016,66160,유재유,LG,Y,Y,7,6 2/3,13.5,2.55,0,1,0,0,10,-0.35,pitcherEra
2016,61569,이경우,롯데,N,Y,1,2,13.5,1.5,0,0,0,0,3,-0.06,pitcherEra
2016,75268,조현근,삼성,N,Y,3,5 1/3,13.5,2.81,0,0,0,0,12,-0.22,pitcherEra
2016,66451,최충연,삼성,N,Y,3,7 2/3,12.913,2.87,0,2,0,0,11,-0.25,pitcherEra
2016,64907,강장산,NC,Y,Y,3,2 1/3,11.5714,2.57,0,1,0,0,3,-0.16,pitcherEra
2016,66446,레온,삼성,N,Y,2,8,11.25,2.13,0,1,0,0,16,-0.12,pitcherEra
2016,65062,김재윤,KT,N,Y,52,54 1/3,4.96933,1.4,8,1,14,1,61,1.28,pitcherWar
2016,79235,조승수,두산,N,Y,7,8 1/3,10.8,2.04,0,0,0,0,13,-0.3,pitcherEra
2016,66741,김재영,한화,N,Y,11,11 1/3,10.3235,2.29,0,0,0,0,18,-0.26,pitcherEra
2016,73632,임준혁,SK,Y,Y,12,34,10.0588,1.97,2,6,0,0,57,-0.5,pitcherEra
2016,60764,김용주,한화,Y,Y,17,15 2/3,9.76596,2.17,0,2,0,0,19,-0.3,pitcherEra
2016,78552,강승현,롯데,N,Y,6,8 1/3,9.72,2.28,0,0,0,0,14,-0.13,pitcherEra
2016,65769,김범수,한화,N,Y,5,5 2/3,9.52941,2.12,1,0,0,0,6,-0.09,pitcherEra
2016,60845,문광은,SK,N,Y,17,17,9.52941,2.18,1,1,0,1,30,-0.5,pitcherEra
2016,66748,마에스트리,한화,N,Y,9,28 2/3,9.4186,2.48,2,2,0,0,37,-0.56,pitcherEra
2016,62528,김원중,롯데,N,Y,3,7 2/3,9.3913,1.96,0,1,0,0,7,-0.09,pitcherEra
2016,72535,이명우,롯데,Y,Y,45,33,9.27273,1.79,2,3,0,6,41,-0.62,pitcherEra
2016,64960,김학성,NC,N,Y,4,4 1/3,14.5385,3.23,0,0,0,0,11,-0.2,pitcherEra
2016,65764,김민우,한화,N,Y,5,9 2/3,15.8276,3.0,0,3,0,0,21,-0.5,pitcherEra
2016,64029,류희운,KT,N,Y,5,8 1/3,10.8,1.92,0,0,0,0,13,-0.1,pitcherEra
2016,61396,박정준,넥센,Y,Y,7,4 2/3,19.2857,3.0,0,0,0,0,8,-0.23,pitcherEra
2016,97336,최영필,KIA,Y,Y,54,57 1/3,3.61047,1.43,4,3,2,10,74,1.13,pitcherWar
2016,79358,강윤구,넥센,Y,Y,1,1,18.0,2.0,0,0,0,0,1,-0.09,pitcherEra
2016,65348,박주현,넥센,N,Y,30,119,6.35294,1.6,7,5,0,0,153,1.08,pitcherWar
2016,77591,송승준,롯데,Y,Y,10,41 1/3,8.70968,2.01,1,2,0,0,62,-0.13,pitcherEra
2016,75321,손승락,롯데,Y,Y,48,50 2/3,4.26316,1.6800000000000002,7,3,20,0,61,1.07,pitcherWar
2016,75342,이보근,넥센,N,Y,67,64 2/3,4.45361,1.48,5,7,0,25,69,1.07,pitcherWar
2016,76858,박희수,SK,Y,Y,51,54 2/3,3.29268,1.26,4,5,26,0,43,1.04,pitcherWar
2016,61891,임정우,LG,N,Y,67,70 2/3,3.82075,1.54,3,8,28,0,73,1.04,pitcherWar
2016,61643,홍건희,KIA,N,Y,50,90 1/3,4.98155,1.59,4,4,4,5,103,1.07,pitcherWar
2016,61457,임현준,삼성,Y,Y,2,1,36.0,4.0,0,0,0,0,4,-0.11,pitcherEra
2016,64861,이건욱,SK,N,Y,1,0 2/3,27.0,3.0,0,0,0,0,2,-0.04,pitcherEra
2016,61929,채선관,KT,Y,Y,1,0 1/3,27.0,12.0,0,0,0,0,2,-0.02,pitcherEra
2016,79758,황재규,한화,Y,Y,2,3 2/3,24.5455,3.27,0,0,0,0,10,-0.24,pitcherEra
2016,73738,안영명,한화,Y,Y,2,2 2/3,20.25,4.88,0,1,0,0,9,-0.3,pitcherEra
2016,61715,유창식,KIA,N,Y,1,1 1/3,20.25,6.0,0,0,0,0,2,-0.1,pitcherEra
2016,74139,장진용,LG,Y,Y,2,5 1/3,20.25,2.81,0,0,0,0,9,-0.48,pitcherEra
2016,65509,차재용,롯데,N,Y,2,2 2/3,20.25,2.63,0,0,0,0,3,-0.15,pitcherEra
2016,66750,카스티요,한화,N,Y,20,84,6.42857,1.74,7,4,0,0,106,1.0,pitcherWar
2017,60140,신정락,LG,N,Y,63,59,5.33898,1.44,3,5,10,12,61,-0.96,pitcherSave
2017,75342,이보근,넥센,N,Y,55,52 2/3,5.46835,1.5,6,2,6,18,62,0.6,pitcherWin
2017,71845,채병용,SK,Y,Y,43,50,6.84,1.54,6,4,0,6,62,-0.32,pitcherWin
2017,77211,이용찬,두산,N,Y,68,71 2/3,4.39535,1.53,5,5,22,2,83,0.6,pitcherSave
2017,76350,김세현,KIA,N,Y,48,50,5.4,1.6,1,5,18,7,65,0.72,pitcherSave
2017,65062,김재윤,KT,N,Y,41,37 1/3,5.78571,1.39,3,5,15,0,41,0.75,pitcherSave
2017,76858,박희수,SK,Y,Y,48,38,6.63158,1.79,2,6,8,9,49,-0.43,pitcherSave
2017,75138,신재웅,SK,Y,Y,32,31,3.19355,1.23,0,1,2,4,23,0.63,pitcherSave
2017,71118,이동현,LG,N,Y,45,50 2/3,4.79605,1.22,3,6,7,5,52,-0.08,pitcherSave
2017,76329,이현승,두산,Y,Y,57,52,3.98077,1.5,3,2,5,9,62,0.78,pitcherSave
2017,60181,김지용,LG,Y,Y,53,53,5.09434,1.38,4,3,3,8,59,-1.07,pitcherSave
2017,67646,박진태,KIA,Y,Y,38,57 2/3,6.55491,1.65,0,1,3,2,76,-0.22,pitcherSave
2017,61895,서진용,SK,N,Y,42,46,3.91304,1.43,2,3,3,3,43,0.82,pitcherSave
2017,60845,문광은,SK,N,Y,46,44 2/3,7.05224,1.59,2,4,2,5,51,-0.25,pitcherSave
2017,78819,백청훈,SK,Y,Y,11,18 2/3,2.41071,1.07,0,0,2,2,15,0.62,pitcherSave
2017,75250,박정배,SK,Y,Y,61,68,3.57353,1.34,5,3,7,16,58,0.94,pitcherSave
2017,66859,김주한,SK,N,Y,63,69 2/3,5.94258,1.64,6,5,5,11,82,-0.27,pitcherWin
2017,66493,임대한,삼성,N,Y,12,14,9.0,2.93,0,0,0,0,26,-0.34,pitcherWhip
2017,73248,김승회,두산,Y,Y,69,69,4.95652,1.49,7,4,0,11,86,0.3,pitcherWin
2017,60636,심동섭,KIA,Y,Y,52,50 2/3,5.68421,1.6800000000000002,2,2,2,11,64,0.32,pitcherSave
2017,76653,박경태,KIA,N,Y,3,4,9.0,2.5,0,0,0,0,7,-0.11,pitcherWhip
2017,64462,안규현,삼성,Y,Y,1,2,9.0,2.5,0,0,0,0,2,-0.03,pitcherWhip
2017,64995,배재환,NC,N,Y,3,8,9.0,2.38,0,1,0,0,13,-0.29,pitcherWhip
2017,66309,김홍빈,넥센,N,Y,3,7 1/3,7.36364,2.18,0,0,0,0,15,-0.03,pitcherWhip
2017,63950,장현식,NC,N,Y,31,134 1/3,5.2928,1.53,9,9,0,0,139,0.56,pitcherInning
2017,63111,류제국,LG,Y,Y,25,131 1/3,5.34518,1.48,8,6,0,0,140,-0.29,pitcherInning
2017,61101,임찬규,LG,N,Y,27,124 1/3,4.63271,1.43,6,10,0,0,133,0.46,pitcherInning
2017,74838,윤희상,SK,Y,Y,23,120,6.0,1.52,6,7,0,0,149,0.85,pitcherInning
2017,60263,이재학,NC,N,Y,28,119,5.67227,1.54,5,7,0,0,142,-0.21,pitcherInning
2017,65933,구창모,NC,N,Y,31,115,5.32174,1.63,7,10,0,0,138,0.42,pitcherInning
2017,65058,정성곤,KT,N,Y,26,107 2/3,8.10836,1.78,3,12,0,0,151,-0.19,pitcherInning
2017,66145,김대현,LG,N,Y,26,94,5.3617,1.35,5,7,0,0,95,-0.56,pitcherInning
2017,62966,최금강,NC,N,Y,39,89 2/3,7.32714,1.62,5,3,0,0,111,-1.29,pitcherInning
2017,67828,김성민,넥센,N,Y,33,87 2/3,4.92776,1.64,4,3,0,1,104,0.91,pitcherInning
2017,76540,배장호,롯데,Y,Y,72,66 1/3,4.34171,1.34,8,1,0,6,70,0.78,pitcherWin
2017,78148,정찬헌,LG,Y,Y,61,61 2/3,5.83784,1.62,8,7,7,3,75,-0.82,pitcherWin
2017,62648,김윤동,KIA,N,Y,65,80 1/3,4.59336,1.46,7,4,11,6,70,0.91,pitcherWin
2017,74167,심수창,한화,Y,Y,48,57,4.73684,1.63,3,1,2,2,71,0.59,pitcherSave
2017,64017,심재민,KT,N,Y,64,74 2/3,5.18304,1.5699999999999998,1,7,0,13,86,0.84,pitcherHold
2017,66305,박승주,넥센,Y,Y,1,3,3.0,1.0,0,0,1,0,0,0.02,pitcherSave
2017,75537,조정훈,롯데,Y,Y,26,23,3.91304,1.3,4,2,0,8,17,0.66,pitcherHold
2017,63959,임정호,NC,N,Y,59,30 1/3,4.45055,1.45,1,0,0,7,30,0.04,pitcherHold
2017,60757,김경태,한화,Y,Y,19,12 2/3,1.42105,1.66,1,0,0,6,12,0.4,pitcherHold
2017,76355,장원삼,삼성,Y,Y,49,67 1/3,5.61386,1.6800000000000002,4,5,0,6,96,0.52,pitcherHold
2017,67246,김명신,두산,N,Y,39,45 1/3,4.36765,1.46,3,1,0,5,54,0.56,pitcherHold
2017,60559,박시영,롯데,N,Y,47,57,6.47368,1.61,2,3,0,5,60,-0.26,pitcherHold
2017,72523,고효준,KIA,N,Y,40,40,4.28,1.65,3,1,0,4,44,0.65,pitcherHold
2017,62637,박지훈,KIA,N,Y,18,14,7.07143,1.79,1,1,0,4,16,-0.13,pitcherHold
2017,72535,이명우,롯데,Y,Y,34,26 2/3,5.7375,1.54,2,0,0,4,34,0.09,pitcherHold
2017,75258,금민철,넥센,N,Y,36,54,6.33333,2.11,4,4,0,3,81,0.28,pitcherHold
2017,79847,김태훈,SK,N,Y,21,41 1/3,6.53226,1.94,2,2,0,3,61,-0.26,pitcherHold
2017,79191,배우열,KT,Y,Y,26,34 1/3,8.65049,1.95,0,2,0,3,58,-0.29,pitcherHold
2017,66451,최충연,삼성,N,Y,42,84,7.60714,1.88,3,8,0,3,110,-0.39,pitcherKk
2017,99445,권오준,삼성,Y,Y,45,56,5.14286,1.27,1,2,0,1,57,0.42,pitcherGameCount
2017,66492,김승현,삼성,N,Y,41,43 2/3,5.77099,1.95,0,3,0,0,51,-0.21,pitcherGameCount
2017,62868,임치영,SK,N,Y,1,1,9.0,3.0,0,0,0,0,3,0.0,pitcherWhip
2017,64596,김유영,롯데,N,Y,40,48 2/3,4.43836,1.58,0,0,0,2,52,0.75,pitcherGameCount
2017,65056,엄상백,KT,N,Y,52,52,4.15385,1.35,1,3,0,8,48,0.83,pitcherHold
2017,73226,김성배,두산,Y,Y,45,44,5.31818,1.27,2,1,1,4,47,-0.15,pitcherSave
2017,77318,장시환,롯데,N,Y,53,51 1/3,4.38312,1.54,4,4,0,10,48,0.76,pitcherHold
2017,72862,윤길현,롯데,N,Y,40,39 1/3,6.40678,1.58,1,4,0,13,46,0.3,pitcherHold
2017,99737,박정진,한화,Y,Y,55,48,3.9375,1.29,3,2,1,7,38,0.38,pitcherSave
2017,73801,송은범,한화,N,Y,13,37 1/3,6.50893,1.82,0,4,1,0,45,-0.13,pitcherSave
2017,74359,오주원,넥센,Y,Y,57,73 2/3,4.76471,1.51,2,7,1,18,96,0.94,pitcherSave
2017,61456,윤영삼,넥센,N,Y,28,49 2/3,5.61745,1.69,1,4,1,0,67,0.4,pitcherSave
2017,61329,윤지웅,LG,Y,Y,34,35,3.85714,1.4,1,1,1,3,39,-0.11,pitcherSave
2017,77452,이동걸,한화,Y,Y,24,36 2/3,4.17273,1.12,0,0,1,2,36,0.35,pitcherSave
2017,60634,임기준,KIA,N,Y,15,22,3.27273,1.82,0,1,1,2,25,0.49,pitcherSave
2017,73632,임준혁,SK,Y,Y,43,45 1/3,4.56618,1.83,0,0,1,2,54,0.16,pitcherSave
2017,65060,주권,KT,N,Y,39,81 2/3,6.61224,1.62,5,6,1,3,101,0.13,pitcherSave
2017,76650,진해수,LG,Y,Y,75,52 2/3,3.93038,1.27,3,3,1,24,52,0.44,pitcherSave
2017,79140,최동환,LG,N,Y,35,38,5.68421,1.42,1,2,1,5,39,-0.92,pitcherSave
2017,62146,최성훈,LG,N,Y,32,22,4.09091,1.64,0,0,1,3,25,-0.13,pitcherSave
2017,61666,한승혁,KIA,N,Y,36,39,7.15385,1.77,1,1,1,3,46,-0.17,pitcherSave
2017,67591,강동호,롯데,N,Y,27,41 1/3,4.79032,1.43,2,1,0,0,43,0.2,pitcherSave
2017,78552,강승현,한화,N,Y,31,38 1/3,5.86957,1.49,0,1,0,1,42,0.19,pitcherSave
2017,76118,원종현,NC,N,Y,68,80,4.3875,1.31,3,6,0,22,86,0.91,pitcherHold
2017,74731,송창식,한화,Y,Y,63,73 1/3,6.62727,1.5,5,6,0,15,77,-0.5,pitcherHold
2017,72447,권혁,한화,Y,Y,37,31 1/3,6.31915,1.53,1,3,0,11,39,-0.25,pitcherHold
2017,66201,고봉재,두산,N,Y,1,1,0.0,3.0,0,0,0,0,2,0.02,pitcherWhip
2017,79440,정인욱,삼성,N,Y,9,32,9.84375,1.88,1,4,0,0,46,-0.38,pitcherEra
2017,60337,김대유,SK,N,Y,6,4 2/3,9.64286,2.14,0,0,0,0,8,-0.12,pitcherEra
2017,61240,니퍼트,두산,Y,Y,30,179 2/3,4.05751,1.4,14,8,0,0,175,2.68,pitcherWar
2017,60841,박종훈,SK,N,Y,29,151 1/3,4.10352,1.36,12,7,0,1,145,2.67,pitcherWar
2017,67748,오간도,한화,N,Y,19,110,3.92727,1.32,10,5,0,0,115,2.55,pitcherWar
2017,67815,다이아몬드,SK,N,Y,24,134 1/3,4.42184,1.47,10,7,0,0,163,2.49,pitcherWar
2017,67948,맨쉽,NC,N,Y,21,112 2/3,3.67456,1.29,12,4,0,0,112,2.47,pitcherWar
2017,67033,로치,KT,N,Y,28,165,4.69091,1.58,4,15,0,0,200,2.41,pitcherWar
2017,67742,비야누에바,한화,N,Y,20,112,4.17857,1.17,5,7,0,0,108,2.23,pitcherWar
2017,76455,차우찬,LG,Y,Y,28,175 2/3,3.43264,1.19,10,7,0,0,171,2.75,pitcherWar
2017,65543,린드블럼,롯데,Y,Y,12,72 2/3,3.7156,1.16,5,3,0,0,66,2.2,pitcherWar
2017,79229,유희관,두산,Y,Y,30,188 2/3,4.5318,1.43,11,6,0,1,228,2.17,pitcherWar
2017,62937,신재영,넥센,Y,Y,34,125,4.536,1.3,6,7,1,2,137,2.14,pitcherWar
2017,77446,백정현,삼성,N,Y,35,100 2/3,4.38079,1.45,8,4,0,3,110,2.05,pitcherWar
2017,62363,한현희,넥센,N,Y,38,106 2/3,4.47187,1.14,5,6,5,5,105,1.69,pitcherWar
2017,63512,박진형,롯데,N,Y,45,88,5.11364,1.53,4,4,2,10,88,1.59,pitcherWar
2017,77563,이상화,KT,N,Y,70,66,3.95455,1.27,4,3,6,4,68,1.55,pitcherWar
2017,70425,배영수,한화,Y,Y,25,128,5.0625,1.44,7,8,0,0,155,1.5,pitcherWar
2017,74857,정우람,한화,Y,Y,56,59,2.74576,1.12,6,4,26,0,47,2.2,pitcherWar
2017,67313,브리검,넥센,N,Y,24,144,4.38,1.33,10,6,0,0,166,3.02,pitcherWar
2017,63248,함덕주,두산,N,Y,35,137 1/3,3.6699,1.4,9,8,0,2,128,3.04,pitcherWar
2017,77591,송승준,롯데,Y,Y,30,130 1/3,4.21228,1.33,11,5,0,1,132,3.04,pitcherWar
2017,61396,박정준,넥센,Y,Y,4,4 2/3,9.64286,1.5,0,0,0,0,6,-0.08,pitcherEra
2017,65856,켈리,SK,N,Y,30,190,3.6,1.31,16,7,0,0,204,5.36,pitcherWar
2017,77637,양현종,KIA,N,Y,31,193 1/3,3.44483,1.31,20,6,0,0,209,5.2,pitcherWar
2017,65546,레일리,롯데,N,Y,30,187 1/3,3.79537,1.3,13,7,0,0,199,5.19,pitcherWar
2017,65331,피어밴드,KT,N,Y,26,160,3.0375,1.15,8,10,0,0,153,4.8,pitcherWar
2017,64021,박세웅,롯데,N,Y,28,171 1/3,3.67704,1.32,12,6,0,0,170,4.49,pitcherWar
2017,74513,장원준,두산,Y,Y,29,180 1/3,3.14418,1.24,14,9,0,0,172,4.37,pitcherWar
2017,66138,허프,LG,N,Y,19,124 2/3,2.38235,0.91,6,4,0,0,100,3.88,pitcherWar
2017,74454,윤성환,삼성,N,Y,28,174 1/3,4.28489,1.25,12,9,0,0,181,3.87,pitcherWar
2017,67645,팻딘,KIA,N,Y,30,176,4.14205,1.42,9,7,0,0,211,3.8,pitcherWar
2017,62322,밴헤켄,넥센,N,Y,24,138 1/3,3.77349,1.32,8,7,0,0,140,3.75,pitcherWar
2017,63938,해커,NC,N,Y,26,160 1/3,3.42412,1.17,12,7,0,0,159,3.75,pitcherWar
2017,65320,최원태,넥센,N,Y,25,149 1/3,4.45982,1.31,11,7,0,0,161,3.4,pitcherWar
2017,64001,고영표,KT,N,Y,25,141 2/3,5.08235,1.31,8,12,0,1,170,3.27,pitcherWar
2017,75321,손승락,롯데,Y,Y,61,62,2.17742,1.13,1,3,37,0,59,3.22,pitcherWar
2017,62698,소사,LG,N,Y,30,185 1/3,3.88489,1.22,11,11,1,0,189,3.2,pitcherWar
2017,62754,임기영,KIA,N,Y,23,118 1/3,3.6507,1.32,8,6,0,0,138,3.08,pitcherWar
2017,75867,김진성,NC,N,Y,69,89 2/3,3.61338,1.1,10,6,0,15,72,1.45,pitcherWar
2017,77927,장필준,삼성,N,Y,56,67 1/3,4.67822,1.6,4,8,21,3,82,1.39,pitcherWar
2017,66643,헥터,KIA,N,Y,30,201 2/3,3.48099,1.32,20,5,0,0,221,5.57,pitcherWar
2017,61411,심창민,삼성,N,Y,66,75 1/3,4.18142,1.31,4,7,6,16,55,1.37,pitcherWar
2017,60848,최원재,KT,Y,Y,4,2,13.5,3.5,1,0,0,0,6,-0.08,pitcherEra
2017,65042,홍성무,KT,N,Y,7,6 1/3,12.7895,2.68,0,1,0,0,11,-0.21,pitcherEra
2017,60339,김건태,넥센,Y,Y,5,6,12.0,2.5,1,0,0,0,13,-0.14,pitcherEra
2017,66801,김찬호,SK,N,Y,5,5 1/3,11.8125,2.81,0,0,0,0,10,-0.11,pitcherEra
2017,70142,김광수,KIA,Y,Y,19,20 2/3,11.7581,2.03,1,0,0,0,39,-0.77,pitcherEra
2017,66660,남하준,KIA,N,Y,9,7 2/3,11.7391,3.26,0,0,0,0,16,-0.19,pitcherEra
2017,67360,오윤성,넥센,N,Y,6,7 2/3,11.7391,2.35,0,1,0,0,9,-0.17,pitcherEra
2017,63749,이충호,한화,N,Y,21,11 1/3,13.5,2.91,1,1,0,1,21,-0.64,pitcherEra
2017,73211,노경은,롯데,N,Y,9,14 2/3,11.6591,2.25,0,2,0,0,25,-0.58,pitcherEra
2017,76639,손영민,KIA,N,Y,15,13 1/3,10.8,2.17,0,1,0,4,26,-0.49,pitcherEra
2017,79349,고원준,두산,N,Y,5,9 1/3,10.6071,2.68,0,1,0,0,17,-0.23,pitcherEra
2017,72749,마정길,넥센,Y,Y,7,10 1/3,10.4516,1.74,0,0,0,0,14,-0.23,pitcherEra
2017,67737,김진영,한화,N,Y,3,2 2/3,10.125,2.63,0,0,0,0,5,-0.03,pitcherEra
2017,64464,이수민,삼성,N,Y,1,2 2/3,10.125,1.88,0,0,0,0,4,-0.07,pitcherEra
2017,62056,정영일,SK,N,Y,9,8,10.125,2.25,0,0,0,0,12,-0.45,pitcherEra
2017,62528,김원중,롯데,N,Y,24,107 1/3,5.70186,1.73,7,8,0,0,130,1.38,pitcherWar
2017,66659,정동현,KIA,N,Y,1,2 1/3,11.5714,3.0,0,1,0,0,5,-0.08,pitcherEra
2017,61215,안규영,두산,N,Y,5,5 1/3,13.5,2.81,0,0,0,0,7,-0.18,pitcherEra
2017,60105,배민관,LG,N,Y,4,3 2/3,9.81818,2.73,0,0,0,0,6,-0.17,pitcherEra
2017,65764,김민우,한화,N,Y,4,7 1/3,17.1818,3.55,0,0,0,0,20,-0.43,pitcherEra
2017,76430,김태혁,넥센,N,Y,60,61 1/3,3.81522,1.32,0,7,15,9,59,1.31,pitcherWar
2017,73117,우규민,삼성,N,Y,27,133,5.21053,1.38,7,10,0,0,161,1.31,pitcherWar
2017,73750,윤규진,한화,Y,Y,36,119,5.21849,1.53,8,7,0,2,138,1.3,pitcherWar
2017,95657,임창용,KIA,Y,Y,51,50,3.78,1.46,8,6,7,9,51,1.29,pitcherWar
2017,77263,김강률,두산,N,Y,70,89,3.4382,1.36,7,2,7,12,89,1.26,pitcherWar
2017,67312,오설리반,넥센,N,Y,3,8,15.75,2.38,0,2,0,0,17,-0.31,pitcherEra
2017,66741,김재영,한화,N,Y,20,85 1/3,4.53516,1.41,5,7,0,0,101,1.16,pitcherWar
2017,67435,페트릭,삼성,N,Y,25,134,6.1791,1.69,3,10,0,0,174,1.16,pitcherWar
2017,62869,문승원,SK,N,Y,29,155 1/3,5.33047,1.51,6,12,0,0,181,1.2,pitcherWar
2017,62696,김종훈,KIA,N,Y,1,1,36.0,6.0,0,0,0,0,4,-0.11,pitcherEra
2017,65348,박주현,넥센,N,Y,2,2 1/3,34.7143,5.14,0,0,0,0,9,-0.35,pitcherEra
2017,64861,이건욱,SK,N,Y,2,1 1/3,33.75,5.25,0,0,0,0,4,-0.17,pitcherEra
2017,72321,배힘찬,KIA,N,Y,2,3 1/3,29.7,3.6,0,1,0,0,12,-0.34,pitcherEra
2017,77253,이용호,두산,N,Y,1,0 1/3,27.0,12.0,0,0,0,0,2,-0.03,pitcherEra
2017,60441,임진우,두산,N,Y,1,1,27.0,5.0,0,0,0,0,4,-0.08,pitcherEra
2017,63104,조근종,KT,N,Y,1,2,22.5,3.5,0,0,0,0,6,-0.1,pitcherEra
2017,97336,최영필,KIA,Y,Y,2,1 1/3,20.25,3.75,0,0,0,0,5,-0.08,pitcherEra
2017,78352,임창민,NC,Y,Y,60,66,3.68182,1.26,4,3,29,0,60,1.04,pitcherWar
2018,75342,이보근,넥센,N,Y,64,61,4.27869,1.31,7,6,0,24,66,0.88,pitcherWin
2018,79764,장민재,한화,N,Y,34,59 2/3,4.67598,1.42,6,2,0,1,62,0.75,pitcherWin
2018,78148,정찬헌,LG,Y,Y,66,65,4.84615,1.54,5,3,27,0,76,-0.03,pitcherSave
2018,76430,김태혁,넥센,N,Y,58,55 2/3,5.17365,1.37,2,3,18,14,53,0.83,pitcherSave
2018,75138,신재웅,SK,Y,Y,54,52,2.76923,1.48,2,3,16,6,49,0.89,pitcherSave
