ranking,playerId,playerName,playerImageUrl,weight,height,backNumber,isRetire,isPlayer,osId,profile,enable,teamId,teamName,teamShortName,teamImageUrl,seasonId,year,upperCategoryId,categoryId,league,division,hitterHra,hitterRbi,hitterRun,hitterHr,hitterHit,hitterH2,hitterH3,hitterGameCount,hitterAb,hitterSb,hitterCs,hitterBb,hitterHp,hitterKk,hitterGd,hitterObp,hitterSlg,hitterOps,hitterIsop,hitterBabip,hitterWoba,hitterWrcPlus,hitterWpa,hitterWar,isQualified,isKoreanPlayer,collect_year,sort_source
49.0,73213,손시헌,https://sports-phinf.pstatic.net/player/kbo/default/73213.png,73,172,13,N,Y,96768.0,"{""name"":""손시헌"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/a4d4312a-0c28-4fd2-a395-e16fe7c14a12.png"",""teamName"":""두산 베어스"",""teamCode"":""OB"",""position"":"""",""backNumber"":""73"",""retire"":null,""job"":[""야구코치"",""전 야구감독""],""viewName"":"""",""keyword"":""손시헌"",""os"":96768}",Y,NC,NC,NC,https://sports-phinf.pstatic.net/team/kbo/default/NC.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2454545454545454,58,56,13,108,24,2,140,440,3,,36,14,66,,0.319,0.398,0.717,0.153,0.26,0.318,0.0,-1.057,0.0,True,False,2015,hitterOps
48.0,73339,이종욱,https://sports-phinf.pstatic.net/player/kbo/default/73339.png,78,176,39,Y,Y,96900.0,"{""name"":""이종욱"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/3913fd45-94c2-40b2-a42e-e16ece7d5017.png"",""teamName"":""삼성 라이온즈"",""teamCode"":""SS"",""position"":"""",""backNumber"":""93"",""retire"":null,""job"":[""야구코치"",""전 야구선수""],""viewName"":"""",""keyword"":""이종욱"",""os"":96900}",Y,NC,NC,NC,https://sports-phinf.pstatic.net/team/kbo/default/NC.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2681818181818182,52,63,5,118,25,2,125,440,17,,54,3,78,,0.35,0.368,0.718,0.0999999999999999,0.314,0.321,0.0,0.806,0.0,True,False,2015,hitterOps
47.0,62415,박해민,https://sports-phinf.pstatic.net/player/kbo/default/62415.png,75,180,17,N,Y,262881.0,"{""name"":""박해민"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/ff85524d-c67f-4f50-8e86-8d46474145e3.png"",""teamName"":""LG 트윈스"",""teamCode"":""LG"",""position"":""외야수"",""backNumber"":""17"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""박해민"",""os"":262881}",Y,SS,삼성,삼성,https://sports-phinf.pstatic.net/team/kbo/default/SS.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2933333333333333,47,96,0,154,22,7,144,525,60,,56,2,126,,0.362,0.362,0.724,0.069,0.384,0.322,0.0,0.848,0.0,True,False,2015,hitterOps
46.0,73153,이대형,https://sports-phinf.pstatic.net/player/kbo/default/73153.png,78,184,53,Y,Y,96932.0,"{""name"":""이대형"",""image"":""https://ssl.pstatic.net/sstatic/people/portrait/202205/20220526175717771.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":""Lee Dae Hyung"",""keyword"":""이대형"",""os"":96932}",Y,KT,KT,KT,https://sports-phinf.pstatic.net/team/kbo/default/KT.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3021978021978022,37,86,0,165,23,3,140,546,44,,53,6,92,,0.37,0.355,0.725,0.0529999999999999,0.363,0.335,0.0,1.125,0.0,True,False,2015,hitterOps
45.0,79231,정수빈,https://sports-phinf.pstatic.net/player/kbo/default/79231.png,70,175,31,N,Y,163791.0,"{""name"":""정수빈"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/4c143653-9650-4983-821e-469cc0420b29.png"",""teamName"":""두산 베어스"",""teamCode"":""OB"",""position"":""외야수"",""backNumber"":""31"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""정수빈"",""os"":163791}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2953156822810591,59,79,2,145,27,7,128,491,15,,43,11,70,,0.361,0.391,0.752,0.096,0.336,0.333,0.0,-0.263,0.0,True,False,2015,hitterOps
44.0,79240,허경민,https://sports-phinf.pstatic.net/player/kbo/default/79240.png,69,176,13,N,Y,163170.0,"{""name"":""허경민"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/74e4e6e8-ad7a-40cb-af35-0713779f9894.png"",""teamName"":""kt wiz"",""teamCode"":""KT"",""position"":""내야수"",""backNumber"":""13"",""retire"":null,""job"":[""야구선수""],""viewName"":""Kyoung Min Hur"",""keyword"":""허경민"",""os"":163170}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3168316831683168,41,64,1,128,20,2,117,404,8,,31,7,42,,0.373,0.384,0.757,0.067,0.349,0.342,0.0,-0.202,0.0,True,False,2015,hitterOps
43.0,77454,김종호,https://sports-phinf.pstatic.net/player/kbo/default/77454.png,82,183,9,Y,Y,129040.0,"{""name"":""김종호"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/dcc31290-cd16-463a-a49f-a1c585f913bd.png"",""teamName"":""NC 다이노스"",""teamCode"":""NC"",""position"":"""",""backNumber"":""73"",""retire"":null,""job"":[""야구코치"",""전 야구선수""],""viewName"":""金宗鎬"",""keyword"":""김종호"",""os"":129040}",Y,NC,NC,NC,https://sports-phinf.pstatic.net/team/kbo/default/NC.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.294811320754717,36,90,4,125,16,7,133,424,41,,44,4,65,,0.364,0.394,0.758,0.099,0.338,0.345,0.0,0.045,0.0,True,False,2015,hitterOps
40.0,76849,이명기,https://sports-phinf.pstatic.net/player/kbo/default/76849.png,87,183,14,Y,Y,123911.0,"{""name"":""이명기"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/c573f39d-a41d-4efe-964e-3e8f10bfca91.png"",""teamName"":""SSG 랜더스"",""teamCode"":""SK"",""position"":"""",""backNumber"":""77"",""retire"":null,""job"":[""야구코치"",""전 야구선수""],""viewName"":""Myung Ki Lee"",""keyword"":""이명기"",""os"":123911}",Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3147792706333973,35,88,3,164,30,2,137,521,22,,35,11,86,,0.368,0.397,0.765,0.082,0.369,0.352,0.0,-0.809,0.0,True,False,2015,hitterOps
24.0,76313,황재균,https://sports-phinf.pstatic.net/player/kbo/default/76313.png,96,183,10,Y,Y,124123.0,"{""name"":""황재균"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/970f93d0-b2e4-4959-8350-f0fd8a34ea8e.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""황재균"",""os"":124123}",Y,LT,롯데,롯데,https://sports-phinf.pstatic.net/team/kbo/default/LT.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2902621722846442,97,95,26,155,41,2,144,534,11,,48,4,122,,0.35,0.521,0.871,0.231,0.329,0.376,0.0,-0.139,0.0,True,False,2015,hitterOps
25.0,75808,정근우,https://sports-phinf.pstatic.net/player/kbo/default/75808.png,80,172,8,Y,Y,123823.0,"{""name"":""정근우"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/20678858-5949-4659-a1f4-981713c3dbdc.jpg"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구코치"",""전 야구선수""],""viewName"":"""",""keyword"":""정근우"",""os"":123823}",Y,HH,한화,한화,https://sports-phinf.pstatic.net/team/kbo/default/HH.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3162393162393162,66,99,12,148,30,2,126,468,21,,61,8,66,,0.403,0.466,0.869,0.15,0.347,0.383,0.0,3.085,0.0,True,False,2015,hitterOps
26.0,65823,브라운,https://sports-phinf.pstatic.net/player/kbo/default/65823.png,90,182,23,N,Y,,,Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2607758620689655,76,82,28,121,21,2,137,464,5,,66,7,127,,0.36,0.496,0.856,0.235,0.299,0.376,0.0,2.081,0.0,True,False,2015,hitterOps
27.0,64300,김하성,https://sports-phinf.pstatic.net/player/kbo/default/64300.png,78,179,7,N,Y,643286.0,"{""name"":""김하성"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/07e93404-fdb1-4326-ace1-d7db0b240fd6.png"",""teamName"":""애틀랜타 브레이브스"",""teamCode"":""AT"",""position"":""유격수"",""backNumber"":"""",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""김하성"",""os"":643286}",Y,WO,넥센,넥센,https://sports-phinf.pstatic.net/team/kbo/default/WO.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2896281800391389,73,89,19,148,35,5,140,511,22,,56,5,115,,0.362,0.489,0.851,0.199,0.337,0.37,0.0,-0.434,0.0,True,False,2015,hitterOps
27.0,74163,이용규,https://sports-phinf.pstatic.net/player/kbo/default/74163.png,74,170,15,N,Y,98874.0,"{""name"":""이용규"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/557a1776-8798-4442-9a2b-02b273f055b3.png"",""teamName"":""키움 히어로즈"",""teamCode"":""WO"",""position"":""외야수"",""backNumber"":""15"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""이용규"",""os"":98874}",Y,HH,한화,한화,https://sports-phinf.pstatic.net/team/kbo/default/HH.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3407707910750507,42,94,4,168,15,7,124,493,28,,68,9,45,,0.427,0.424,0.851,0.0829999999999999,0.366,0.389,0.0,1.906,0.0,True,False,2015,hitterOps
30.0,74846,박정권,https://sports-phinf.pstatic.net/player/kbo/default/74846.png,96,187,36,Y,Y,98878.0,"{""name"":""박정권"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/1d0f430d-c872-4e20-a61c-9ddf57bf2372.png"",""teamName"":""SSG 랜더스"",""teamCode"":""SK"",""position"":"""",""backNumber"":""76"",""retire"":null,""job"":[""야구감독"",""전 야구선수""],""viewName"":"""",""keyword"":""박정권"",""os"":98878}",Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2808219178082192,70,66,21,123,23,0,124,438,3,,46,4,119,,0.353,0.477,0.83,0.1959999999999999,0.34,0.359,0.0,-1.388,0.0,True,False,2015,hitterOps
,65052,댄블랙,https://sports-phinf.pstatic.net/player/kbo/default/65052.png,116,193,52,N,Y,,,Y,KT,KT,KT,https://sports-phinf.pstatic.net/team/kbo/default/KT.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3333333333333333,32,25,12,66,10,1,54,198,0,,25,2,52,,0.413,0.576,0.989,0.2429999999999999,0.403,0.426,0.0,1.727,0.0,False,False,2015,hitterHr
32.0,62907,박민우,https://sports-phinf.pstatic.net/player/kbo/default/62907.png,80,185,2,N,Y,242788.0,"{""name"":""박민우"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/7c89b938-6eed-47f4-a870-43859b866c0e.png"",""teamName"":""NC 다이노스"",""teamCode"":""NC"",""position"":""내야수"",""backNumber"":""2"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""박민우"",""os"":242788}",Y,NC,NC,NC,https://sports-phinf.pstatic.net/team/kbo/default/NC.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3038461538461538,47,111,3,158,31,6,141,520,46,,73,14,108,,0.399,0.404,0.803,0.1,0.373,0.369,0.0,1.497,0.0,True,False,2015,hitterOps
34.0,79109,오지환,https://sports-phinf.pstatic.net/player/kbo/default/79109.png,80,185,10,N,Y,154611.0,"{""name"":""오지환"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/0e763cc6-b537-4a02-95c6-cac752cf81c9.png"",""teamName"":""LG 트윈스"",""teamCode"":""LG"",""position"":""내야수"",""backNumber"":""10"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""오지환"",""os"":154611}",Y,LG,LG,LG,https://sports-phinf.pstatic.net/team/kbo/default/LG.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2776659959758551,56,76,11,138,41,4,138,497,25,,59,4,121,,0.357,0.443,0.8,0.1649999999999999,0.345,0.359,0.0,1.495,0.0,True,False,2015,hitterOps
35.0,76249,민병헌,https://sports-phinf.pstatic.net/player/kbo/default/76249.png,87,178,3,Y,Y,124565.0,"{""name"":""민병헌"",""image"":""https://ssl.pstatic.net/sstatic/people/20/202103301953179611.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""민병헌"",""os"":124565}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3034623217922607,75,80,12,149,20,2,129,491,7,,50,8,74,,0.373,0.426,0.799,0.123,0.333,0.354,0.0,1.6720000000000002,0.0,True,False,2015,hitterOps
36.0,76812,이재원,https://sports-phinf.pstatic.net/player/kbo/default/76812.png,98,185,20,N,Y,120504.0,"{""name"":""이재원"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/f715064c-e54f-4b2e-bb2d-c241e74a5da5.png"",""teamName"":""한화 이글스"",""teamCode"":""HH"",""position"":""포수"",""backNumber"":""20"",""retire"":null,""job"":[""야구선수"",""야구코치""],""viewName"":"""",""keyword"":""이재원"",""os"":120504}",Y,SK,SK,SK,https://sports-phinf.pstatic.net/team/kbo/default/SK.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2822085889570552,100,58,17,138,18,1,140,489,1,,54,11,85,,0.363,0.427,0.79,0.145,0.309,0.354,0.0,0.075,0.0,True,False,2015,hitterOps
37.0,74206,김재호,https://sports-phinf.pstatic.net/player/kbo/default/74206.png,75,181,0,Y,Y,98831.0,"{""name"":""김재호"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/69d74582-5775-4723-977f-c3ca64bb9743.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""김재호"",""os"":98831}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3073170731707317,50,63,3,126,24,3,133,410,7,,54,3,42,,0.386,0.402,0.788,0.095,0.331,0.346,0.0,-0.737,0.0,True,False,2015,hitterOps
38.0,77248,오재원,https://sports-phinf.pstatic.net/player/kbo/default/77248.png,75,185,24,Y,Y,145559.0,"{""name"":""오재원"",""image"":""https://ssl.pstatic.net/sstatic/people/portrait/202303/20230308115951507.gif"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수"",""모델""],""viewName"":""Oh Jae Won"",""keyword"":""오재원"",""os"":145559}",Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2798053527980535,59,60,11,115,20,2,120,411,31,,47,4,94,,0.356,0.418,0.774,0.1379999999999999,0.335,0.352,0.0,-0.043,0.0,True,False,2015,hitterOps
39.0,78548,장성우,https://sports-phinf.pstatic.net/player/kbo/default/78548.png,100,187,22,N,Y,144418.0,"{""name"":""장성우"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/c2bf8e2e-cc37-45a1-b34f-153e1b140258.png"",""teamName"":""kt wiz"",""teamCode"":""KT"",""position"":""포수"",""backNumber"":""22"",""retire"":null,""job"":[""야구선수""],""viewName"":"""",""keyword"":""장성우"",""os"":144418}",Y,KT,KT,KT,https://sports-phinf.pstatic.net/team/kbo/default/KT.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2840646651270208,77,55,13,123,20,1,133,433,1,,46,0,85,,0.346,0.425,0.771,0.141,0.32,0.345,0.0,1.735,0.0,True,False,2015,hitterOps
33.0,60523,정훈,https://sports-phinf.pstatic.net/player/kbo/default/60523.png,85,180,9,Y,Y,124117.0,"{""name"":""정훈"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/ea19d48f-e97f-47ab-b3c2-dc0aa21bb013.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":"""",""keyword"":""정훈"",""os"":124117}",Y,LT,롯데,롯데,https://sports-phinf.pstatic.net/team/kbo/default/LT.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3004115226337449,62,85,9,146,27,2,135,486,16,,52,14,102,,0.382,0.42,0.802,0.12,0.362,0.357,0.0,-1.338,0.0,True,False,2015,hitterOps
23.0,72133,박용택,https://sports-phinf.pstatic.net/player/kbo/default/72133.png,90,185,33,Y,Y,96921.0,"{""name"":""박용택"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/b07023e2-8f0a-43a8-8afe-dbf7a4a1209f.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""전 야구선수""],""viewName"":""Yong Taik Park"",""keyword"":""박용택"",""os"":96921}",Y,LG,LG,LG,https://sports-phinf.pstatic.net/team/kbo/default/LG.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.3264887063655031,83,66,18,159,28,2,128,487,11,,34,4,73,,0.37,0.503,0.873,0.177,0.35,0.382,0.0,1.027,0.0,True,False,2015,hitterOps
,65233,로메로,https://sports-phinf.pstatic.net/player/kbo/default/65233.png,102,188,3,N,Y,,,Y,OB,두산,두산,https://sports-phinf.pstatic.net/team/kbo/default/OB.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2528301886792453,50,30,12,67,16,0,76,265,2,,29,4,48,,0.328,0.449,0.777,0.196,0.259,0.343,0.0,-1.585,0.0,False,False,2015,hitterHr
,63634,이홍구,https://sports-phinf.pstatic.net/player/kbo/default/63634.png,95,180,35,N,Y,481921.0,"{""name"":""이홍구"",""image"":""https://ssl.pstatic.net/sstatic/people/3/202103261921339301.png"",""teamName"":null,""teamCode"":null,""position"":null,""backNumber"":null,""retire"":""Y"",""job"":[""야구선수""],""viewName"":"""",""keyword"":""이홍구"",""os"":481921}",Y,HT,KIA,KIA,https://sports-phinf.pstatic.net/team/kbo/default/HT.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2162162162162162,39,25,12,48,10,1,112,222,1,,12,7,64,,0.278,0.432,0.71,0.216,0.247,0.298,0.0,-0.298,0.0,False,False,2015,hitterHr
,99810,이진영,https://sports-phinf.pstatic.net/player/kbo/default/99810.png,90,185,35,Y,Y,96954.0,"{""name"":""이진영"",""image"":""https://ssl.pstatic.net/sstatic/people/profileImg/t/2546bc0f-d3c8-4b1a-ac0a-c9c952809282.png"",""teamName"":""두산 베어스"",""teamCode"":""OB"",""position"":"""",""backNumber"":""75"",""retire"":null,""job"":[""야구코치"",""전 야구선수""],""viewName"":"""",""keyword"":""이진영"",""os"":96954}",Y,LG,LG,LG,https://sports-phinf.pstatic.net/team/kbo/default/LG.png?type=f92_88,2015,2015,kbaseball,kbo,,,0.2558139534883721,39,32,9,77,5,1,103,301,2,,42,3,55,,0.351,0.369,0.72,0.1129999999999999,0.285,0.323,0.0,-0.006,0.0,False,False,2015,hitterBb
