player_name,fa_year,age_at_fa,position,games_3yr_avg,ab_3yr_avg,avg_3yr_avg,obp_3yr_avg,slg_3yr_avg,ops_3yr_avg,isop_3yr_avg,babip_3yr_avg,woba_3yr_avg,wrc_plus_3yr_avg,hr_3yr_avg,rbi_3yr_avg,run_3yr_avg,hit_3yr_avg,double_3yr_avg,triple_3yr_avg,bb_3yr_avg,hp_3yr_avg,kk_3yr_avg,sb_3yr_avg,cs_3yr_avg,gd_3yr_avg,wpa_3yr_avg,war_3yr_avg,war_3yr_sum,war_last_year,ops_last_year,wrc_plus_last_year,contract_years,total_contract_amount,annual_avg_salary,team,mvp_count,golden_glove_count,allstar_count,national_team,postseason_experience,star_score
김선빈,2020,31,2B,128.33333333333334,431.3333333333333,0.3188124641677377,0.3846666666666666,0.407,0.7916666666666666,0.0879999999999999,0.3376666666666667,0.3606666666666667,111.43333333333334,4.0,51.0,70.66666666666667,138.66666666666666,24.333333333333332,1.0,43.333333333333336,5.0,36.0,4.333333333333333,,,0.2173333333333333,2.963333333333334,8.89,2.69,0.731,116.0,4,40.0,10.0,KIA,0,2,5,1,1,14
유한준,2020,39,OF,131.0,458.0,0.3205894312393799,0.3863333333333333,0.4706666666666667,0.8570000000000001,0.15,0.338,0.3816666666666666,112.06666666666668,15.666666666666666,79.0,57.333333333333336,146.66666666666666,19.666666666666668,0.6666666666666666,48.0,2.6666666666666665,57.666666666666664,1.3333333333333333,,,1.5296666666666667,3.283333333333333,9.85,4.43,0.826,125.4,2,20.0,10.0,KT,0,0,3,0,1,4
김강민,2020,38,OF,98.33333333333331,280.0,0.2621979184976654,0.33,0.415,0.745,0.1526666666666666,0.3173333333333334,0.3306666666666666,87.03333333333335,9.0,38.0,41.666666666666664,74.66666666666667,11.0,1.0,22.666666666666668,4.666666666666667,70.0,11.666666666666666,,,-0.8086666666666668,1.0733333333333333,3.22,1.73,0.694,79.2,2,10.0,5.0,SK,0,2,6,1,1,15
오지환,2020,30,SS,128.33333333333334,446.6666666666667,0.2672380864884117,0.3516666666666666,0.3936666666666666,0.7453333333333334,0.1263333333333333,0.3456666666666666,0.341,121.5,9.333333333333334,54.333333333333336,67.66666666666667,119.33333333333331,20.666666666666668,3.6666666666666665,53.666666666666664,6.333333333333333,121.33333333333331,15.666666666666666,,,-0.5223333333333333,2.5233333333333334,7.57,3.98,0.717,128.9,4,40.0,10.0,LG,0,2,5,1,1,14
오재원,2020,35,2B,129.5,403.5,0.274711676013723,0.3505,0.408,0.7585,0.1329999999999999,0.3419999999999999,0.3385,105.45,11.0,60.5,60.5,113.5,20.0,1.0,44.0,2.0,102.0,11.0,,,0.916,2.03,4.06,,,,3,19.0,6.33,두산,0,0,3,0,1,4
박석민,2020,35,3B,105.33333333333331,332.3333333333333,0.2552992514606047,0.3739999999999999,0.4523333333333333,0.8263333333333334,0.1966666666666666,0.2896666666666667,0.3703333333333333,121.36666666666667,16.333333333333332,61.666666666666664,44.0,85.0,15.333333333333334,0.6666666666666666,51.333333333333336,13.333333333333334,80.33333333333333,1.0,,,-0.307,1.9633333333333336,5.890000000000001,3.22,0.871,144.2,3,34.0,11.33,NC,0,2,7,1,1,16
김성현,2021,31,IF,137.33333333333334,394.6666666666667,0.2649081110711477,0.3246666666666666,0.326,0.6506666666666666,0.0613333333333332,0.285,0.3023333333333333,72.86666666666666,2.3333333333333335,38.0,43.333333333333336,104.33333333333331,14.666666666666666,1.3333333333333333,30.666666666666668,5.333333333333333,37.333333333333336,4.333333333333333,,,-2.421666666666667,0.56,1.6800000000000002,0.89,0.657,71.9,3,11.0,3.67,SK,0,1,4,1,1,10
김용의,2021,33,OF,109.66666666666669,136.0,0.2406700229721205,0.3036666666666667,0.2936666666666667,0.5973333333333333,0.0529999999999999,0.2956666666666667,0.2776666666666667,72.13333333333334,0.3333333333333333,14.0,30.333333333333332,31.666666666666668,2.6666666666666665,1.3333333333333333,14.333333333333334,0.6666666666666666,28.333333333333332,8.333333333333334,,,-0.6,0.0033333333333333,0.01,0.2,0.654,77.1,1,2.0,2.0,LG,0,0,2,0,1,3
허경민,2021,28,3B,127.66666666666669,476.0,0.3146240812682194,0.3693333333333333,0.424,0.7933333333333333,0.1093333333333333,0.325,0.3539999999999999,123.3,7.0,65.66666666666667,75.33333333333333,149.66666666666666,26.666666666666668,2.3333333333333335,33.666666666666664,12.666666666666666,38.666666666666664,15.0,,,-0.244,2.7166666666666663,8.149999999999999,2.96,0.824,134.6,7,85.0,12.14,두산,0,1,4,1,1,10
최주환,2021,32,2B,139.0,514.0,0.3199083169613621,0.3815,0.5275,0.909,0.2079999999999999,0.3375,0.396,150.8,21.0,98.0,75.0,164.5,34.0,5.0,49.0,8.5,77.5,1.5,,,1.4095,5.495,10.99,4.41,0.839,139.4,4,42.0,10.5,SK,0,0,3,0,1,4
오재일,2021,33,1B,126.66666666666669,446.3333333333333,0.2949218469440813,0.3773333333333333,0.5053333333333333,0.8826666666666667,0.2106666666666666,0.3373333333333333,0.3863333333333333,154.46666666666667,21.333333333333332,90.33333333333331,69.0,132.0,26.666666666666668,1.0,58.666666666666664,3.0,104.0,1.6666666666666667,,,1.0563333333333336,5.75,17.25,5.73,0.872,155.5,4,50.0,12.5,삼성,0,1,4,1,1,10
최형우,2021,38,OF,139.66666666666666,502.0,0.3312866260915262,0.42,0.5413333333333333,0.9613333333333332,0.2103333333333333,0.3613333333333333,0.4176666666666667,149.96666666666667,23.333333333333332,101.33333333333331,83.33333333333333,167.0,34.0,1.0,73.66666666666667,6.333333333333333,88.33333333333333,1.0,,,3.7126666666666672,5.796666666666667,17.39,7.06,1.023,164.8,3,47.0,15.67,KIA,1,6,9,1,1,35
정수빈,2021,29,OF,96.66666666666669,343.0,0.310204081632653,0.3836666666666666,0.3986666666666667,0.7823333333333334,0.0886666666666666,0.3426666666666667,0.3583333333333333,123.96666666666664,2.3333333333333335,41.0,59.666666666666664,99.66666666666669,12.666666666666666,4.666666666666667,41.0,3.0,43.0,15.333333333333334,,,-0.551,2.26,6.78,3.52,0.764,122.4,6,56.0,9.33,두산,0,0,3,1,1,6
김재호,2021,35,SS,127.0,393.6666666666667,0.2891356656153361,0.377,0.3946666666666666,0.7716666666666666,0.1053333333333332,0.3203333333333333,0.35,121.0,7.333333333333333,54.0,59.0,114.0,19.0,0.3333333333333333,54.666666666666664,5.0,60.0,5.0,,,-0.4876666666666667,2.6300000000000003,7.890000000000001,1.85,0.708,113.3,3,25.0,8.33,두산,0,2,6,1,1,15
이대호,2021,39,1B,141.0,523.3333333333334,0.3031274436455705,0.3676666666666666,0.4933333333333333,0.8610000000000001,0.1899999999999999,0.3083333333333333,0.3783333333333333,107.46666666666668,24.333333333333332,107.66666666666669,65.33333333333333,159.0,26.666666666666668,0.3333333333333333,47.666666666666664,9.666666666666666,69.33333333333333,0.3333333333333333,,,1.127,3.556666666666666,10.67,2.69,0.806,93.8,2,26.0,13.0,롯데,1,7,10,1,1,39
이원석,2021,34,3B,120.0,425.6666666666667,0.2713953331655073,0.3473333333333333,0.447,0.7943333333333333,0.1753333333333333,0.2973333333333333,0.3526666666666667,90.83333333333331,17.333333333333332,81.0,54.666666666666664,116.33333333333331,22.333333333333332,0.3333333333333333,48.0,5.666666666666667,86.0,1.3333333333333333,,,0.5013333333333333,1.63,4.89,1.2,0.748,79.1,3,20.0,6.67,삼성,0,0,1,0,1,2
박해민,2022,32,OF,134.33333333333334,483.0,0.2734226271727608,0.3486666666666667,0.3733333333333333,0.7220000000000001,0.0999999999999999,0.313,0.3276666666666666,84.96666666666667,7.0,51.0,75.33333333333333,131.66666666666666,18.666666666666668,4.333333333333333,55.333333333333336,2.6666666666666665,80.33333333333333,31.333333333333332,,,-1.6623333333333334,2.2733333333333334,6.82,2.93,0.76,109.4,4,60.0,15.0,LG,0,2,5,1,1,14
손아섭,2022,36,OF,138.0,531.3333333333334,0.3219873062445902,0.3883333333333333,0.43,0.8183333333333334,0.108,0.358,0.3746666666666667,119.43333333333334,8.0,68.66666666666667,88.0,171.33333333333334,31.333333333333332,1.0,58.0,2.0,71.66666666666667,9.666666666666666,,,0.9986666666666668,4.196666666666666,12.59,3.5,0.787,119.9,4,64.0,16.0,NC,1,3,9,1,1,26
정훈,2022,37,1B,123.0,448.0,0.2936515105891799,0.381,0.4325,0.8135,0.139,0.3389999999999999,0.3665,110.7,12.5,68.5,71.0,131.5,23.0,1.0,62.0,3.5,87.0,9.5,,,-0.3994999999999999,3.4450000000000003,6.890000000000001,3.41,0.818,113.0,3,18.0,6.0,롯데,0,0,3,0,1,4
나성범,2022,33,OF,99.0,396.0,0.3233675586816504,0.3893333333333333,0.5833333333333334,0.9726666666666666,0.2596666666666666,0.3999999999999999,0.4176666666666667,156.03333333333333,23.666666666666668,75.66666666666667,76.66666666666667,121.33333333333331,26.0,1.3333333333333333,33.0,7.0,109.66666666666669,2.0,,,1.391333333333333,3.77,11.31,3.48,0.844,118.8,6,150.0,25.0,KIA,0,2,6,1,1,15
박병호,2022,36,1B,111.0,383.3333333333333,0.2435924755156878,0.3576666666666666,0.48,0.8376666666666667,0.2366666666666666,0.284,0.3693333333333333,129.83333333333334,24.666666666666668,80.0,65.33333333333333,94.33333333333331,17.333333333333332,0.0,60.666666666666664,12.0,124.0,0.0,,,0.026,3.923333333333334,11.77,1.81,0.753,98.5,3,30.0,10.0,KT,1,5,8,1,1,31
김현수,2022,34,OF,140.66666666666666,526.3333333333334,0.3065544283298861,0.381,0.465,0.8460000000000001,0.1583333333333333,0.309,0.3733333333333333,141.56666666666666,16.666666666666668,99.0,81.0,161.66666666666666,31.666666666666668,1.0,64.66666666666667,3.6666666666666665,49.0,2.0,,,2.077,5.036666666666666,15.11,3.73,0.811,128.5,6,115.0,19.17,LG,0,4,9,1,1,24
강민호,2022,37,C,118.0,369.0,0.2706894613311387,0.3416666666666666,0.4566666666666667,0.7983333333333333,0.186,0.2816666666666667,0.354,95.56666666666666,16.666666666666668,57.666666666666664,45.666666666666664,100.33333333333331,18.666666666666668,0.0,36.333333333333336,5.666666666666667,61.0,0.0,,,-0.373,1.7966666666666669,5.390000000000001,3.15,0.839,117.3,4,36.0,9.0,삼성,1,6,10,1,1,36
황재균,2022,35,3B,125.0,480.6666666666667,0.2957524481772486,0.3616666666666666,0.4603333333333334,0.8220000000000001,0.165,0.329,0.3646666666666666,117.6,17.0,73.33333333333333,86.66666666666667,142.66666666666666,22.333333333333332,3.3333333333333335,48.333333333333336,3.3333333333333335,87.0,10.666666666666666,,,0.8753333333333332,2.976666666666667,8.930000000000001,1.97,0.76,107.3,4,60.0,15.0,KT,0,1,7,1,1,13
박건우,2022,31,OF,127.33333333333331,467.6666666666667,0.3160020802883709,0.3886666666666666,0.4593333333333333,0.8479999999999999,0.1433333333333332,0.3436666666666667,0.381,149.5666666666667,10.0,65.66666666666667,89.33333333333333,147.66666666666666,32.666666666666664,2.3333333333333335,50.666666666666664,10.0,64.66666666666667,11.0,,,-0.0043333333333333,5.036666666666666,15.11,4.96,0.841,146.9,6,100.0,16.67,NC,0,2,5,1,1,14
김재환,2022,34,OF,137.66666666666666,495.3333333333333,0.2740054564411969,0.3723333333333333,0.4763333333333333,0.8486666666666668,0.2019999999999999,0.3213333333333333,0.3743333333333333,146.29999999999998,24.0,102.0,81.33333333333333,135.66666666666666,23.0,2.6666666666666665,78.33333333333333,3.6666666666666665,131.33333333333334,3.6666666666666665,,,0.917,5.1066666666666665,15.32,5.18,0.883,154.5,4,115.0,28.75,두산,1,2,7,1,1,21
장성우,2022,31,C,128.0,383.6666666666667,0.2571546377120147,0.333,0.3753333333333333,0.7083333333333334,0.1183333333333332,0.2876666666666667,0.3183333333333333,83.83333333333333,11.333333333333334,61.0,36.666666666666664,98.66666666666669,11.666666666666666,0.0,44.333333333333336,2.0,73.0,0.3333333333333333,,,-1.0416666666666667,0.7999999999999999,2.4,1.27,0.711,88.4,4,42.0,10.5,KT,0,0,2,0,1,3
최재훈,2022,31,C,125.66666666666669,362.3333333333333,0.288365286114604,0.3953333333333333,0.3773333333333333,0.7726666666666667,0.0886666666666666,0.3303333333333333,0.3586666666666667,119.0,4.333333333333333,37.0,48.333333333333336,104.33333333333331,19.333333333333332,0.0,52.333333333333336,14.0,57.666666666666664,2.0,,,-0.868,2.7300000000000004,8.190000000000001,3.87,0.792,124.9,5,54.0,10.8,한화,0,0,2,0,1,3
이명기,2023,35,OF,96.0,334.0,0.2996366909238587,0.392,0.378,0.77,0.0785,0.346,0.3625,117.85,2.0,29.5,56.0,101.0,15.0,1.5,43.5,2.5,52.5,9.0,,,-0.1874999999999999,2.485,4.97,,,,1,1.0,1.0,한화,0,0,2,0,1,3
오태곤,2023,35,OF,115.33333333333331,244.0,0.2578428477951169,0.3123333333333333,0.387,0.6993333333333333,0.1289999999999999,0.309,0.3143333333333333,84.26666666666667,6.0,31.0,43.666666666666664,62.666666666666664,12.0,0.6666666666666666,14.0,6.0,55.666666666666664,11.666666666666666,,,-0.836,0.9366666666666666,2.81,1.05,0.631,73.3,4,19.0,4.75,SSG,0,0,1,0,1,2
김상수,2023,34,SS,126.0,416.5,0.2699433404878949,0.3585,0.351,0.7095,0.0815,0.3,0.3339999999999999,89.1,4.0,44.5,58.5,112.0,17.5,2.0,53.5,5.5,53.0,7.0,,,-1.3745,2.355,4.71,,,,4,29.0,7.25,KT,0,1,6,1,1,12
박세혁,2023,30,C,126.0,355.5,0.258653846153846,0.3339999999999999,0.3399999999999999,0.6739999999999999,0.0814999999999999,0.2955,0.304,92.85,3.5,46.0,40.0,92.0,15.5,1.5,34.0,9.0,58.0,3.5,,,-1.445,0.66,1.32,0.9,0.636,81.9,4,46.0,11.5,NC,0,0,2,0,1,3
박민우,2023,31,2B,93.33333333333331,345.6666666666667,0.2908438417003727,0.371,0.391,0.762,0.0999999999999999,0.3176666666666666,0.3456666666666667,106.13333333333333,4.333333333333333,39.666666666666664,57.666666666666664,104.0,18.0,3.0,33.333333333333336,10.666666666666666,42.0,15.333333333333334,,,-0.5686666666666667,2.4966666666666666,7.49,1.98,0.71,92.5,8,140.0,17.5,NC,0,1,5,1,1,11
노진혁,2023,33,SS,118.0,384.3333333333333,0.2807288340075225,0.361,0.454,0.8150000000000001,0.1733333333333333,0.3446666666666667,0.3576666666666666,113.2,14.333333333333334,71.66666666666667,53.666666666666664,107.66666666666669,22.666666666666668,1.0,45.333333333333336,4.0,100.33333333333331,1.0,,,0.1933333333333333,2.51,7.529999999999999,2.32,0.808,114.4,4,50.0,12.5,롯데,0,0,1,0,1,2
양의지,2023,36,C,133.66666666666666,456.0,0.31197372409367,0.3979999999999999,0.5546666666666666,0.9526666666666666,0.2426666666666666,0.298,0.408,142.9,27.666666666666668,109.66666666666669,76.0,142.66666666666666,26.333333333333332,1.0,58.333333333333336,12.666666666666666,51.666666666666664,3.3333333333333335,,,1.7739999999999998,5.27,15.81,4.55,0.86,132.3,6,152.0,25.33,두산,1,5,8,1,1,31
채은성,2023,31,1B,115.0,423.3333333333333,0.2884194102914535,0.3546666666666667,0.447,0.8016666666666667,0.1586666666666666,0.318,0.3563333333333333,128.6,14.333333333333334,84.33333333333333,55.333333333333336,122.33333333333331,21.0,1.3333333333333333,32.333333333333336,15.333333333333334,79.0,3.3333333333333335,,,-0.7093333333333334,3.056666666666666,9.17,2.86,0.791,122.7,6,90.0,15.0,한화,0,0,3,1,1,6
박동원,2023,32,C,122.0,374.0,0.2469843715606427,0.338,0.4406666666666667,0.7786666666666667,0.1936666666666666,0.2813333333333333,0.3476666666666667,115.0,17.333333333333332,63.333333333333336,52.666666666666664,92.33333333333331,21.0,0.0,45.333333333333336,7.333333333333333,92.33333333333331,1.0,,,-0.8656666666666667,2.5866666666666664,7.76,3.02,0.77,113.4,4,65.0,16.25,LG,0,0,3,1,1,6
