player_name,fa_year,age_at_fa,position,games_3yr_avg,ab_3yr_avg,avg_3yr_avg,obp_3yr_avg,slg_3yr_avg,ops_3yr_avg,isop_3yr_avg,babip_3yr_avg,woba_3yr_avg,wrc_plus_3yr_avg,hr_3yr_avg,rbi_3yr_avg,run_3yr_avg,hit_3yr_avg,double_3yr_avg,triple_3yr_avg,bb_3yr_avg,hp_3yr_avg,kk_3yr_avg,sb_3yr_avg,cs_3yr_avg,gd_3yr_avg,wpa_3yr_avg,war_3yr_avg,war_3yr_sum,war_last_year,ops_last_year,wrc_plus_last_year,contract_years,total_contract_amount,annual_avg_salary,team,mvp_count,golden_glove_count,allstar_count,national_team,postseason_experience,star_score
민병헌,2018,31,OF,128.66666666666666,483.0,0.3108553700130649,0.3859999999999999,0.4553333333333333,0.8413333333333334,0.1446666666666666,0.345,0.372,42.63333333333333,14.0,77.66666666666667,83.66666666666667,150.33333333333334,24.0,2.0,48.333333333333336,14.0,79.66666666666667,6.333333333333333,,,1.411333333333333,1.0466666666666666,3.14,3.14,0.834,127.9,4,80.0,20.0,롯데,0,1,5,1,1,11
황재균,2018,31,3B,135.5,516.0,0.3128017688732458,0.372,0.5455,0.9175,0.2329999999999999,0.334,0.395,0.0,26.5,105.0,96.0,161.0,33.5,3.5,48.5,4.0,94.0,18.0,,,1.7654999999999998,0.0,0.0,,,,4,88.0,22.0,KT,0,1,5,1,1,11
정근우,2018,36,2B,123.0,478.0,0.3185759357626365,0.392,0.467,0.859,0.1483333333333333,0.3386666666666666,0.381,37.9,13.666666666666666,66.66666666666667,97.66666666666669,151.66666666666666,27.666666666666668,1.3333333333333333,51.0,9.0,57.333333333333336,16.333333333333332,,,2.326333333333334,1.0166666666666666,3.05,3.05,0.863,113.7,3,35.0,11.67,한화,0,1,6,1,1,12
손아섭,2018,32,OF,134.66666666666666,532.0,0.3251338792994264,0.4146666666666667,0.4846666666666666,0.8993333333333333,0.1596666666666666,0.3746666666666667,0.4059999999999999,41.266666666666666,16.333333333333332,71.66666666666667,105.66666666666669,173.33333333333334,32.0,2.0,81.0,2.6666666666666665,98.66666666666669,26.0,,,3.2413333333333334,2.0933333333333333,6.28,6.28,0.934,123.8,4,98.0,24.5,롯데,0,2,7,1,1,16
강민호,2018,33,C,123.0,405.6666666666667,0.3061495602523368,0.4049999999999999,0.5566666666666668,0.9616666666666666,0.2503333333333333,0.3513333333333333,0.414,29.666666666666668,25.666666666666668,75.33333333333333,63.333333333333336,123.66666666666669,22.0,0.6666666666666666,55.666666666666664,13.0,102.33333333333331,1.3333333333333333,,,2.8393333333333337,0.7866666666666666,2.36,2.36,0.843,89.0,4,80.0,20.0,삼성,1,4,8,1,1,28
최준석,2018,35,1B,128.33333333333334,413.6666666666667,0.2860706426250906,0.392,0.4756666666666667,0.8676666666666666,0.1893333333333333,0.339,0.387,30.8,21.333333333333332,87.0,56.666666666666664,119.66666666666669,14.333333333333334,0.3333333333333333,73.66666666666667,1.6666666666666667,108.33333333333331,0.0,,,1.817,0.5633333333333334,1.69,1.69,0.794,92.4,1,0.55,0.55,NC,0,0,3,0,1,4
김주찬,2018,37,OF,116.66666666666669,428.0,0.3275992947225823,0.376,0.5419999999999999,0.918,0.2146666666666666,0.3466666666666667,0.3943333333333332,36.833333333333336,17.666666666666668,77.66666666666667,80.33333333333333,140.66666666666666,33.0,2.3333333333333335,28.0,7.666666666666667,61.666666666666664,8.666666666666666,,,1.845,0.9366666666666666,2.81,2.81,0.848,110.5,3,27.0,9.0,KIA,0,1,5,1,1,11
이대형,2018,35,OF,127.66666666666669,494.3333333333333,0.2964200389126205,0.351,0.3406666666666667,0.6916666666666668,0.0443333333333332,0.3516666666666666,0.326,19.2,0.3333333333333333,34.333333333333336,75.33333333333333,149.0,15.0,3.0,40.333333333333336,2.6666666666666665,78.66666666666667,34.666666666666664,,,-0.2626666666666666,-0.11,-0.33,-0.33,0.624,57.6,2,4.0,2.0,KT,0,1,4,1,0,9
이종욱,2018,38,OF,122.0,403.6666666666667,0.2936645601333843,0.3656666666666666,0.393,0.7586666666666666,0.0993333333333332,0.33,0.3446666666666666,37.93333333333333,5.0,47.666666666666664,62.666666666666664,118.0,21.333333333333332,2.0,45.333333333333336,3.0,60.333333333333336,13.666666666666666,,,0.2936666666666667,0.6,1.8,1.8,0.774,113.8,1,5.0,5.0,NC,0,0,3,1,1,6
지석훈,2018,34,OF,139.0,383.0,0.2434215494456457,0.303,0.3595,0.6625,0.1164999999999999,0.288,0.298,0.0,10.0,50.0,43.5,94.0,14.5,0.0,22.5,12.5,88.0,2.0,,,-0.5790000000000001,0.0,0.0,,,,2,6.0,3.0,NC,0,0,2,0,1,3
손시헌,2018,38,SS,124.66666666666669,376.6666666666667,0.3000033610903376,0.3663333333333334,0.4223333333333334,0.7886666666666665,0.1223333333333333,0.329,0.3466666666666667,38.166666666666664,7.666666666666667,47.333333333333336,41.333333333333336,111.33333333333331,20.666666666666668,1.6666666666666667,30.0,11.666666666666666,52.666666666666664,1.6666666666666667,,,0.0043333333333333,0.9,2.7,2.7,0.833,114.5,2,15.0,7.5,NC,0,0,3,1,1,6
정의윤,2018,32,OF,115.66666666666669,394.6666666666667,0.3173813715987785,0.3703333333333333,0.5143333333333334,0.8846666666666666,0.1969999999999999,0.3366666666666666,0.3893333333333333,39.86666666666667,18.666666666666668,65.33333333333333,50.0,124.66666666666669,20.666666666666668,0.3333333333333333,23.333333333333332,9.333333333333334,61.0,2.3333333333333335,,,1.290333333333333,0.7333333333333334,2.2,2.2,0.863,119.6,4,29.0,7.25,SK,0,0,2,0,1,3
채태인,2018,36,1B,112.33333333333331,348.3333333333333,0.3188240872451398,0.3803333333333333,0.458,0.8383333333333334,0.1393333333333333,0.4066666666666667,0.3723333333333333,36.6,9.0,61.0,36.666666666666664,110.66666666666669,18.666666666666668,1.3333333333333333,34.333333333333336,3.3333333333333335,92.66666666666669,0.0,,,0.8119999999999999,0.6466666666666666,1.94,1.94,0.888,109.8,2,10.0,5.0,롯데,0,1,4,1,1,10
김상수,2019,29,SS,113.5,405.5,0.2668214387016414,0.32,0.347,0.667,0.0799999999999999,0.3005,0.302,30.45,6.5,44.0,59.5,108.0,13.0,0.5,25.0,8.0,65.0,9.0,,,-2.0085,-0.23,-0.46,-0.46,0.676,60.9,3,18.0,6.0,삼성,0,1,5,1,1,11
김민성,2019,31,IF,134.0,465.0,0.2903183307221194,0.3543333333333333,0.4506666666666666,0.805,0.1603333333333333,0.3256666666666667,0.3533333333333333,55.96666666666667,14.0,71.0,60.333333333333336,135.33333333333334,29.666666666666668,2.0,45.333333333333336,5.333333333333333,87.33333333333333,2.3333333333333335,,,0.0776666666666667,0.8133333333333334,2.44,0.66,0.765,81.0,3,18.0,6.0,LG,0,0,2,0,1,3
이용규,2019,34,OF,101.33333333333331,374.0,0.3025395887699726,0.383,0.3613333333333333,0.7443333333333334,0.0586666666666666,0.3316666666666667,0.348,49.76666666666667,1.3333333333333333,29.666666666666668,70.33333333333333,116.66666666666669,14.0,2.0,46.333333333333336,7.0,37.0,20.333333333333332,,,-0.1586666666666666,0.4533333333333333,1.36,1.4,0.711,80.3,3,26.0,8.67,한화,0,2,7,1,1,16
송광민,2019,36,IF,115.33333333333331,440.0,0.3165443940616181,0.35,0.4869999999999999,0.8370000000000001,0.1706666666666666,0.361,0.3696666666666666,66.43333333333334,16.0,79.0,71.33333333333333,139.33333333333334,25.666666666666668,0.6666666666666666,22.333333333333332,3.6666666666666665,89.0,3.0,,,0.2416666666666666,1.1733333333333331,3.5199999999999996,1.24,0.805,92.3,2,16.0,8.0,한화,0,0,2,0,1,3
모창민,2019,34,IF,108.5,380.5,0.2954909657595671,0.3445,0.4915,0.836,0.1959999999999999,0.3115,0.3665,115.95,17.0,76.0,51.0,114.0,17.5,2.0,30.0,2.0,66.0,5.5,,,1.104,1.87,3.74,1.12,0.826,110.0,3,20.0,6.67,NC,0,0,2,0,1,3
박경수,2019,35,IF,129.0,434.0,0.2792950027864589,0.3726666666666666,0.4746666666666666,0.8473333333333334,0.1956666666666665,0.3263333333333333,0.373,57.96666666666666,20.0,73.33333333333333,63.666666666666664,120.66666666666669,23.333333333333332,0.6666666666666666,60.0,6.666666666666667,109.0,2.6666666666666665,,,0.503,1.76,5.28,3.08,0.826,91.6,3,26.0,8.67,KT,0,1,5,1,1,11
박용택,2019,42,OF,136.66666666666666,514.0,0.3310075136099821,0.3993333333333333,0.4676666666666667,0.867,0.1366666666666667,0.373,0.3853333333333333,98.7,13.333333333333334,85.33333333333333,85.33333333333333,170.0,28.333333333333332,1.0,59.0,5.0,88.66666666666667,4.333333333333333,,,2.879,2.8666666666666667,8.6,3.33,0.828,135.2,2,25.0,12.5,LG,0,3,10,1,1,22
최정,2019,32,3B,128.66666666666666,445.3333333333333,0.2827071447664872,0.3993333333333333,0.6036666666666667,1.003,0.3209999999999999,0.2946666666666667,0.4243333333333334,87.23333333333335,40.333333333333336,97.66666666666669,96.66666666666669,126.33333333333331,19.333333333333332,1.0,68.33333333333333,21.666666666666668,120.66666666666669,3.6666666666666665,,,2.766,2.58,7.74,2.54,0.915,114.4,6,106.0,17.67,SK,0,5,8,1,1,26
이재원,2019,31,C,130.0,409.0,0.3093880210668531,0.3845,0.475,0.8595,0.1654999999999999,0.3365,0.379,64.4,16.0,60.5,56.0,126.5,19.5,0.0,43.0,10.5,70.5,0.5,,,0.674,1.515,3.03,3.03,0.919,128.8,4,69.0,17.25,SK,0,0,2,0,1,3
양의지,2019,32,C,117.33333333333331,372.6666666666667,0.3178550494837759,0.4013333333333333,0.5316666666666666,0.933,0.2136666666666665,0.311,0.4066666666666667,97.66666666666669,19.666666666666668,70.0,65.66666666666667,119.66666666666669,20.333333333333332,0.3333333333333333,42.666666666666664,12.333333333333334,40.666666666666664,3.0,,,1.243,3.0199999999999996,9.06,6.01,1.012,165.0,4,125.0,31.25,NC,1,3,6,1,1,23
안치홍,2020,30,2B,122.33333333333331,447.6666666666667,0.3244147187144918,0.3816666666666666,0.496,0.8776666666666667,0.1716666666666666,0.3373333333333333,0.3859999999999999,127.90000000000002,16.333333333333332,86.66666666666667,76.0,145.66666666666666,28.333333333333332,1.3333333333333333,39.666666666666664,5.0,54.666666666666664,5.333333333333333,,,1.7163333333333337,4.373333333333333,13.12,2.81,0.792,123.6,4,56.0,14.0,롯데,0,1,5,1,1,11
이성열,2020,36,OF,113.66666666666669,393.0,0.2860089551035315,0.3513333333333333,0.5376666666666666,0.8889999999999999,0.2516666666666666,0.3349999999999999,0.3866666666666666,119.03333333333332,25.333333333333332,84.0,59.0,111.66666666666669,19.333333333333332,1.0,34.0,7.666666666666667,112.33333333333331,6.666666666666667,,,1.2223333333333333,3.0033333333333334,9.01,3.01,0.807,115.3,2,14.0,7.0,한화,0,0,3,0,1,4
김태균,2020,38,1B,98.0,347.6666666666667,0.3198993849657522,0.3843333333333333,0.472,0.8563333333333333,0.1519999999999999,0.368,0.3776666666666666,111.93333333333334,11.0,57.333333333333336,41.0,111.0,18.0,0.0,36.666666666666664,4.333333333333333,68.66666666666667,1.0,,,0.4346666666666667,2.3266666666666667,6.98,3.02,0.777,115.7,1,10.0,10.0,한화,1,3,9,1,1,26
전준우,2020,33,OF,131.66666666666666,518.6666666666666,0.321174390258939,0.3763333333333333,0.5253333333333333,0.9016666666666668,0.2039999999999999,0.3366666666666666,0.3936666666666666,117.83333333333331,24.333333333333332,80.66666666666667,93.0,166.66666666666666,31.0,1.3333333333333333,41.333333333333336,7.0,74.33333333333333,5.666666666666667,,,1.0503333333333331,4.456666666666667,13.37,4.7,0.84,118.6,4,34.0,8.5,롯데,0,0,4,1,1,7
