player_id,player_name,player_type,position,team_latest,first_year,season_count,fa_year_expected,basis
68269,김호준,pitcher,투수,두산,2023,3,2032,데뷔 2023 · 1군 3시즌
53404,류승민,hitter,외야수,두산,2023,3,2032,데뷔 2023 · 1군 3시즌
53036,류현인,hitter,내야수,KT,2023,2,2032,데뷔 2023 · 1군 2시즌
53764,문현빈,hitter,내야수,한화,2023,4,2032,데뷔 2023 · 1군 4시즌
53139,박명근,pitcher,투수,LG,2023,3,2032,데뷔 2023 · 1군 3시즌
52305,박수종,hitter,외야수,키움,2023,4,2032,데뷔 2023 · 1군 4시즌
50906,박영빈,hitter,외야수,NC,2023,3,2032,데뷔 2023 · 1군 3시즌
53992,박한결,hitter,야수,NC,2023,3,2032,데뷔 2023 · 1군 3시즌
53898,송영진,pitcher,투수,SSG,2023,3,2032,데뷔 2023 · 1군 3시즌
53827,에레디아,hitter,외야수,SSG,2023,4,2032,데뷔 2023 · 1군 4시즌
53123,오스틴,hitter,내야수,LG,2023,4,2032,데뷔 2023 · 1군 4시즌
51526,우강훈,pitcher,투수,LG,2023,4,2032,데뷔 2023 · 1군 4시즌
50106,유영찬,pitcher,투수,LG,2023,4,2032,데뷔 2023 · 1군 4시즌
52667,윤도현,hitter,내야수,KIA,2023,4,2032,데뷔 2023 · 1군 4시즌
52395,윤석원,pitcher,투수,키움,2023,4,2032,데뷔 2023 · 1군 4시즌
53613,윤영철,pitcher,투수,KIA,2023,3,2032,데뷔 2023 · 1군 3시즌
52868,이기순,pitcher,투수,SSG,2023,3,2032,데뷔 2023 · 1군 3시즌
53892,이로운,pitcher,투수,SSG,2023,4,2032,데뷔 2023 · 1군 4시즌
52704,이상혁,hitter,외야수,한화,2023,3,2032,데뷔 2023 · 1군 3시즌
53302,이승원,hitter,내야수,키움,2023,3,2032,데뷔 2023 · 1군 3시즌
53562,이진하,pitcher,투수,롯데,2023,2,2032,데뷔 2023 · 1군 2시즌
53455,이호성,pitcher,투수,삼성,2023,3,2032,데뷔 2023 · 1군 3시즌
52902,임지민,pitcher,투수,NC,2023,3,2032,데뷔 2023 · 1군 3시즌
53568,정대선,hitter,내야수,롯데,2023,3,2032,데뷔 2023 · 1군 3시즌
53058,정준영,hitter,외야수,KT,2023,3,2032,데뷔 2023 · 1군 3시즌
50211,제환유,pitcher,투수,두산,2023,2,2032,데뷔 2023 · 1군 2시즌
69332,주성원,hitter,외야수,키움,2023,4,2032,데뷔 2023 · 1군 4시즌
52641,황동하,pitcher,투수,KIA,2023,4,2032,데뷔 2023 · 1군 4시즌
53375,후라도,pitcher,투수,삼성,2023,4,2032,데뷔 2023 · 1군 4시즌
54567,강성우,hitter,내야수,롯데,2024,2,2033,데뷔 2024 · 1군 2시즌
54506,강승구,hitter,포수,롯데,2024,2,2033,데뷔 2024 · 1군 2시즌
54344,고영우,hitter,내야수,키움,2024,2,2033,데뷔 2024 · 1군 2시즌
54401,김대호,pitcher,투수,삼성,2024,2,2033,데뷔 2024 · 1군 2시즌
54705,김도빈,pitcher,투수,한화,2024,2,2033,데뷔 2024 · 1군 2시즌
54913,김민규,pitcher,투수,NC,2024,2,2033,데뷔 2024 · 1군 2시즌
54608,김민재,pitcher,투수,KIA,2024,2,2033,데뷔 2024 · 1군 2시즌
54645,김민주,pitcher,투수,KIA,2024,2,2033,데뷔 2024 · 1군 2시즌
69980,김범준,hitter,외야수,NC,2024,2,2033,데뷔 2024 · 1군 2시즌
52105,김성우,hitter,포수,LG,2024,2,2033,데뷔 2024 · 1군 2시즌
69105,김성진,hitter,내야수,LG,2024,2,2033,데뷔 2024 · 1군 2시즌
50711,김승일,pitcher,투수,한화,2024,2,2033,데뷔 2024 · 1군 2시즌
54368,김연주,pitcher,투수,키움,2024,3,2033,데뷔 2024 · 1군 3시즌
54319,김윤하,pitcher,투수,키움,2024,3,2033,데뷔 2024 · 1군 3시즌
54263,김택연,pitcher,투수,두산,2024,3,2033,데뷔 2024 · 1군 3시즌
54166,김현종,hitter,외야수,LG,2024,3,2033,데뷔 2024 · 1군 3시즌
54460,김호진,hitter,내야수,삼성,2024,2,2033,데뷔 2024 · 1군 2시즌
54640,네일,pitcher,투수,KIA,2024,3,2033,데뷔 2024 · 1군 3시즌
54944,데이비슨,hitter,내야수,키움,2024,3,2033,데뷔 2024 · 1군 3시즌
54400,디아즈,hitter,내야수,삼성,2024,3,2033,데뷔 2024 · 1군 3시즌
54443,레예스,pitcher,투수,삼성,2024,2,2033,데뷔 2024 · 1군 2시즌
54529,레이예스,hitter,외야수,롯데,2024,3,2033,데뷔 2024 · 1군 3시즌
54219,류현준,hitter,포수,두산,2024,3,2033,데뷔 2024 · 1군 3시즌
76715,류현진,pitcher,투수,한화,2024,3,2033,데뷔 2024 · 1군 3시즌
53973,목지훈,pitcher,투수,NC,2024,3,2033,데뷔 2024 · 1군 3시즌
53204,박민준,hitter,포수,두산,2024,2,2033,데뷔 2024 · 1군 2시즌
53305,박성빈,hitter,포수,키움,2024,2,2033,데뷔 2024 · 1군 2시즌
53301,박윤성,pitcher,투수,키움,2024,3,2033,데뷔 2024 · 1군 3시즌
54503,박준우,pitcher,투수,롯데,2024,3,2033,데뷔 2024 · 1군 3시즌
54805,박지환,hitter,내야수,SSG,2024,2,2033,데뷔 2024 · 1군 2시즌
54904,손주환,pitcher,투수,NC,2024,3,2033,데뷔 2024 · 1군 3시즌
54363,손현기,pitcher,투수,키움,2024,2,2033,데뷔 2024 · 1군 2시즌
54394,송지후,hitter,내야수,키움,2024,3,2033,데뷔 2024 · 1군 3시즌
54843,시라카와,pitcher,투수,KIA,2024,2,2033,데뷔 2024 · 1군 2시즌
53919,신영우,pitcher,투수,NC,2024,3,2033,데뷔 2024 · 1군 3시즌
52001,안현민,hitter,외야수,KT,2024,3,2033,데뷔 2024 · 1군 3시즌
54833,앤더슨,pitcher,투수,SSG,2024,2,2033,데뷔 2024 · 1군 2시즌
54408,양도근,hitter,내야수,삼성,2024,2,2033,데뷔 2024 · 1군 2시즌
54119,에르난데스,pitcher,투수,LG,2024,2,2033,데뷔 2024 · 1군 2시즌
54205,여동건,hitter,내야수,두산,2024,2,2033,데뷔 2024 · 1군 2시즌
54755,와이스,pitcher,투수,한화,2024,2,2033,데뷔 2024 · 1군 2시즌
54063,원상현,pitcher,투수,KT,2024,2,2033,데뷔 2024 · 1군 2시즌
54307,원성준,hitter,외야수,키움,2024,3,2033,데뷔 2024 · 1군 3시즌
50604,유지성,pitcher,투수,KIA,2024,2,2033,데뷔 2024 · 1군 2시즌
54404,육선엽,pitcher,투수,삼성,2024,3,2033,데뷔 2024 · 1군 3시즌
50092,윤준혁,hitter,내야수,NC,2024,3,2033,데뷔 2024 · 1군 3시즌
53296,윤준호,hitter,포수,두산,2024,2,2033,데뷔 2024 · 1군 2시즌
50608,이인한,hitter,외야수,롯데,2024,2,2033,데뷔 2024 · 1군 2시즌
54305,이재상,hitter,내야수,키움,2024,2,2033,데뷔 2024 · 1군 2시즌
50904,이종준,pitcher,투수,LG,2024,3,2033,데뷔 2024 · 1군 3시즌
52154,이주헌,hitter,포수,LG,2024,3,2033,데뷔 2024 · 1군 3시즌
51407,이창용,hitter,내야수,삼성,2024,3,2033,데뷔 2024 · 1군 3시즌
54598,이호준,hitter,내야수,롯데,2024,3,2033,데뷔 2024 · 1군 3시즌
54900,임상현,pitcher,투수,NC,2024,2,2033,데뷔 2024 · 1군 2시즌
54236,임종성,hitter,내야수,두산,2024,3,2033,데뷔 2024 · 1군 3시즌
54214,전다민,hitter,외야수,두산,2024,3,2033,데뷔 2024 · 1군 3시즌
54362,전준표,pitcher,투수,키움,2024,3,2033,데뷔 2024 · 1군 3시즌
54812,정준재,hitter,내야수,SSG,2024,3,2033,데뷔 2024 · 1군 3시즌
54537,정현수,pitcher,투수,롯데,2024,3,2033,데뷔 2024 · 1군 3시즌
54815,정현승,hitter,외야수,SSG,2024,2,2033,데뷔 2024 · 1군 2시즌
54768,조동욱,pitcher,투수,한화,2024,3,2033,데뷔 2024 · 1군 3시즌
54903,최우석,pitcher,투수,NC,2024,3,2033,데뷔 2024 · 1군 3시즌
52103,최원영,hitter,외야수,LG,2024,3,2033,데뷔 2024 · 1군 3시즌
50206,최종인,pitcher,투수,두산,2024,2,2033,데뷔 2024 · 1군 2시즌
53259,최준호,pitcher,투수,두산,2024,3,2033,데뷔 2024 · 1군 3시즌
54803,최현석,pitcher,투수,SSG,2024,2,2033,데뷔 2024 · 1군 2시즌
54444,카디네스,hitter,야수,키움,2024,2,2033,데뷔 2024 · 1군 2시즌
54730,페라자,hitter,외야수,한화,2024,2,2033,데뷔 2024 · 1군 2시즌
50903,한재환,hitter,내야수,NC,2024,3,2033,데뷔 2024 · 1군 3시즌
50108,함창건,hitter,외야수,LG,2024,2,2033,데뷔 2024 · 1군 2시즌
54354,헤이수스,pitcher,투수,KT,2024,2,2033,데뷔 2024 · 1군 2시즌
54795,황영묵,hitter,내야수,한화,2024,3,2033,데뷔 2024 · 1군 3시즌
54729,황준서,pitcher,투수,한화,2024,3,2033,데뷔 2024 · 1군 3시즌
55460,가라비토,pitcher,투수,삼성,2025,1,2034,데뷔 2025 · 1군 1시즌
55532,감보아,pitcher,투수,롯데,2025,1,2034,데뷔 2025 · 1군 1시즌
54908,고승완,hitter,외야수,NC,2025,1,2034,데뷔 2025 · 1군 1시즌
55764,권민규,pitcher,투수,한화,2025,2,2034,데뷔 2025 · 1군 2시즌
55371,권혁빈,hitter,내야수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
52995,김녹원,pitcher,투수,NC,2025,1,2034,데뷔 2025 · 1군 1시즌
52267,김동준,hitter,내야수,두산,2025,1,2034,데뷔 2025 · 1군 1시즌
55040,김동현,pitcher,투수,KT,2025,1,2034,데뷔 2025 · 1군 1시즌
54097,김민석,hitter,포수,KT,2025,2,2034,데뷔 2025 · 1군 2시즌
55359,김서준,pitcher,투수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
50848,김성민,pitcher,투수,SSG,2025,1,2034,데뷔 2025 · 1군 1시즌
55216,김성재,hitter,포수,두산,2025,1,2034,데뷔 2025 · 1군 1시즌
55167,김영우,pitcher,투수,LG,2025,2,2034,데뷔 2025 · 1군 2시즌
55043,김재원,pitcher,투수,KT,2025,1,2034,데뷔 2025 · 1군 1시즌
55646,김정엽,pitcher,투수,KIA,2025,1,2034,데뷔 2025 · 1군 1시즌
51903,김정호,hitter,포수,NC,2025,2,2034,데뷔 2025 · 1군 2시즌
55122,김종운,pitcher,포수,LG,2025,1,2034,데뷔 2025 · 1군 1시즌
55226,김준상,hitter,내야수,두산,2025,1,2034,데뷔 2025 · 1군 1시즌
52803,김태윤,hitter,내야수,SSG,2025,1,2034,데뷔 2025 · 1군 1시즌
55566,김태현,pitcher,투수,롯데,2025,1,2034,데뷔 2025 · 1군 1시즌
55610,김태형,pitcher,투수,KIA,2025,2,2034,데뷔 2025 · 1군 2시즌
55995,김태훈,pitcher,투수,NC,2025,2,2034,데뷔 2025 · 1군 2시즌
55221,김한중,pitcher,투수,두산,2025,2,2034,데뷔 2025 · 1군 2시즌
55536,데이비슨,pitcher,투수,롯데,2025,1,2034,데뷔 2025 · 1군 1시즌
55903,라일리,pitcher,투수,NC,2025,2,2034,데뷔 2025 · 1군 2시즌
55912,로건,pitcher,투수,KT,2025,2,2034,데뷔 2025 · 1군 2시즌
55322,로젠버그,pitcher,투수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
55703,리베라토,hitter,야수,한화,2025,1,2034,데뷔 2025 · 1군 1시즌
55844,맥브룸,hitter,야수,SSG,2025,1,2034,데뷔 2025 · 1군 1시즌
55342,메르세데스,pitcher,투수,키움,2025,1,2034,데뷔 2025 · 1군 1시즌
52121,문정빈,hitter,내야수,LG,2025,2,2034,데뷔 2025 · 1군 2시즌
55509,박건우,hitter,포수,롯데,2025,2,2034,데뷔 2025 · 1군 2시즌
55046,박건우,pitcher,투수,KT,2025,1,2034,데뷔 2025 · 1군 1시즌
55164,박관우,hitter,외야수,LG,2025,1,2034,데뷔 2025 · 1군 1시즌
54802,박기호,pitcher,투수,SSG,2025,1,2034,데뷔 2025 · 1군 1시즌
55568,박세현,pitcher,투수,롯데,2025,1,2034,데뷔 2025 · 1군 1시즌
55121,박시원,pitcher,투수,LG,2025,2,2034,데뷔 2025 · 1군 2시즌
55563,박재엽,hitter,포수,롯데,2025,2,2034,데뷔 2025 · 1군 2시즌
55636,박재현,hitter,외야수,KIA,2025,2,2034,데뷔 2025 · 1군 2시즌
55394,박정훈,pitcher,투수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
55252,박준순,hitter,내야수,두산,2025,2,2034,데뷔 2025 · 1군 2시즌
53411,박진우,hitter,포수,삼성,2025,1,2034,데뷔 2025 · 1군 1시즌
55530,박찬형,hitter,내야수,롯데,2025,2,2034,데뷔 2025 · 1군 2시즌
55637,박헌,hitter,외야수,KIA,2025,1,2034,데뷔 2025 · 1군 1시즌
55455,배찬승,pitcher,투수,삼성,2025,2,2034,데뷔 2025 · 1군 2시즌
55526,벨라스케즈,pitcher,투수,롯데,2025,1,2034,데뷔 2025 · 1군 1시즌
53309,서유신,hitter,내야수,키움,2025,1,2034,데뷔 2025 · 1군 1시즌
54610,성영탁,pitcher,투수,KIA,2025,2,2034,데뷔 2025 · 1군 2시즌
54156,손용준,hitter,내야수,LG,2025,2,2034,데뷔 2025 · 1군 2시즌
55300,손힘찬,pitcher,투수,키움,2025,1,2034,데뷔 2025 · 1군 1시즌
55326,스톤,hitter,외야수,키움,2025,1,2034,데뷔 2025 · 1군 1시즌
55013,스티븐슨,hitter,야수,KT,2025,1,2034,데뷔 2025 · 1군 1시즌
55860,신지환,pitcher,투수,SSG,2025,1,2034,데뷔 2025 · 1군 1시즌
55438,심재훈,hitter,내야수,삼성,2025,2,2034,데뷔 2025 · 1군 2시즌
55215,양재훈,pitcher,투수,두산,2025,2,2034,데뷔 2025 · 1군 2시즌
55370,양현종,hitter,내야수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
55392,어준서,hitter,내야수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
55393,여동욱,hitter,내야수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
55339,염승원,hitter,내야수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
55005,오서진,hitter,내야수,KT,2025,2,2034,데뷔 2025 · 1군 2시즌
55633,올러,pitcher,투수,KIA,2025,2,2034,데뷔 2025 · 1군 2시즌
54702,원종혁,pitcher,투수,한화,2025,2,2034,데뷔 2025 · 1군 2시즌
55348,웰스,pitcher,투수,LG,2025,2,2034,데뷔 2025 · 1군 2시즌
55645,위즈덤,hitter,내야수,KIA,2025,1,2034,데뷔 2025 · 1군 1시즌
52202,윤태호,pitcher,투수,두산,2025,2,2034,데뷔 2025 · 1군 2시즌
55396,윤현,pitcher,투수,키움,2025,1,2034,데뷔 2025 · 1군 1시즌
53615,이도현,pitcher,투수,KIA,2025,1,2034,데뷔 2025 · 1군 1시즌
55710,이민재,hitter,외야수,한화,2025,1,2034,데뷔 2025 · 1군 1시즌
55224,이선우,hitter,내야수,두산,2025,1,2034,데뷔 2025 · 1군 1시즌
55632,이성원,pitcher,투수,KIA,2025,1,2034,데뷔 2025 · 1군 1시즌
54806,이승민,hitter,외야수,SSG,2025,1,2034,데뷔 2025 · 1군 1시즌
55712,이승현,hitter,내야수,한화,2025,1,2034,데뷔 2025 · 1군 1시즌
55503,이영재,pitcher,투수,롯데,2025,2,2034,데뷔 2025 · 1군 2시즌
55832,이율예,hitter,포수,SSG,2025,1,2034,데뷔 2025 · 1군 1시즌
55301,이준우,pitcher,투수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
52992,이준혁,pitcher,투수,NC,2025,2,2034,데뷔 2025 · 1군 2시즌
55511,이태경,hitter,내야수,롯데,2025,1,2034,데뷔 2025 · 1군 1시즌
55663,이호민,pitcher,투수,KIA,2025,1,2034,데뷔 2025 · 1군 1시즌
52807,임근우,hitter,외야수,SSG,2025,2,2034,데뷔 2025 · 1군 2시즌
55382,임진묵,pitcher,투수,키움,2025,1,2034,데뷔 2025 · 1군 1시즌
55239,잭로그,pitcher,투수,두산,2025,2,2034,데뷔 2025 · 1군 2시즌
55397,전태현,hitter,내야수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
54467,정민성,pitcher,투수,삼성,2025,1,2034,데뷔 2025 · 1군 1시즌
55377,정세영,pitcher,투수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
55743,정우주,pitcher,투수,한화,2025,2,2034,데뷔 2025 · 1군 2시즌
53659,정해원,hitter,외야수,KIA,2025,1,2034,데뷔 2025 · 1군 1시즌
55313,정현우,pitcher,투수,키움,2025,2,2034,데뷔 2025 · 1군 2시즌
55926,정현창,hitter,내야수,KIA,2025,2,2034,데뷔 2025 · 1군 2시즌
55435,차승준,hitter,내야수,삼성,2025,2,2034,데뷔 2025 · 1군 2시즌
52208,천현재,hitter,외야수,두산,2025,1,2034,데뷔 2025 · 1군 1시즌
55268,최민석,pitcher,투수,두산,2025,2,2034,데뷔 2025 · 1군 2시즌
51007,최성민,hitter,외야수,KT,2025,1,2034,데뷔 2025 · 1군 1시즌
55146,치리노스,pitcher,투수,LG,2025,2,2034,데뷔 2025 · 1군 2시즌
55208,케이브,hitter,야수,두산,2025,1,2034,데뷔 2025 · 1군 1시즌
55138,코엔 윈,pitcher,투수,LG,2025,1,2034,데뷔 2025 · 1군 1시즌
55257,콜어빈,pitcher,투수,두산,2025,1,2034,데뷔 2025 · 1군 1시즌
55130,톨허스트,pitcher,투수,LG,2025,2,2034,데뷔 2025 · 1군 2시즌
55032,패트릭,pitcher,투수,KT,2025,1,2034,데뷔 2025 · 1군 1시즌
55730,폰세,pitcher,투수,한화,2025,1,2034,데뷔 2025 · 1군 1시즌
55734,플로리얼,hitter,야수,한화,2025,1,2034,데뷔 2025 · 1군 1시즌
55506,한승현,hitter,외야수,롯데,2025,1,2034,데뷔 2025 · 1군 1시즌
55440,함수호,hitter,외야수,삼성,2025,2,2034,데뷔 2025 · 1군 2시즌
55897,홍대인,hitter,내야수,SSG,2025,2,2034,데뷔 2025 · 1군 2시즌
55267,홍민규,pitcher,투수,KIA,2025,2,2034,데뷔 2025 · 1군 2시즌
69643,홍원빈,pitcher,투수,KIA,2025,1,2034,데뷔 2025 · 1군 1시즌
55855,화이트,pitcher,투수,SSG,2025,2,2034,데뷔 2025 · 1군 2시즌
56769,강건우,pitcher,투수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
53103,강민균,hitter,내야수,LG,2026,1,2035,데뷔 2026 · 1군 1시즌
56949,고준휘,hitter,외야수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56800,긴지로,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
53540,김기준,pitcher,투수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
52844,김도현,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
55502,김동현,hitter,외야수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56637,김민규,hitter,외야수,KIA,2026,1,2035,데뷔 2026 · 1군 1시즌
53893,김민준,hitter,내야수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
56840,김민준,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
55420,김백산,pitcher,투수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
50710,김범준,pitcher,투수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
55425,김상준,hitter,내야수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
54910,김준원,pitcher,투수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56326,김지석,hitter,내야수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56540,김한결,pitcher,투수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56595,김한홀,hitter,외야수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56002,대니엘,pitcher,투수,KT,2026,1,2035,데뷔 2026 · 1군 1시즌
56632,데일,hitter,내야수,KIA,2026,1,2035,데뷔 2026 · 1군 1시즌
56531,로드리게스,pitcher,투수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56146,리오스,pitcher,투수,LG,2026,1,2035,데뷔 2026 · 1군 1시즌
56813,마드리스,hitter,외야수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
56415,미야지,pitcher,투수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
52634,박상준,hitter,내야수,KIA,2026,1,2035,데뷔 2026 · 1군 1시즌
56468,박용재,pitcher,투수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
53706,박재규,pitcher,투수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56536,박정민,pitcher,투수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56709,박준영,pitcher,투수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56318,박준현,pitcher,투수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56337,박지성,pitcher,투수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
69994,박지한,pitcher,투수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56066,박지훈,pitcher,투수,KT,2026,1,2035,데뷔 2026 · 1군 1시즌
54303,박채울,hitter,외야수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56304,박한결,hitter,내야수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56928,버하겐,pitcher,투수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56841,베니지아노,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
54808,변건우,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
56036,보쉴리,pitcher,투수,KT,2026,1,2035,데뷔 2026 · 1군 1시즌
56402,보스,pitcher,투수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
56322,브룩스,hitter,야수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56950,블레인,hitter,내야수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56523,비슬리,pitcher,투수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56032,사우어,pitcher,투수,KT,2026,1,2035,데뷔 2026 · 1군 1시즌
56474,사토시,pitcher,투수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
56236,세베리노,hitter,내야수,두산,2026,1,2035,데뷔 2026 · 1군 1시즌
56011,스기모토,pitcher,투수,KT,2026,1,2035,데뷔 2026 · 1군 1시즌
56567,신동건,pitcher,투수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56808,신상연,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
53989,신성호,hitter,내야수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56909,신재인,hitter,내야수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56613,아데를린,hitter,야수,KIA,2026,1,2035,데뷔 2026 · 1군 1시즌
56801,아빌라,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
56165,양우진,pitcher,투수,LG,2026,1,2035,데뷔 2026 · 1군 1시즌
55631,엄준현,hitter,내야수,KIA,2026,1,2035,데뷔 2026 · 1군 1시즌
56712,에르난데스,pitcher,투수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56464,오러클린,pitcher,투수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
56754,오재원,hitter,외야수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56334,와일스,pitcher,투수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56719,왕옌청,pitcher,투수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
54906,원종해,pitcher,투수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
52765,유민,hitter,외야수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56348,유토,pitcher,투수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56006,이강민,hitter,내야수,KT,2026,1,2035,데뷔 2026 · 1군 1시즌
56708,이도훈,hitter,외야수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56563,이서준,hitter,내야수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56503,이이무라,pitcher,투수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56005,이재원,hitter,외야수,KT,2026,1,2035,데뷔 2026 · 1군 1시즌
51702,이준기,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
56554,이준서,pitcher,투수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
55417,이진용,hitter,외야수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
56366,이태양,pitcher,투수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56460,장찬희,pitcher,투수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
56345,정다훈,pitcher,투수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56469,정재훈,pitcher,투수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
51163,조건희,pitcher,투수,LG,2026,1,2035,데뷔 2026 · 1군 1시즌
55534,조민영,hitter,외야수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56633,지현,pitcher,투수,KIA,2026,1,2035,데뷔 2026 · 1군 1시즌
56799,짐머맨,pitcher,투수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56967,최요한,pitcher,투수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56793,최유빈,hitter,내야수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
55894,최윤석,hitter,내야수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
56338,최재영,hitter,내야수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56215,최주형,pitcher,투수,두산,2026,1,2035,데뷔 2026 · 1군 1시즌
56312,최현우,pitcher,투수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56103,카라스코,pitcher,투수,LG,2026,1,2035,데뷔 2026 · 1군 1시즌
56251,카메론,hitter,외야수,두산,2026,1,2035,데뷔 2026 · 1군 1시즌
56626,카스트로,hitter,외야수,KIA,2026,1,2035,데뷔 2026 · 1군 1시즌
56548,쿄야마,pitcher,투수,롯데,2026,1,2035,데뷔 2026 · 1군 1시즌
56760,쿠싱,pitcher,투수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56218,타무라,pitcher,투수,두산,2026,1,2035,데뷔 2026 · 1군 1시즌
56212,타카다,pitcher,투수,두산,2026,1,2035,데뷔 2026 · 1군 1시즌
56823,타케다,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
56966,테일러,pitcher,투수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56911,토다,pitcher,투수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56459,페덱,pitcher,투수,삼성,2026,1,2035,데뷔 2026 · 1군 1시즌
52628,한승연,hitter,외야수,KIA,2026,1,2035,데뷔 2026 · 1군 1시즌
55767,한지윤,hitter,포수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56855,해치,pitcher,투수,SSG,2026,1,2035,데뷔 2026 · 1군 1시즌
56904,허윤,hitter,내야수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
55996,홍재문,pitcher,투수,NC,2026,1,2035,데뷔 2026 · 1군 1시즌
56724,화이트,pitcher,투수,한화,2026,1,2035,데뷔 2026 · 1군 1시즌
56305,히우라,hitter,내야수,키움,2026,1,2035,데뷔 2026 · 1군 1시즌
56034,힐리어드,hitter,내야수,KT,2026,1,2035,데뷔 2026 · 1군 1시즌
