collect_year,playerId,playerName,teamName,isRetire,isPlayer,isQualified,hitterGameCount,hitterAb,hitterHra,hitterObp,hitterSlg,hitterOps,hitterIsop,hitterBabip,hitterWoba,hitterWrcPlus,hitterHr,hitterRbi,hitterRun,hitterHit,hitterH2,hitterH3,hitterBb,hitterHp,hitterKk,hitterSb,hitterCs,hitterGd,hitterWpa,hitterWar,sort_source
2020,75125,박병호,키움,Y,Y,False,93,309,0.2233009708737864,0.352,0.45,0.802,0.227,0.264,0.363,125.4,21,66,56,69,7,0,57,9,114,0,,,-0.203,3.1,hitterWar
2020,76849,이명기,NC,Y,Y,False,136,477,0.3060796645702306,0.374,0.369,0.743,0.063,0.359,0.351,106.9,2,45,82,146,18,3,50,4,78,12,,,-0.834,3.19,hitterWar
2020,79192,채은성,LG,N,Y,False,109,416,0.2932692307692308,0.351,0.452,0.803,0.159,0.316,0.359,133.6,15,88,59,122,17,2,32,9,69,0,,,-0.807,3.21,hitterWar
2020,63963,권희동,NC,N,Y,False,123,346,0.2601156069364161,0.379,0.41,0.789,0.1499999999999999,0.292,0.356,106.1,12,50,67,90,16,0,58,11,72,3,,,0.62,3.22,hitterWar
2020,74465,박석민,NC,Y,Y,False,123,356,0.3061797752808989,0.436,0.466,0.902,0.16,0.335,0.405,136.3,14,63,58,109,15,0,75,10,62,0,,,1.755,3.35,hitterWar
2020,50506,마차도,롯데,N,Y,False,144,486,0.279835390946502,0.356,0.422,0.778,0.1419999999999999,0.294,0.355,98.3,12,67,79,136,31,1,54,8,60,15,,,-0.292,3.4,hitterWar
2020,60523,정훈,롯데,Y,Y,False,111,410,0.2951219512195122,0.382,0.427,0.809,0.132,0.346,0.367,108.4,11,58,72,121,19,1,56,4,85,11,,,0.367,3.48,hitterWar
2020,79231,정수빈,두산,N,Y,False,141,490,0.2979591836734694,0.368,0.396,0.764,0.098,0.325,0.351,122.4,5,59,84,146,17,8,55,2,56,15,,,-0.856,3.52,hitterWar
2020,62925,강진성,NC,N,Y,False,121,395,0.3088607594936708,0.351,0.463,0.814,0.154,0.321,0.358,107.5,12,70,53,122,25,0,20,9,46,9,,,-0.195,3.0,hitterWar
2021,50165,라모스,LG,N,Y,False,51,185,0.2432432432432432,0.317,0.422,0.739,0.179,0.276,0.324,104.7,8,25,14,45,7,1,18,2,43,0,,,-0.428,0.82,hitterHr
2021,69102,문보경,LG,N,Y,False,107,278,0.2302158273381295,0.337,0.363,0.7,0.1329999999999999,0.269,0.322,99.6,8,39,37,64,11,1,46,0,64,3,,,-0.207,1.17,hitterHr
2021,66928,박준영,NC,Y,Y,False,111,273,0.2087912087912088,0.301,0.337,0.638,0.128,0.28,0.29,68.2,8,31,37,57,7,2,27,10,92,4,,,-2.8120000000000003,0.07,hitterHr
2021,63123,강승호,두산,N,Y,False,113,301,0.2392026578073089,0.301,0.375,0.676,0.136,0.297,0.307,90.3,7,37,47,72,16,2,22,6,78,8,,,-1.982,1.12,hitterHr
2021,65462,김기환,NC,N,Y,False,62,140,0.2071428571428571,0.25,0.35,0.6,0.143,0.283,0.266,51.8,3,13,19,29,7,2,8,0,45,15,,,-0.966,-0.48,hitterSb
2021,69100,구본혁,LG,N,Y,False,123,38,0.131578947368421,0.205,0.184,0.389,0.0519999999999999,0.152,0.2,12.1,0,3,10,5,2,0,3,1,7,0,,,-0.241,-0.01,hitterGameCount
2021,64012,송민섭,KT,N,Y,False,122,48,0.2291666666666666,0.383,0.229,0.612,0.0,0.423,0.285,65.2,0,7,39,11,0,0,12,0,22,15,,,0.282,0.53,hitterGameCount
2021,50458,김지찬,삼성,N,Y,False,120,296,0.2736486486486486,0.331,0.304,0.635,0.0299999999999999,0.3,0.298,75.2,1,26,50,81,6,0,27,0,31,23,,,-0.663,0.46,hitterSb
2021,66209,조수행,두산,N,Y,False,115,84,0.2857142857142857,0.417,0.369,0.786,0.083,0.404,0.372,135.4,1,8,34,24,2,1,16,3,26,21,,,-0.402,0.98,hitterSb
2021,77564,김민성,LG,N,Y,False,121,360,0.2222222222222222,0.313,0.35,0.663,0.1279999999999999,0.254,0.305,86.5,8,39,35,80,22,0,42,8,73,3,,,-1.908,0.61,hitterHr
2021,64610,강한울,삼성,N,Y,False,124,223,0.2600896860986547,0.341,0.283,0.624,0.0229999999999999,0.345,0.29,70.0,0,27,25,58,5,0,29,0,58,2,,,-1.036,-0.04,hitterGameCount
2021,71837,김강민,SSG,Y,Y,False,122,223,0.2376681614349775,0.327,0.404,0.731,0.166,0.271,0.335,100.4,8,27,43,53,11,1,25,6,52,3,,,-0.989,1.67,hitterHr
2021,65610,황대인,KIA,N,Y,False,86,282,0.2375886524822695,0.283,0.418,0.701,0.18,0.255,0.303,83.0,13,45,30,67,10,1,18,2,62,0,,,-0.611,0.47,hitterHr
2021,60558,오태곤,SSG,N,Y,False,122,235,0.2680851063829787,0.313,0.426,0.739,0.1579999999999999,0.309,0.335,101.3,9,35,47,63,10,0,14,2,52,9,,,-0.817,1.24,hitterHr
2021,73113,박경수,KT,Y,Y,False,118,239,0.1924686192468619,0.301,0.347,0.648,0.1549999999999999,0.24,0.289,65.3,9,33,24,46,10,0,34,3,76,0,,,-1.324,0.4,hitterHr
2021,78135,이형종,LG,N,Y,False,90,239,0.2175732217573222,0.332,0.389,0.721,0.171,0.256,0.325,103.5,10,34,32,52,11,0,34,7,65,3,,,-3.097,1.14,hitterHr
2021,74465,박석민,NC,Y,Y,False,59,171,0.2573099415204678,0.361,0.48,0.841,0.2229999999999999,0.283,0.367,118.3,10,41,27,44,8,0,27,2,43,0,,,-0.592,0.93,hitterHr
2021,68730,호잉,KT,N,Y,False,68,259,0.2393822393822393,0.313,0.417,0.73,0.178,0.254,0.321,88.1,11,52,32,62,11,1,26,4,52,5,,,-0.68,0.93,hitterHr
2021,79402,김상수,삼성,N,Y,True,132,429,0.2354312354312354,0.32,0.301,0.621,0.066,0.259,0.297,74.4,3,42,46,101,17,1,52,3,51,4,,,-2.692,1.11,hitterHra
2021,64868,조용호,KT,N,Y,True,138,428,0.2359813084112149,0.349,0.273,0.622,0.037,0.29,0.3,75.4,0,48,71,101,14,1,74,3,85,12,,,-1.371,0.65,hitterHra
2021,64646,박찬호,KIA,N,Y,True,131,418,0.2464114832535885,0.331,0.313,0.644,0.067,0.294,0.305,83.3,1,59,51,103,15,5,54,0,73,9,,,-0.793,1.12,hitterHra
2021,62925,강진성,NC,N,Y,True,124,406,0.2487684729064039,0.33,0.35,0.68,0.1009999999999999,0.282,0.314,84.0,7,38,49,101,20,0,36,14,68,9,,,-2.736,0.24,hitterHra
2021,75566,이원석,삼성,Y,Y,True,131,399,0.2305764411027568,0.341,0.346,0.687,0.1149999999999999,0.261,0.319,85.6,9,59,40,92,19,0,60,11,80,1,,,-1.235,1.08,hitterOps
2021,64006,심우준,KT,N,Y,True,139,407,0.2678132678132678,0.323,0.371,0.694,0.1029999999999999,0.301,0.317,87.5,6,48,61,109,20,2,32,4,65,16,,,-1.387,1.77,hitterOps
2021,63963,권희동,NC,N,Y,False,55,133,0.2631578947368421,0.406,0.466,0.872,0.203,0.26,0.392,135.9,8,26,25,35,3,0,29,5,24,2,,,0.237,1.53,hitterHr
2021,63704,노수광,한화,N,Y,False,52,160,0.23125,0.309,0.331,0.64,0.1,0.306,0.298,78.8,3,14,21,37,7,0,17,1,46,13,,,-1.24,0.86,hitterSb
2021,79358,강윤구,롯데,Y,Y,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,hitterWpa
2021,79231,정수빈,두산,N,Y,False,104,313,0.2587859424920127,0.326,0.374,0.7,0.1149999999999999,0.298,0.323,100.3,3,37,50,81,19,4,29,3,50,12,,,-1.012,1.53,hitterSb
2021,79240,허경민,두산,N,Y,True,136,468,0.2777777777777778,0.338,0.365,0.703,0.0869999999999999,0.29,0.326,102.9,5,59,61,130,24,1,36,8,35,5,,,-2.028,1.56,hitterOps
2021,67005,홍현빈,KT,N,Y,False,43,11,0.1818181818181818,0.182,0.182,0.364,0.0,0.667,0.227,23.8,0,0,8,2,0,0,0,0,8,0,,,0.002,0.0,hitterWpa
2021,65269,김민혁,두산,N,Y,False,6,6,0.0,0.25,0.0,0.25,0.0,0.0,0.18,-2.8,0,0,0,0,0,0,2,0,2,0,,,0.02,-0.06,hitterWpa
2021,65399,허정협,키움,N,Y,False,29,45,0.1555555555555555,0.269,0.156,0.425,0.0,0.2,0.271,58.0,0,2,5,7,0,0,7,0,10,0,,,0.021,-0.12,hitterWpa
2021,68614,오정환,KIA,N,Y,False,9,17,0.2352941176470588,0.278,0.294,0.572,0.059,0.5,0.259,50.3,0,2,1,4,1,0,1,0,9,0,,,0.028,-0.06,hitterWpa
2021,68205,전민재,두산,N,Y,False,9,4,0.25,0.2,0.25,0.45,0.0,0.333,0.18,-2.7,0,1,1,1,0,0,0,0,2,0,,,0.043,-0.1,hitterWpa
2021,51302,이주형,키움,N,Y,False,5,10,0.1,0.182,0.4,0.582,0.3,0.0,0.243,47.3,1,3,1,1,0,0,1,0,7,0,,,0.147,-0.04,hitterWpa
2021,78361,전민수,NC,Y,Y,False,71,98,0.2551020408163265,0.33,0.378,0.708,0.123,0.306,0.322,86.1,3,16,12,25,3,0,11,0,23,0,,,0.18,0.16,hitterWpa
2021,78643,백용환,한화,Y,Y,False,39,86,0.1395348837209302,0.26,0.291,0.551,0.1509999999999999,0.143,0.268,56.3,4,4,10,12,1,0,11,3,26,0,,,0.202,-0.21,hitterWpa
2021,64213,최용제,두산,Y,Y,False,79,104,0.2788461538461538,0.356,0.308,0.664,0.0289999999999999,0.345,0.307,88.1,0,15,7,29,3,0,11,2,21,0,,,0.231,0.19,hitterWpa
2021,50054,천성호,KT,N,Y,False,41,42,0.2857142857142857,0.362,0.31,0.672,0.024,0.364,0.315,85.4,0,4,13,12,1,0,3,2,9,1,,,0.247,0.0,hitterWpa
2021,62907,박민우,NC,N,Y,False,50,180,0.2611111111111111,0.36,0.339,0.699,0.078,0.291,0.33,98.4,1,18,30,47,5,3,22,7,23,12,,,-0.894,1.06,hitterSb
2021,50204,박지훈,두산,N,Y,False,34,12,0.3333333333333333,0.429,0.417,0.846,0.0839999999999999,0.444,0.386,145.7,0,2,6,4,1,0,1,1,3,3,,,0.329,0.13,hitterWpa
2021,64014,김병희,KT,Y,Y,False,34,52,0.2884615384615384,0.456,0.635,1.091,0.347,0.313,0.461,191.7,5,13,16,15,3,0,13,3,15,3,,,0.986,0.96,hitterWpa
2021,61869,정진기,NC,N,Y,False,88,193,0.2227979274611398,0.265,0.358,0.623,0.1349999999999999,0.25,0.275,57.0,6,21,27,43,8,0,10,1,39,6,,,-0.788,-0.08,hitterSb
2021,51100,이영빈,LG,N,Y,False,72,148,0.2432432432432432,0.323,0.345,0.668,0.1019999999999999,0.354,0.305,88.1,2,16,21,36,9,0,15,3,51,6,,,-0.164,0.13,hitterSb
2021,76849,이명기,NC,Y,Y,False,56,191,0.2931937172774869,0.41,0.387,0.797,0.094,0.333,0.374,128.8,2,14,30,56,12,0,37,1,27,6,,,0.459,1.78,hitterSb
2021,51907,김주원,NC,N,Y,False,69,166,0.2409638554216867,0.316,0.386,0.702,0.145,0.33,0.312,83.7,5,16,20,40,7,1,17,2,57,6,,,-0.956,0.29,hitterSb
2021,78217,김용의,LG,Y,Y,False,102,27,0.1481481481481481,0.351,0.222,0.573,0.074,0.174,0.262,56.3,0,2,19,4,2,0,9,0,5,6,,,0.162,0.07,hitterSb
2021,64004,김민혁,KT,N,Y,False,75,172,0.3197674418604651,0.397,0.395,0.792,0.075,0.372,0.369,124.0,1,13,22,55,6,2,20,2,26,6,,,-0.24,1.1,hitterSb
2021,61554,김민하,한화,N,Y,False,46,115,0.208695652173913,0.345,0.287,0.632,0.0779999999999999,0.288,0.309,86.8,1,17,14,24,4,1,17,8,36,6,,,-0.964,0.19,hitterSb
2021,65506,김재유,롯데,Y,Y,False,87,174,0.2873563218390804,0.34,0.351,0.691,0.064,0.358,0.322,89.8,1,18,27,50,8,0,10,4,36,7,,,-0.292,0.84,hitterSb
2021,64984,김태진,KIA,N,Y,False,99,381,0.2755905511811024,0.314,0.341,0.655,0.065,0.325,0.301,79.0,1,36,43,105,12,5,23,0,64,8,,,-1.7970000000000002,-0.18,hitterSb
2021,69992,최정원,NC,N,Y,False,72,212,0.2830188679245283,0.35,0.321,0.671,0.038,0.349,0.309,84.2,0,8,40,60,4,2,18,4,40,10,,,-1.233,0.22,hitterSb
2021,68909,최보성,NC,N,Y,False,10,12,0.25,0.308,0.25,0.558,0.0,0.429,0.246,39.7,0,1,0,3,0,0,0,1,5,0,,,0.456,-0.18,hitterWpa
2021,78548,장성우,KT,N,Y,True,127,385,0.2311688311688311,0.337,0.374,0.711,0.143,0.246,0.322,88.4,14,63,46,89,13,0,60,3,69,1,,,-0.031,1.27,hitterOps
2021,69652,터커,KIA,N,Y,True,127,468,0.2371794871794871,0.334,0.35,0.684,0.1129999999999999,0.258,0.316,90.4,9,59,42,111,24,1,61,8,66,0,,,-1.273,0.82,hitterOps
2021,75125,박병호,키움,Y,Y,True,118,409,0.2273838630806846,0.323,0.43,0.753,0.2029999999999999,0.286,0.328,98.5,20,76,48,93,23,0,47,14,141,0,,,-0.944,1.81,hitterOps
2021,67304,김혜성,키움,N,Y,False,144,559,0.3041144901610018,0.372,0.367,0.739,0.063,0.356,0.342,104.5,3,66,99,170,20,3,65,1,97,46,,,-0.882,3.49,hitterWar
2021,77532,손아섭,롯데,N,Y,False,139,542,0.3191881918819188,0.39,0.397,0.787,0.078,0.359,0.368,119.9,3,58,88,173,29,2,61,3,67,11,,,0.182,3.5,hitterWar
2021,79365,박동원,키움,N,Y,False,131,413,0.2493946731234866,0.342,0.46,0.802,0.211,0.289,0.359,124.1,22,83,61,103,21,0,53,7,114,2,,,0.034,3.54,hitterWar
2021,79608,안치홍,롯데,N,Y,False,119,421,0.3064133016627078,0.379,0.458,0.837,0.152,0.329,0.371,121.6,10,82,58,129,30,2,52,3,58,3,,,0.093,3.55,hitterWar
2021,64153,양석환,두산,N,Y,False,133,488,0.2725409836065574,0.337,0.49,0.827,0.2169999999999999,0.317,0.357,129.4,28,96,66,133,22,0,42,9,136,2,,,0.289,3.58,hitterWar
2021,66606,최원준,KIA,N,Y,False,143,589,0.2954159592529711,0.37,0.372,0.742,0.077,0.327,0.346,112.5,4,44,82,174,21,6,61,11,68,40,,,-1.121,3.73,hitterWar
2021,76290,김현수,LG,N,Y,False,140,506,0.2845849802371542,0.376,0.435,0.811,0.15,0.279,0.365,128.5,17,96,70,144,23,1,77,3,42,3,,,0.891,3.73,hitterWar
2021,78288,최재훈,한화,N,Y,False,116,375,0.2746666666666666,0.405,0.387,0.792,0.1119999999999999,0.317,0.366,124.9,7,44,52,103,21,0,72,12,68,3,,,0.162,3.87,hitterWar
2021,78603,김선빈,KIA,N,Y,False,130,501,0.3073852295409182,0.375,0.401,0.776,0.094,0.323,0.354,116.1,5,67,55,154,32,0,56,1,39,0,,,1.448,4.14,hitterWar
2021,62895,한유섬,SSG,N,Y,False,135,442,0.2782805429864253,0.373,0.534,0.907,0.256,0.287,0.395,137.3,31,95,71,123,18,1,60,10,96,1,,,0.826,4.34,hitterWar
2021,51463,피렐라,삼성,N,Y,False,140,553,0.2857142857142857,0.359,0.495,0.854,0.209,0.295,0.385,129.4,29,97,102,158,25,2,57,8,89,9,,,1.949,4.47,hitterWar
2021,62947,나성범,NC,N,Y,False,144,570,0.2807017543859649,0.335,0.509,0.844,0.2279999999999999,0.329,0.367,118.8,33,101,96,160,29,1,38,11,155,1,,,1.329,3.48,hitterWar
2021,68743,정은원,한화,N,Y,False,139,495,0.2828282828282828,0.407,0.384,0.791,0.101,0.346,0.369,129.3,6,39,85,140,22,5,105,1,105,19,,,-0.298,4.53,hitterWar
2021,79215,박건우,두산,N,Y,False,126,458,0.3253275109170305,0.4,0.441,0.841,0.1159999999999999,0.37,0.389,146.9,6,63,82,149,31,2,50,11,72,13,,,0.47,4.96,hitterWar
2021,50923,알테어,NC,N,Y,False,143,492,0.2723577235772357,0.358,0.514,0.872,0.242,0.33,0.386,131.8,32,84,83,134,19,2,57,11,156,20,,,0.668,5.05,hitterWar
2021,78224,김재환,두산,N,Y,False,137,475,0.2736842105263158,0.382,0.501,0.883,0.2269999999999999,0.316,0.394,154.5,27,102,86,130,23,2,81,5,127,2,,,1.457,5.18,hitterWar
2021,62404,구자욱,삼성,N,Y,False,139,543,0.3057090239410681,0.361,0.519,0.88,0.213,0.331,0.385,130.0,22,88,107,166,30,10,48,6,98,27,,,1.255,5.33,hitterWar
2021,78513,전준우,롯데,N,Y,False,144,552,0.3478260869565217,0.405,0.469,0.874,0.121,0.384,0.39,137.3,7,92,88,192,46,0,53,5,71,6,,,2.522,5.45,hitterWar
2021,75847,최정,SSG,N,Y,False,134,436,0.2775229357798165,0.41,0.562,0.972,0.284,0.277,0.424,159.0,35,100,92,121,17,1,84,22,102,8,,,3.391,5.72,hitterWar
2021,68050,강백호,KT,N,Y,False,142,516,0.3468992248062015,0.45,0.521,0.971,0.174,0.385,0.423,153.8,16,102,76,179,40,1,103,0,85,10,,,3.915,5.85,hitterWar
2021,76232,양의지,NC,N,Y,False,141,480,0.325,0.414,0.581,0.995,0.2559999999999999,0.315,0.423,155.9,30,111,81,156,29,2,69,11,60,2,,,3.96,6.14,hitterWar
2021,66108,홍창기,LG,N,Y,False,144,524,0.3282442748091603,0.456,0.408,0.864,0.0799999999999999,0.393,0.401,151.6,4,52,103,172,26,2,109,16,95,23,,,2.469,6.59,hitterWar
2021,67341,이정후,키움,N,Y,False,123,464,0.3599137931034483,0.438,0.522,0.96,0.162,0.373,0.426,164.6,7,84,78,167,42,6,62,9,37,10,,,2.052,7.38,hitterWar
2021,72443,최형우,KIA,N,Y,True,104,373,0.2332439678284182,0.354,0.375,0.729,0.142,0.253,0.337,95.1,12,55,52,87,15,1,67,4,67,0,,,0.019,1.18,hitterOps
2021,69209,페르난데스,두산,N,Y,False,141,540,0.3148148148148148,0.391,0.443,0.834,0.128,0.313,0.38,141.4,15,81,73,170,24,0,65,6,35,0,,,-0.814,4.7,hitterWar
2021,60523,정훈,롯데,Y,Y,False,135,486,0.2921810699588477,0.38,0.438,0.818,0.146,0.332,0.366,113.0,14,79,70,142,27,1,68,3,89,8,,,-1.166,3.41,hitterWar
2021,51817,추신수,SSG,Y,Y,False,137,461,0.2646420824295011,0.409,0.451,0.86,0.186,0.315,0.393,138.7,21,69,84,122,19,2,103,12,123,25,,,2.955,4.49,hitterWar
2021,74540,강민호,삼성,N,Y,False,123,406,0.2906403940886699,0.361,0.478,0.839,0.187,0.292,0.371,117.3,18,67,55,118,22,0,45,4,53,0,,,-0.031,3.15,hitterWar
2021,76313,황재균,KT,Y,Y,True,117,453,0.2913907284768212,0.358,0.402,0.76,0.111,0.344,0.346,107.3,10,56,74,132,16,2,46,3,92,11,,,-1.301,1.97,hitterOps
2021,75334,오재일,삼성,Y,Y,False,120,418,0.284688995215311,0.366,0.512,0.878,0.227,0.319,0.378,116.7,25,97,64,119,20,0,58,0,106,1,,,1.835,3.25,hitterWar
2021,71564,이대호,롯데,Y,Y,True,114,420,0.2857142857142857,0.342,0.448,0.79,0.162,0.283,0.345,102.5,19,81,39,120,11,0,34,5,50,0,,,0.005,1.8,hitterOps
2021,61404,김헌곤,삼성,N,Y,False,118,317,0.2807570977917981,0.355,0.356,0.711,0.0749999999999999,0.313,0.335,100.9,4,27,38,89,8,2,34,5,46,5,,,-1.977,1.98,hitterWar
2021,76802,김성현,SSG,N,Y,False,110,237,0.2827004219409282,0.356,0.422,0.778,0.139,0.296,0.358,119.2,6,37,27,67,15,0,29,0,29,5,,,0.343,1.99,hitterWar
2021,67872,로맥,SSG,Y,Y,False,107,355,0.2253521126760563,0.34,0.425,0.765,0.1999999999999999,0.235,0.346,106.0,20,52,55,80,11,0,59,4,83,1,,,-2.087,2.0,hitterWar
2021,61102,유강남,LG,N,Y,False,130,397,0.2518891687657431,0.317,0.375,0.692,0.123,0.284,0.321,99.7,11,60,39,100,16,0,25,14,75,2,,,-1.791,2.07,hitterWar
2021,64468,박계범,두산,N,Y,False,118,322,0.2670807453416149,0.368,0.357,0.725,0.0899999999999999,0.321,0.336,111.0,5,46,44,86,12,1,44,9,68,4,,,-0.265,2.08,hitterWar
2021,76267,최주환,SSG,N,Y,False,116,406,0.2561576354679803,0.353,0.429,0.782,0.173,0.281,0.351,107.8,18,67,50,104,16,0,53,9,84,2,,,-1.719,2.09,hitterWar
2021,69737,노시환,한화,N,Y,False,107,380,0.2710526315789474,0.386,0.466,0.852,0.195,0.328,0.372,120.1,18,84,56,103,18,1,73,1,107,5,,,0.474,2.13,hitterWar
2021,74339,유한준,KT,Y,Y,False,104,282,0.3085106382978723,0.409,0.418,0.827,0.1089999999999999,0.332,0.38,123.6,5,42,30,87,16,0,44,7,34,1,,,0.616,2.15,hitterWar
2021,78168,서건창,LG,N,Y,False,144,513,0.253411306042885,0.35,0.343,0.693,0.09,0.286,0.316,90.0,6,52,78,130,24,2,69,9,78,12,,,-0.996,2.28,hitterWar
2021,66704,김태연,한화,N,Y,False,53,176,0.3011363636363636,0.418,0.42,0.838,0.119,0.373,0.395,147.4,3,34,29,53,12,0,34,5,44,5,,,1.495,2.07,hitterWar
2021,50854,최지훈,SSG,N,Y,False,136,461,0.2624728850325379,0.342,0.362,0.704,0.0999999999999999,0.297,0.318,92.9,5,45,75,121,19,6,51,8,71,26,,,-1.312,2.32,hitterWar
2021,79192,채은성,LG,N,Y,False,110,387,0.276485788113695,0.359,0.452,0.811,0.176,0.305,0.362,129.5,16,82,59,107,20,0,38,16,80,4,,,0.684,3.1,hitterWar
2021,50506,마차도,롯데,N,Y,False,134,466,0.278969957081545,0.359,0.361,0.72,0.0819999999999999,0.31,0.336,98.8,5,58,83,130,21,1,58,4,65,8,,,-2.127,3.02,hitterWar
2021,74163,이용규,키움,N,Y,False,133,459,0.2962962962962963,0.392,0.373,0.765,0.077,0.323,0.354,112.6,1,43,88,136,16,8,71,5,46,17,,,0.245,3.0,hitterWar
2021,62415,박해민,삼성,N,Y,False,127,454,0.2907488986784141,0.383,0.377,0.76,0.086,0.34,0.35,109.4,5,54,78,132,22,1,69,3,82,36,,,-0.112,2.93,hitterWar
2021,64166,배정대,KT,N,Y,False,144,510,0.2588235294117647,0.353,0.378,0.731,0.119,0.323,0.329,94.5,12,68,85,132,23,1,65,12,132,19,,,-2.249,2.88,hitterWar
2021,67893,박성한,SSG,N,Y,False,135,407,0.3022113022113022,0.377,0.388,0.765,0.086,0.358,0.349,113.8,4,44,53,123,21,1,49,1,73,12,,,0.156,2.92,hitterWar
2021,62700,하주석,한화,N,Y,False,138,525,0.2723809523809524,0.346,0.392,0.738,0.12,0.347,0.333,103.1,10,68,84,143,27,3,51,10,135,23,,,-1.998,2.59,hitterWar
2021,68525,한동희,롯데,N,Y,False,129,424,0.2665094339622642,0.364,0.443,0.807,0.176,0.304,0.362,116.2,17,69,54,113,24,0,61,6,95,0,,,-0.457,2.58,hitterWar
2021,62931,노진혁,NC,N,Y,False,107,330,0.2878787878787879,0.374,0.427,0.801,0.139,0.37,0.357,116.0,8,58,41,95,22,0,42,5,90,1,,,-0.115,2.48,hitterWar
2021,63257,김인태,두산,N,Y,False,133,344,0.2587209302325581,0.373,0.378,0.751,0.119,0.297,0.342,116.1,8,46,51,89,15,1,62,3,67,0,,,0.421,2.32,hitterWar
2021,79109,오지환,LG,N,Y,False,134,464,0.2543103448275862,0.335,0.356,0.691,0.1019999999999999,0.29,0.319,97.6,8,57,62,118,19,2,54,5,82,12,,,-2.314,2.68,hitterWar
2022,74163,이용규,키움,N,Y,False,86,271,0.1992619926199262,0.326,0.221,0.547,0.0219999999999999,0.234,0.302,85.5,0,21,34,54,6,0,45,7,42,12,,,-1.007,0.61,hitterSb
2022,62802,박승욱,롯데,N,Y,False,100,198,0.2272727272727272,0.292,0.298,0.59,0.0709999999999999,0.344,0.26,50.8,1,16,29,45,7,2,16,2,69,8,,,-1.624,-0.23,hitterSb
2022,62404,구자욱,삼성,N,Y,False,99,409,0.293398533007335,0.34,0.401,0.741,0.108,0.357,0.332,101.0,5,38,69,120,23,3,27,3,84,11,,,-1.225,1.86,hitterSb
2022,67449,김성윤,삼성,N,Y,False,48,42,0.1904761904761904,0.292,0.333,0.625,0.143,0.226,0.278,61.7,1,2,14,8,3,0,5,1,10,10,,,-0.288,0.24,hitterSb
2022,50500,황성빈,롯데,N,Y,False,102,320,0.29375,0.341,0.366,0.707,0.072,0.35,0.334,106.1,1,16,62,94,12,4,22,2,55,10,,,-1.573,0.92,hitterSb
2022,78168,서건창,LG,N,Y,False,77,219,0.2237442922374429,0.299,0.306,0.605,0.0819999999999999,0.27,0.289,79.4,2,18,39,49,10,1,20,4,44,8,,,-2.201,0.71,hitterSb
2022,71837,김강민,SSG,Y,Y,False,84,178,0.3033707865168539,0.375,0.449,0.824,0.146,0.363,0.375,132.3,5,18,24,54,11,0,18,3,39,1,,,0.529,1.42,hitterWpa
2022,50709,박정현,한화,N,Y,False,81,205,0.2439024390243902,0.289,0.317,0.606,0.073,0.322,0.292,79.3,3,19,23,50,4,1,12,1,56,6,,,-2.183,0.4,hitterSb
2022,65905,최승민,NC,N,Y,False,44,34,0.3235294117647059,0.324,0.324,0.648,0.0,0.407,0.291,78.8,0,3,19,11,0,0,0,0,7,6,,,-0.508,-0.04,hitterSb
2022,64906,강민국,키움,Y,Y,False,3,3,0.0,0.25,0.0,0.25,0.0,0.0,0.18,-5.0,0,1,0,0,0,0,1,0,1,0,,,0.236,-0.08,hitterWpa
2022,52806,라가레스,SSG,N,Y,False,49,181,0.3149171270718232,0.362,0.464,0.826,0.149,0.319,0.366,127.4,6,32,24,57,9,0,14,1,18,3,,,0.262,1.36,hitterWpa
2022,52605,김도영,KIA,N,Y,False,103,224,0.2366071428571428,0.312,0.362,0.674,0.125,0.313,0.307,90.7,3,19,37,53,11,4,22,3,62,13,,,-1.634,0.4,hitterSb
2022,66928,박준영,NC,Y,Y,False,75,208,0.2163461538461538,0.308,0.322,0.63,0.106,0.272,0.296,79.7,4,19,27,45,8,1,27,1,54,7,,,-1.5550000000000002,-0.07,hitterSb
2022,65462,김기환,NC,N,Y,False,73,113,0.2212389380530973,0.31,0.283,0.593,0.0619999999999999,0.329,0.28,69.0,0,6,26,25,5,1,13,2,38,14,,,-1.576,0.21,hitterSb
2022,75566,이원석,삼성,Y,Y,False,88,288,0.2673611111111111,0.346,0.417,0.763,0.1499999999999999,0.313,0.345,107.4,10,60,31,77,13,0,33,5,70,0,,,-0.01,1.46,hitterHr
2022,66209,조수행,두산,N,Y,False,117,119,0.2352941176470588,0.295,0.311,0.606,0.076,0.303,0.277,72.7,1,9,36,28,4,1,10,1,31,22,,,-1.091,0.2,hitterSb
2022,50458,김지찬,삼성,N,Y,False,113,361,0.2797783933518005,0.361,0.332,0.693,0.0519999999999999,0.338,0.319,95.8,0,25,62,101,7,6,45,2,64,25,,,-0.702,1.66,hitterSb
2022,62244,박세혁,두산,N,Y,False,128,351,0.2478632478632478,0.32,0.316,0.636,0.068,0.299,0.291,81.9,3,41,33,87,13,1,33,6,71,2,,,-2.841,0.9,hitterGameCount
2022,60558,오태곤,SSG,N,Y,False,130,263,0.2319391634980988,0.293,0.338,0.631,0.106,0.294,0.289,73.3,4,23,48,61,14,1,15,9,68,11,,,-0.63,1.05,hitterGameCount
