collect_year,playerId,playerName,teamName,isRetire,isPlayer,isQualified,hitterGameCount,hitterAb,hitterHra,hitterObp,hitterSlg,hitterOps,hitterIsop,hitterBabip,hitterWoba,hitterWrcPlus,hitterHr,hitterRbi,hitterRun,hitterHit,hitterH2,hitterH3,hitterBb,hitterHp,hitterKk,hitterSb,hitterCs,hitterGd,hitterWpa,hitterWar,sort_source
2017,67935,스크럭스,NC,N,Y,False,115,437,0.2997711670480549,0.402,0.595,0.997,0.295,0.353,0.428,155.3,35,111,91,131,24,0,65,12,134,4,,,2.867,5.21,hitterWar
2017,72133,박용택,LG,Y,Y,False,138,509,0.343811394891945,0.424,0.479,0.903,0.135,0.387,0.405,160.9,14,90,83,175,23,2,72,6,88,4,,,4.129,5.27,hitterWar
2017,67450,러프,삼성,N,Y,False,134,515,0.3145631067961165,0.396,0.569,0.965,0.2539999999999999,0.344,0.421,132.9,31,124,90,162,38,0,60,12,107,2,,,2.866,5.29,hitterWar
2017,62947,나성범,NC,N,Y,False,125,498,0.3473895582329317,0.415,0.584,0.999,0.237,0.413,0.429,150.9,24,99,103,173,42,2,48,12,116,17,,,3.274,5.55,hitterWar
2017,62404,구자욱,삼성,N,Y,False,144,564,0.3102836879432624,0.383,0.527,0.91,0.217,0.371,0.399,123.8,21,107,108,175,39,10,63,10,138,10,,,1.645,5.75,hitterWar
2017,66740,로사리오,한화,N,Y,False,119,445,0.3393258426966292,0.414,0.661,1.075,0.322,0.324,0.451,155.1,37,111,100,151,30,1,50,10,61,10,,,2.398,5.76,hitterWar
2017,67650,버나디나,KIA,N,Y,False,139,557,0.3195691202872531,0.372,0.54,0.912,0.22,0.354,0.395,125.1,27,111,118,178,26,8,41,11,112,32,,,2.061,6.08,hitterWar
2017,77532,손아섭,롯데,N,Y,False,144,576,0.3350694444444444,0.42,0.514,0.934,0.179,0.374,0.418,123.8,20,80,113,193,35,4,83,4,96,25,,,2.953,6.28,hitterWar
2017,79215,박건우,두산,N,Y,False,131,483,0.3664596273291925,0.424,0.582,1.006,0.2159999999999999,0.39,0.433,171.4,20,78,91,177,40,2,41,10,64,20,,,1.27,7.19,hitterWar
2017,78224,김재환,두산,N,Y,False,144,544,0.3400735294117647,0.429,0.603,1.032,0.2629999999999999,0.385,0.443,176.9,35,115,110,185,34,2,81,7,123,4,,,6.263,7.78,hitterWar
2017,77564,김민성,넥센,N,Y,True,133,472,0.2817796610169492,0.345,0.436,0.781,0.154,0.317,0.349,86.9,15,78,59,133,26,1,43,7,93,0,,,0.472,1.78,hitterOps
2017,75847,최정,SK,N,Y,False,130,430,0.3162790697674418,0.427,0.684,1.111,0.368,0.316,0.454,147.3,46,113,89,136,18,1,70,19,107,1,,,3.449,5.2,hitterWar
2017,63963,권희동,NC,N,Y,False,141,472,0.2860169491525424,0.371,0.458,0.829,0.172,0.314,0.37,121.2,19,86,72,135,20,2,51,17,90,3,,,0.458,3.06,hitterWar
2017,66244,에반스,두산,Y,Y,False,138,514,0.2957198443579766,0.372,0.49,0.862,0.194,0.332,0.38,141.1,27,90,82,152,19,0,61,3,114,2,,,1.834,4.83,hitterWar
2017,75808,정근우,한화,Y,Y,False,105,391,0.329923273657289,0.392,0.471,0.863,0.1409999999999999,0.352,0.383,113.7,11,46,73,129,22,0,32,10,48,6,,,0.509,3.05,hitterWar
2017,76267,최주환,두산,N,Y,True,129,399,0.3007518796992481,0.37,0.424,0.794,0.123,0.333,0.351,109.9,7,57,65,120,16,6,38,9,58,3,,,-0.122,1.92,hitterOps
2017,74339,유한준,KT,Y,Y,True,133,445,0.3056179775280899,0.37,0.436,0.806,0.13,0.327,0.361,92.1,13,68,52,136,19,0,45,2,59,0,,,0.343,1.71,hitterOps
2017,76232,양의지,두산,N,Y,False,111,347,0.276657060518732,0.373,0.441,0.814,0.1639999999999999,0.29,0.366,128.0,14,67,47,96,15,0,43,12,53,1,,,-0.479,3.05,hitterWar
2017,73209,나주환,SK,Y,Y,True,122,419,0.2911694510739857,0.329,0.489,0.818,0.198,0.326,0.351,95.4,19,65,69,122,24,1,19,5,85,0,,,0.512,2.12,hitterOps
2017,70756,이범호,KIA,Y,Y,False,115,382,0.2722513089005235,0.365,0.505,0.87,0.2329999999999999,0.28,0.376,111.1,25,89,57,104,14,0,52,7,81,0,,,1.314,2.14,hitterWar
2017,79109,오지환,LG,N,Y,False,107,334,0.2724550898203592,0.362,0.407,0.769,0.1349999999999999,0.367,0.348,123.8,8,39,47,91,13,4,45,5,105,10,,,-1.548,2.15,hitterWar
2017,75151,정의윤,SK,N,Y,False,112,349,0.3209169054441261,0.367,0.496,0.863,0.175,0.35,0.383,119.6,15,45,44,112,16,0,19,9,61,0,,,-0.246,2.2,hitterWar
2017,73113,박경수,KT,Y,Y,False,131,442,0.2624434389140271,0.352,0.43,0.782,0.1679999999999999,0.324,0.348,82.3,15,66,62,116,27,1,57,6,118,1,,,-0.654,2.2,hitterWar
2017,67394,초이스,넥센,N,Y,False,46,176,0.3068181818181818,0.388,0.653,1.041,0.346,0.333,0.434,141.7,17,42,37,54,8,1,17,7,49,0,,,1.29,2.23,hitterWar
2017,95436,이승엽,삼성,Y,Y,False,135,472,0.2796610169491525,0.347,0.517,0.864,0.237,0.291,0.374,101.4,24,87,65,132,30,5,47,6,85,1,,,0.126,2.25,hitterWar
2017,74206,김재호,두산,Y,Y,False,91,283,0.293286219081272,0.371,0.438,0.809,0.145,0.329,0.355,116.7,7,50,34,83,18,1,36,3,52,7,,,0.384,2.26,hitterWar
2017,76753,송광민,한화,Y,Y,False,117,437,0.3272311212814645,0.356,0.476,0.832,0.1489999999999999,0.378,0.369,107.0,13,75,71,143,26,0,21,3,88,2,,,-0.248,2.28,hitterWar
2017,74540,강민호,롯데,N,Y,False,130,456,0.2850877192982456,0.361,0.482,0.843,0.197,0.324,0.366,89.0,22,68,62,130,22,1,41,15,104,0,,,-0.356,2.36,hitterWar
2017,61353,고종욱,넥센,N,Y,True,123,426,0.312206572769953,0.349,0.462,0.811,0.15,0.381,0.355,90.0,8,54,70,133,24,8,22,3,92,16,,,-0.072,1.21,hitterOps
2017,76849,이명기,KIA,Y,Y,False,115,464,0.3318965517241379,0.371,0.459,0.83,0.127,0.362,0.368,109.8,9,63,79,154,24,4,28,3,57,8,,,-0.598,2.43,hitterWar
2017,67872,로맥,SK,Y,Y,False,102,359,0.2423398328690807,0.344,0.554,0.898,0.312,0.263,0.387,112.3,31,64,58,87,19,0,50,6,116,1,,,0.606,2.37,hitterWar
2017,67598,번즈,롯데,N,Y,False,116,423,0.3026004728132387,0.361,0.499,0.86,0.196,0.363,0.376,100.1,15,57,71,128,38,0,29,11,100,10,,,-0.708,2.98,hitterWar
2017,71752,김태균,한화,Y,Y,False,94,356,0.3398876404494382,0.413,0.545,0.958,0.205,0.362,0.41,125.6,17,76,51,121,22,0,43,4,56,0,,,1.625,2.95,hitterWar
2017,62415,박해민,삼성,N,Y,False,144,570,0.2842105263157894,0.338,0.393,0.731,0.109,0.314,0.339,88.4,7,54,96,162,25,8,50,1,78,40,,,-0.202,2.94,hitterWar
2017,74215,윤석민,KT,Y,Y,False,142,538,0.312267657992565,0.357,0.483,0.84,0.1709999999999999,0.336,0.369,100.6,20,105,90,168,30,1,33,8,85,0,,,-0.294,2.93,hitterWar
2017,61102,유강남,LG,N,Y,False,118,324,0.2777777777777778,0.335,0.475,0.81,0.1969999999999999,0.308,0.35,139.8,17,66,43,90,13,0,14,15,72,2,,,0.517,2.97,hitterWar
2017,73213,손시헌,NC,N,Y,False,124,349,0.3495702005730659,0.386,0.447,0.833,0.097,0.384,0.359,114.5,5,45,32,122,17,1,16,8,44,1,,,-0.955,2.7,hitterWar
2017,67025,로하스,KT,N,Y,False,83,336,0.3005952380952381,0.351,0.56,0.911,0.259,0.346,0.392,114.1,18,56,52,101,27,3,23,5,81,5,,,0.59,2.69,hitterWar
2017,78135,이형종,LG,N,Y,False,128,377,0.2652519893899204,0.351,0.385,0.736,0.12,0.306,0.337,121.7,9,44,57,100,18,0,40,11,73,11,,,-1.149,2.64,hitterWar
2017,78813,모창민,NC,Y,Y,False,136,474,0.3122362869198312,0.361,0.485,0.846,0.173,0.34,0.372,121.9,17,90,64,148,25,3,39,2,81,9,,,1.41,2.62,hitterWar
2017,70410,김주찬,KIA,Y,Y,False,122,440,0.3090909090909091,0.359,0.489,0.848,0.18,0.335,0.37,110.5,12,70,78,136,39,2,31,4,59,9,,,1.042,2.81,hitterWar
2018,62234,류지혁,두산,N,Y,False,128,228,0.2675438596491228,0.372,0.311,0.683,0.0429999999999999,0.323,0.333,96.7,1,29,52,61,7,0,29,10,43,7,,,-0.093,0.95,hitterGameCount
2018,67394,초이스,넥센,N,Y,False,96,349,0.2578796561604584,0.335,0.458,0.793,0.2,0.283,0.365,99.1,17,61,55,90,19,0,33,10,79,2,,,-0.061,1.8,hitterHr
2018,64006,심우준,KT,N,Y,False,135,367,0.2588555858310626,0.304,0.371,0.675,0.1119999999999999,0.297,0.294,46.4,4,29,49,95,23,3,20,4,58,11,,,-1.856,-0.79,hitterGameCount
2018,76802,김성현,SK,N,Y,False,135,415,0.2771084337349397,0.336,0.357,0.693,0.0799999999999999,0.298,0.318,79.2,4,55,51,115,19,1,29,9,42,6,,,-1.205,0.73,hitterGameCount
2018,67304,김혜성,넥센,N,Y,False,136,430,0.2697674418604651,0.328,0.367,0.695,0.0969999999999999,0.36,0.318,71.0,5,45,79,116,15,6,33,5,119,31,,,-0.902,0.63,hitterGameCount
2018,62700,하주석,한화,N,Y,False,141,484,0.2541322314049586,0.3,0.364,0.664,0.1099999999999999,0.33,0.307,61.9,9,52,67,123,20,3,28,4,130,14,,,-3.15,-0.5,hitterGameCount
2018,60558,오태곤,KT,N,Y,False,128,342,0.2543859649122807,0.31,0.421,0.731,0.1669999999999999,0.314,0.326,68.4,12,39,55,87,17,2,24,4,92,13,,,-1.089,0.62,hitterGameCount
2018,71837,김강민,SK,Y,Y,False,80,235,0.2978723404255319,0.37,0.536,0.906,0.238,0.341,0.389,117.5,14,46,40,70,14,0,22,5,57,10,,,-0.682,1.69,hitterHr
2018,77463,채태인,롯데,Y,Y,False,130,376,0.2925531914893617,0.356,0.46,0.816,0.167,0.368,0.355,84.9,15,75,44,110,18,0,34,5,107,0,,,0.05,1.74,hitterHr
2018,74465,박석민,NC,Y,Y,False,103,318,0.2547169811320754,0.36,0.456,0.816,0.201,0.289,0.362,105.9,16,55,40,81,14,1,39,15,80,1,,,0.128,1.21,hitterHr
2018,78813,모창민,NC,Y,Y,False,81,287,0.2787456445993031,0.328,0.498,0.826,0.2189999999999999,0.283,0.361,110.0,17,62,38,80,10,1,21,2,51,2,,,0.798,1.12,hitterHr
2018,78603,김선빈,KIA,N,Y,True,127,424,0.294811320754717,0.374,0.373,0.747,0.078,0.316,0.342,93.4,4,49,73,125,17,2,48,9,42,4,,,0.24,1.5,hitterWrcPlus
2018,66838,김동엽,SK,N,Y,False,124,421,0.2517814726840855,0.285,0.48,0.765,0.2279999999999999,0.273,0.335,82.1,27,76,58,106,15,0,17,4,108,11,,,-0.955,0.78,hitterHr
2018,77564,김민성,넥센,N,Y,True,128,413,0.2832929782082324,0.351,0.414,0.765,0.131,0.326,0.338,81.0,10,45,46,117,24,0,40,6,80,1,,,-1.956,0.66,hitterHra
2018,74163,이용규,한화,N,Y,True,134,491,0.2932790224032586,0.379,0.332,0.711,0.039,0.33,0.334,80.3,1,36,82,144,14,1,59,12,62,30,,,-2.697,1.4,hitterHra
2018,76849,이명기,KIA,Y,Y,True,120,447,0.3020134228187919,0.363,0.418,0.781,0.1159999999999999,0.345,0.346,93.0,4,42,88,135,28,6,40,3,64,12,,,-1.031,1.86,hitterWrcPlus
2018,62931,노진혁,NC,N,Y,True,125,420,0.2833333333333333,0.337,0.431,0.768,0.148,0.339,0.342,101.5,11,42,52,119,21,4,33,2,92,4,,,-0.68,1.1,hitterWrcPlus
2018,79109,오지환,LG,N,Y,True,144,533,0.2776735459662289,0.354,0.396,0.75,0.118,0.359,0.337,111.8,11,71,93,148,26,2,59,7,146,10,,,1.256,1.44,hitterWrcPlus
2018,64153,양석환,LG,N,Y,True,140,483,0.2629399585921325,0.303,0.455,0.758,0.192,0.273,0.337,123.3,22,82,53,127,27,0,24,6,81,2,,,-0.725,1.99,hitterWrcPlus
2018,74540,강민호,삼성,N,Y,True,129,427,0.2693208430913349,0.331,0.457,0.788,0.188,0.294,0.349,80.5,22,71,46,115,14,0,29,14,96,0,,,-2.014,0.51,hitterOps
2018,64346,임병욱,넥센,N,Y,True,134,423,0.293144208037825,0.327,0.468,0.795,0.175,0.379,0.347,88.1,13,60,76,124,29,3,22,0,119,16,,,-0.481,1.18,hitterOps
2018,78288,최재훈,한화,N,Y,False,128,298,0.261744966442953,0.337,0.329,0.666,0.067,0.324,0.312,66.5,1,27,36,78,17,0,20,15,61,8,,,-1.669,0.16,hitterGameCount
2018,70756,이범호,KIA,Y,Y,False,101,332,0.2801204819277108,0.366,0.482,0.848,0.2019999999999999,0.286,0.373,108.8,20,69,41,93,7,0,42,4,59,1,,,0.247,1.77,hitterHr
2018,79150,정주현,LG,Y,Y,False,115,303,0.2607260726072607,0.324,0.38,0.704,0.119,0.317,0.322,103.9,6,31,48,79,14,2,27,2,68,18,,,0.597,0.64,hitterSb
2018,63963,권희동,NC,N,Y,False,104,343,0.282798833819242,0.352,0.414,0.766,0.131,0.317,0.34,96.5,8,57,43,97,19,1,35,4,58,1,,,0.665,1.45,hitterWpa
2018,60566,이상호,NC,N,Y,False,114,187,0.2513368983957219,0.289,0.262,0.551,0.011,0.273,0.246,42.0,0,8,32,47,2,0,8,2,15,13,,,-1.815,-0.88,hitterSb
2018,76753,송광민,한화,Y,Y,True,113,434,0.2972350230414746,0.328,0.477,0.805,0.18,0.339,0.36,92.3,18,79,63,129,24,0,18,4,93,4,,,-0.501,1.24,hitterOps
2018,73209,나주환,SK,Y,Y,False,119,362,0.2624309392265193,0.339,0.428,0.767,0.1659999999999999,0.29,0.334,86.5,12,56,54,95,24,0,38,5,66,5,,,-1.015,0.85,hitterBb
2018,62864,김민식,KIA,N,Y,False,125,310,0.2451612903225806,0.333,0.352,0.685,0.1069999999999999,0.288,0.314,76.3,6,37,53,76,9,3,39,3,63,5,,,-1.659,-0.2,hitterBb
2018,71432,박한이,삼성,Y,Y,False,114,342,0.283625730994152,0.363,0.418,0.781,0.134,0.36,0.345,82.9,10,43,47,97,16,0,43,0,91,5,,,-0.573,0.9,hitterBb
2018,71752,김태균,한화,Y,Y,False,73,254,0.3149606299212598,0.358,0.476,0.834,0.1609999999999999,0.372,0.366,94.5,10,34,25,80,11,0,13,4,56,0,,,0.511,1.01,hitterWpa
2018,65586,전병우,롯데,N,Y,False,27,66,0.3636363636363636,0.442,0.606,1.048,0.242,0.525,0.446,142.8,3,13,18,24,7,0,9,1,24,3,,,0.604,0.87,hitterWpa
2018,65357,송성문,넥센,N,Y,False,78,211,0.3127962085308057,0.381,0.502,0.883,0.189,0.378,0.392,116.3,7,45,35,66,19,0,24,0,49,2,,,0.646,1.62,hitterWpa
2018,79231,정수빈,두산,N,Y,False,26,98,0.3673469387755102,0.429,0.469,0.898,0.1019999999999999,0.4,0.397,138.7,2,23,20,36,2,1,11,1,13,5,,,0.67,0.91,hitterWpa
2018,78168,서건창,넥센,N,Y,False,37,141,0.3404255319148936,0.399,0.426,0.825,0.0859999999999999,0.387,0.369,102.3,0,15,28,48,12,0,12,3,19,2,,,0.757,0.75,hitterWpa
2018,68345,샌즈,넥센,Y,Y,False,25,86,0.313953488372093,0.355,0.767,1.122,0.453,0.313,0.474,169.2,12,37,17,27,1,1,6,0,27,0,,,1.8,1.42,hitterWpa
2018,61353,고종욱,넥센,N,Y,False,102,330,0.2787878787878788,0.309,0.4,0.709,0.121,0.371,0.317,69.6,6,54,47,92,22,0,15,1,96,17,,,0.481,-0.04,hitterSb
2018,64717,지시완,한화,N,Y,False,99,207,0.2753623188405797,0.32,0.411,0.731,0.1359999999999999,0.342,0.326,72.1,7,29,22,57,7,0,12,2,55,1,,,1.85,0.04,hitterWpa
2018,76869,김재현,SK,Y,Y,False,53,65,0.2769230769230769,0.39,0.369,0.759,0.0919999999999999,0.362,0.35,98.2,1,5,19,18,1,1,9,3,17,7,,,0.273,0.45,hitterSb
2018,61208,정진호,두산,Y,Y,False,111,269,0.3011152416356877,0.348,0.375,0.723,0.074,0.353,0.318,88.3,2,37,53,81,12,1,19,1,44,8,,,-1.407,0.66,hitterSb
2018,62356,김규민,넥센,N,Y,False,104,298,0.2953020134228188,0.361,0.369,0.73,0.074,0.405,0.34,86.0,3,40,47,88,9,2,27,6,89,8,,,0.654,1.19,hitterSb
2018,66209,조수행,두산,N,Y,False,119,183,0.2786885245901639,0.311,0.372,0.683,0.0929999999999999,0.333,0.307,79.7,1,17,35,51,6,4,9,0,33,9,,,-0.472,0.38,hitterSb
2018,66606,최원준,KIA,N,Y,False,101,302,0.271523178807947,0.324,0.364,0.688,0.0919999999999999,0.324,0.316,77.5,4,32,46,82,14,1,20,4,58,10,,,-0.151,0.26,hitterSb
2018,78217,김용의,LG,Y,Y,False,114,159,0.2327044025157232,0.298,0.245,0.543,0.0119999999999999,0.285,0.273,65.1,0,13,28,37,2,0,16,0,32,10,,,-0.784,-0.23,hitterSb
2018,61869,정진기,SK,N,Y,False,96,201,0.2437810945273631,0.273,0.338,0.611,0.094,0.301,0.279,54.4,3,17,33,49,8,1,6,2,45,11,,,-0.125,-0.65,hitterSb
2018,66508,나경민,롯데,Y,Y,False,87,57,0.2631578947368421,0.4,0.298,0.698,0.0349999999999999,0.417,0.346,87.1,0,1,23,15,2,0,10,3,21,12,,,-0.413,0.17,hitterSb
2018,66462,김성훈,삼성,N,Y,False,110,185,0.2432432432432432,0.321,0.324,0.645,0.081,0.274,0.303,62.1,0,24,24,45,9,3,16,6,23,12,,,-0.374,0.15,hitterSb
2018,79402,김상수,삼성,N,Y,False,122,453,0.2626931567328918,0.314,0.362,0.676,0.0989999999999999,0.307,0.304,60.9,10,50,63,119,13,1,27,8,91,12,,,-2.649,-0.46,hitterSb
2018,61700,강경학,한화,N,Y,False,77,245,0.2775510204081632,0.382,0.392,0.774,0.1139999999999999,0.346,0.357,92.7,5,27,42,68,11,1,38,4,59,6,,,-0.14,1.43,hitterSb
2018,67598,번즈,롯데,N,Y,True,133,462,0.2683982683982684,0.329,0.513,0.842,0.245,0.33,0.365,90.3,23,64,80,124,34,5,33,9,133,5,,,-1.432,1.74,hitterOps
2018,62556,신본기,롯데,Y,Y,True,139,425,0.2941176470588235,0.357,0.442,0.799,0.148,0.352,0.355,87.4,11,71,55,125,28,1,33,11,95,1,,,-0.936,0.98,hitterOps
2018,76100,이병규,롯데,Y,Y,False,103,198,0.2727272727272727,0.432,0.49,0.922,0.2169999999999999,0.333,0.41,119.9,10,39,31,54,11,1,50,7,58,0,,,1.445,2.15,hitterWar
2018,68730,호잉,한화,N,Y,False,142,529,0.3062381852551984,0.369,0.573,0.942,0.2669999999999999,0.321,0.394,104.8,30,110,85,162,47,2,51,5,93,23,,,3.072,4.01,hitterWar
2018,67341,이정후,넥센,N,Y,False,109,459,0.355119825708061,0.412,0.477,0.889,0.122,0.39,0.399,118.3,6,57,81,163,34,2,42,8,58,11,,,1.529,4.03,hitterWar
2018,78135,이형종,LG,N,Y,False,118,437,0.3157894736842105,0.377,0.467,0.844,0.151,0.365,0.379,144.1,13,42,83,138,27,0,31,12,82,6,,,0.454,4.17,hitterWar
2018,61404,김헌곤,삼성,N,Y,False,141,513,0.3001949317738791,0.375,0.423,0.798,0.123,0.328,0.362,95.4,11,71,77,154,26,2,54,10,70,22,,,-2.525,4.24,hitterWar
2018,62895,한유섬,SK,N,Y,False,136,486,0.2839506172839506,0.367,0.601,0.968,0.317,0.295,0.411,125.9,41,115,97,138,31,0,52,16,124,4,,,2.252,4.72,hitterWar
2018,62404,구자욱,삼성,N,Y,False,116,478,0.3326359832635983,0.392,0.533,0.925,0.2,0.397,0.403,117.8,20,84,100,159,26,5,43,5,110,10,,,2.876,5.22,hitterWar
2018,75334,오재일,두산,Y,Y,False,123,401,0.2793017456359102,0.373,0.539,0.912,0.26,0.323,0.395,147.2,27,80,69,112,19,2,60,6,121,1,,,0.22,5.25,hitterWar
2018,79608,안치홍,KIA,N,Y,False,130,494,0.3421052631578947,0.392,0.563,0.955,0.2209999999999999,0.345,0.409,135.0,23,118,88,169,38,1,36,10,57,5,,,2.564,5.26,hitterWar
2018,71564,이대호,롯데,Y,Y,False,144,543,0.3333333333333333,0.394,0.593,0.987,0.2599999999999999,0.331,0.428,125.4,37,125,81,181,30,0,43,14,75,0,,,2.596,5.27,hitterWar
2018,72443,최형우,KIA,N,Y,False,143,528,0.3390151515151515,0.414,0.549,0.963,0.21,0.363,0.42,137.2,25,103,92,179,34,1,66,7,87,3,,,4.105,5.43,hitterWar
2018,67650,버나디나,KIA,N,Y,False,131,513,0.3099415204678362,0.395,0.487,0.882,0.177,0.355,0.388,120.3,20,70,106,159,25,3,63,10,103,32,,,1.164,3.99,hitterWar
2018,62947,나성범,NC,N,Y,False,144,556,0.3183453237410072,0.381,0.518,0.899,0.2,0.378,0.398,131.4,23,91,110,177,36,3,44,15,131,15,,,2.851,5.63,hitterWar
2018,77532,손아섭,롯데,N,Y,False,141,553,0.3291139240506329,0.404,0.546,0.95,0.217,0.364,0.418,125.4,26,93,109,182,32,5,68,2,99,20,,,2.765,5.82,hitterWar
2018,76232,양의지,두산,N,Y,False,133,439,0.357630979498861,0.427,0.585,1.012,0.2269999999999999,0.351,0.434,165.0,23,77,84,157,29,1,45,13,40,6,,,2.58,6.01,hitterWar
2018,67872,로맥,SK,Y,Y,False,141,528,0.3162878787878788,0.404,0.597,1.001,0.2809999999999999,0.337,0.426,136.6,43,107,102,167,19,0,72,10,123,10,,,2.707,6.12,hitterWar
2018,76290,김현수,LG,N,Y,False,117,453,0.3620309050772627,0.415,0.589,1.004,0.2269999999999999,0.377,0.432,176.1,20,101,95,164,39,2,47,1,61,1,,,2.765,6.47,hitterWar
2018,79192,채은성,LG,N,Y,False,139,529,0.330812854442344,0.379,0.548,0.927,0.217,0.364,0.399,161.2,25,119,78,175,36,2,35,9,97,3,,,2.205,6.52,hitterWar
2018,76267,최주환,두산,N,Y,False,138,519,0.3333333333333333,0.397,0.582,0.979,0.2489999999999999,0.355,0.423,162.2,26,108,87,173,39,6,51,10,89,1,,,2.592,6.58,hitterWar
2018,67450,러프,삼성,N,Y,False,137,506,0.3300395256916996,0.419,0.605,1.024,0.2749999999999999,0.358,0.443,141.8,33,125,97,167,32,4,65,18,107,5,,,4.102,7.12,hitterWar
2018,75125,박병호,넥센,Y,Y,False,113,400,0.345,0.457,0.718,1.175,0.373,0.386,0.49,169.3,43,112,88,138,20,0,68,17,114,0,,,5.25,7.18,hitterWar
2018,62934,김성욱,NC,N,Y,False,111,323,0.2600619195046439,0.32,0.433,0.753,0.173,0.285,0.339,97.8,13,45,49,84,13,2,29,1,64,11,,,-0.753,2.11,hitterWar
2018,78224,김재환,두산,N,Y,False,139,527,0.333965844402277,0.405,0.657,1.062,0.323,0.371,0.45,184.9,44,133,104,176,36,1,59,9,134,2,,,3.839,9.39,hitterWar
2018,67025,로하스,KT,N,Y,False,144,564,0.3049645390070922,0.388,0.59,0.978,0.285,0.339,0.418,122.9,43,114,114,172,30,1,71,7,142,18,,,3.93,5.8100000000000005,hitterWar
2018,68050,강백호,KT,N,Y,False,138,527,0.2903225806451613,0.356,0.524,0.88,0.234,0.329,0.389,107.1,29,84,108,153,32,2,52,3,124,3,,,1.066,3.94,hitterWar
2018,78513,전준우,롯데,N,Y,False,144,556,0.3417266187050359,0.4,0.592,0.992,0.2499999999999999,0.354,0.429,130.8,33,90,118,190,36,2,48,7,82,7,,,3.548,5.43,hitterWar
2018,70410,김주찬,KIA,Y,Y,False,121,429,0.3403263403263403,0.375,0.52,0.895,0.18,0.352,0.386,116.8,18,93,71,146,23,0,23,7,57,8,,,1.105,3.72,hitterWar
2018,61186,이천웅,LG,N,Y,False,112,359,0.3398328690807799,0.407,0.435,0.842,0.0949999999999999,0.386,0.377,131.9,2,39,61,122,22,3,39,3,48,10,,,0.843,2.3,hitterWar
2018,63704,노수광,SK,N,Y,False,135,515,0.312621359223301,0.383,0.431,0.814,0.118,0.361,0.362,106.7,8,53,93,161,21,8,48,13,86,25,,,1.471,3.83,hitterWar
2018,74215,윤석민,KT,Y,Y,False,132,460,0.2760869565217391,0.337,0.448,0.785,0.172,0.288,0.347,79.4,19,60,58,127,22,0,40,4,69,4,,,-0.644,2.34,hitterWar
2018,75808,정근우,한화,Y,Y,False,102,375,0.304,0.377,0.461,0.838,0.157,0.318,0.373,101.1,11,57,63,114,24,1,39,7,43,6,,,0.874,2.42,hitterWar
2018,75847,최정,SK,N,Y,False,115,406,0.2438423645320197,0.368,0.547,0.915,0.303,0.262,0.393,114.4,35,74,95,99,16,1,58,23,129,9,,,1.665,2.54,hitterWar
2018,73136,이성열,한화,Y,Y,False,131,485,0.2948453608247423,0.347,0.553,0.9,0.258,0.352,0.383,101.1,34,102,76,143,21,1,35,5,143,9,,,1.496,2.56,hitterWar
2018,64300,김하성,넥센,N,Y,False,129,511,0.2876712328767123,0.358,0.474,0.832,0.186,0.306,0.364,98.7,20,84,95,147,27,4,54,5,81,8,,,-0.376,2.66,hitterWar
2018,75566,이원석,삼성,Y,Y,False,128,479,0.3006263048016701,0.374,0.493,0.867,0.192,0.343,0.384,106.7,20,93,74,144,30,1,52,7,103,2,,,2.615,2.71,hitterWar
2018,76313,황재균,KT,Y,Y,False,142,530,0.2962264150943396,0.358,0.526,0.884,0.23,0.34,0.381,101.2,25,88,76,157,41,3,49,4,120,14,,,1.039,2.72,hitterWar
2018,78629,나지완,KIA,Y,Y,False,114,317,0.2712933753943217,0.377,0.574,0.951,0.3029999999999999,0.279,0.405,131.4,26,78,50,86,18,0,38,19,81,0,,,0.324,2.86,hitterWar
2018,62415,박해민,삼성,N,Y,False,144,576,0.2986111111111111,0.36,0.432,0.792,0.133,0.344,0.354,92.3,9,68,114,172,30,10,56,3,99,36,,,-0.639,2.88,hitterWar
2018,76249,민병헌,롯데,Y,Y,False,118,443,0.3182844243792325,0.374,0.481,0.855,0.1629999999999999,0.341,0.376,98.9,17,66,74,141,21,0,35,8,68,8,,,-0.057,2.69,hitterWar
2018,67935,스크럭스,NC,N,Y,False,142,501,0.2574850299401197,0.343,0.483,0.826,0.2259999999999999,0.308,0.364,108.8,26,97,75,129,35,0,55,12,144,3,,,1.128,2.91,hitterWar
2018,76812,이재원,SK,N,Y,False,130,407,0.3292383292383292,0.405,0.514,0.919,0.185,0.355,0.404,128.8,17,57,63,134,24,0,43,12,65,0,,,1.185,3.03,hitterWar
2018,73113,박경수,KT,Y,Y,False,135,458,0.2620087336244541,0.354,0.472,0.826,0.2099999999999999,0.309,0.365,91.6,25,74,65,120,21,0,58,9,129,4,,,-0.038,3.08,hitterWar
2018,62907,박민우,NC,N,Y,False,115,411,0.3236009732360097,0.383,0.438,0.821,0.1139999999999999,0.357,0.373,120.0,5,33,68,133,22,5,32,10,51,17,,,-0.311,3.28,hitterWar
2018,79240,허경민,두산,N,Y,False,133,516,0.3236434108527132,0.376,0.459,0.835,0.135,0.34,0.369,122.5,10,79,85,167,30,5,32,16,52,20,,,0.671,3.31,hitterWar
2018,72133,박용택,LG,Y,Y,False,134,524,0.3034351145038167,0.362,0.466,0.828,0.163,0.352,0.365,135.2,15,76,89,159,38,1,47,5,107,3,,,1.169,3.33,hitterWar
