collect_year,playerId,playerName,teamName,isRetire,isPlayer,hitterGameCount,hitterAb,hitterHra,hitterObp,hitterSlg,hitterOps,hitterWrcPlus,hitterHr,hitterRbi,hitterRun,hitterHit,hitterH2,hitterH3,hitterBb,hitterKk,hitterSb,hitterCs,hitterGd,hitterWpa,hitterWar,sort_source
2025,54305,이재상,키움,N,Y,2,2,0.5,0.5,0.5,1.0,193.0,0,0,0,1,0,0,0,1,0,,,-0.041,-0.02,hitterHra
2025,75847,최정,SSG,N,Y,95,340,0.24411764705882352,0.36,0.482,0.842,112.9,23,63,54,83,12,0,51,94,1,,,0.805,1.9,hitterHr
2025,68050,강백호,KT,N,Y,95,321,0.264797507788162,0.358,0.467,0.825,117.6,15,61,41,85,18,1,44,64,2,,,0.579,1.8199999999999998,hitterHr
2025,75125,박병호,삼성,Y,Y,77,196,0.1989795918367347,0.315,0.454,0.769,95.8,15,33,26,39,5,0,27,70,0,,,-1.251,0.65,hitterHr
2025,67025,로하스,KT,N,Y,95,331,0.23867069486404832,0.333,0.426,0.759,103.4,14,43,48,79,20,0,48,71,1,,,-1.564,1.5899999999999999,hitterHr
2025,78224,김재환,두산,N,Y,103,344,0.24127906976744187,0.354,0.404,0.758,110.9,13,50,42,83,13,2,57,96,7,,,-0.486,1.8399999999999999,hitterHr
2025,64340,임지열,키움,N,Y,102,369,0.24390243902439024,0.322,0.382,0.704,102.4,11,50,51,90,14,2,42,111,13,,,-1.286,1.7,hitterHr
2025,51551,나승엽,롯데,N,Y,105,328,0.22865853658536586,0.347,0.36,0.707,99.5,9,44,40,75,12,2,55,65,0,,,-0.128,1.17,hitterHr
2025,63123,강승호,두산,N,Y,115,360,0.2361111111111111,0.302,0.372,0.674,88.0,8,37,51,85,19,3,24,113,14,,,-2.589,0.88,hitterHr
2025,64153,양석환,두산,N,Y,72,262,0.24809160305343514,0.32,0.401,0.721,98.6,8,31,32,65,16,0,24,82,1,,,-1.5739999999999998,0.84,hitterHr
2025,55734,플로리얼,한화,N,Y,65,258,0.2713178294573643,0.333,0.45,0.783,105.6,8,29,36,70,18,2,24,65,13,,,-0.316,1.81,hitterHr
2025,52605,김도영,KIA,N,Y,30,110,0.3090909090909091,0.361,0.582,0.943,149.9,7,27,20,34,9,0,10,23,3,,,0.927,1.04,hitterHr
2025,77532,손아섭,한화,N,Y,111,372,0.28763440860215056,0.352,0.371,0.723,101.3,1,50,39,107,22,3,37,59,0,,,-0.841,1.27,hitterRbi
2025,76313,황재균,KT,Y,Y,112,385,0.2753246753246753,0.336,0.379,0.715,99.9,7,48,50,106,19,0,34,84,3,,,0.065,1.42,hitterRbi
2025,79402,김상수,KT,N,Y,113,355,0.25352112676056343,0.349,0.335,0.684,92.7,5,47,42,90,14,0,52,57,3,,,-0.302,1.78,hitterRbi
2025,66614,김규성,KIA,N,Y,133,193,0.233160621761658,0.313,0.301,0.614,75.3,3,16,30,45,4,0,21,49,5,,,-1.049,0.1,hitterGameCount
2025,54812,정준재,SSG,N,Y,132,371,0.24528301886792453,0.34,0.288,0.628,82.7,0,25,58,91,10,3,51,93,37,,,-2.665,1.78,hitterGameCount
2025,68700,이원석,한화,N,Y,129,212,0.2028301886792453,0.29,0.292,0.582,57.6,4,24,60,43,7,0,23,51,22,,,-1.495,0.17,hitterGameCount
2025,67905,천재환,NC,N,Y,129,261,0.23754789272030655,0.292,0.368,0.66,73.4,6,31,47,62,10,3,17,58,15,,,-1.437,0.41,hitterGameCount
2025,51003,권동진,KT,N,Y,123,271,0.22509225092250923,0.304,0.303,0.607,62.4,1,25,34,61,12,3,30,91,3,,,-1.2389999999999999,-0.03,hitterGameCount
2025,60558,오태곤,SSG,N,Y,122,194,0.20103092783505155,0.31,0.309,0.619,67.9,5,26,31,39,6,0,30,59,25,,,-0.754,0.07,hitterGameCount
2025,66704,김태연,한화,N,Y,120,303,0.2607260726072607,0.329,0.34,0.669,94.9,3,20,40,79,15,0,23,62,5,,,-2.839,1.44,hitterGameCount
2025,52103,최원영,LG,N,Y,119,103,0.28155339805825247,0.33,0.33,0.66,78.8,0,2,37,29,5,0,4,20,8,,,-1.341,-0.18,hitterGameCount
2025,66209,조수행,두산,N,Y,108,119,0.24369747899159663,0.323,0.277,0.6,70.9,0,9,30,29,4,0,14,29,30,,,-0.25,0.27,hitterSb
2025,69992,최정원,NC,N,Y,91,120,0.275,0.417,0.3,0.717,119.4,0,11,40,33,3,0,18,22,30,,,0.414,1.6400000000000001,hitterSb
2025,50500,황성빈,롯데,N,Y,79,246,0.25609756097560976,0.315,0.317,0.632,70.4,1,22,43,63,4,4,18,46,25,,,-1.127,0.62,hitterSb
2025,50458,김지찬,삼성,N,Y,90,317,0.28075709779179814,0.364,0.322,0.686,92.3,0,23,59,89,9,2,38,44,22,,,-1.2570000000000001,1.52,hitterSb
2025,66864,안상현,SSG,N,Y,102,258,0.2635658914728682,0.314,0.38,0.694,91.1,6,15,38,68,8,2,18,85,17,,,-1.371,0.88,hitterSb
2025,68507,장두성,롯데,N,Y,118,248,0.2620967741935484,0.332,0.298,0.63,73.1,0,25,51,65,3,3,24,64,17,,,-2.0,0.34,hitterSb
2025,52504,김동혁,롯데,N,Y,93,89,0.2247191011235955,0.373,0.292,0.665,88.8,0,6,19,20,4,1,18,26,13,,,-0.799,0.75,hitterSb
2025,67207,이유찬,두산,N,Y,89,269,0.241635687732342,0.328,0.29,0.618,81.2,1,16,36,65,8,1,33,66,12,,,-1.888,0.87,hitterSb
2025,64004,김민혁,KT,N,Y,106,380,0.2868421052631579,0.341,0.329,0.67,88.0,0,35,52,109,12,2,25,41,11,,,-0.8,0.76,hitterSb
2025,50357,박주홍,키움,N,Y,102,248,0.22580645161290322,0.31,0.331,0.641,80.2,3,23,33,56,11,3,30,72,11,,,-1.084,0.39,hitterSb
2025,64006,심우준,한화,N,Y,94,247,0.23076923076923075,0.287,0.3,0.587,58.8,2,22,39,57,9,1,17,49,11,,,-1.768,0.39,hitterSb
2025,55252,박준순,두산,N,Y,91,282,0.28368794326241137,0.307,0.379,0.686,89.6,4,19,34,80,11,2,10,56,10,,,-1.271,-0.04,hitterSb
2025,69995,서호철,NC,N,Y,103,263,0.2661596958174905,0.301,0.335,0.636,72.6,3,30,25,70,7,1,8,51,7,,,-1.791,0.02,hitterSb
2025,50150,손호영,롯데,N,Y,97,328,0.25,0.313,0.323,0.636,71.4,4,41,39,82,12,0,22,66,7,,,-1.927,-0.18,hitterSb
2025,64166,배정대,KT,N,Y,99,240,0.20416666666666666,0.279,0.292,0.571,56.4,2,28,25,49,11,2,19,65,6,,,-2.205,-0.13,hitterSb
2025,50304,김병휘,키움,N,Y,7,4,0.25,0.5,0.25,0.75,148.3,0,0,2,1,0,0,2,1,0,,,-0.031,0.08,hitterObp
2025,55832,이율예,SSG,N,Y,8,13,0.23076923076923075,0.231,0.923,1.154,157.6,3,7,3,3,0,0,0,6,0,,,0.776,0.05,hitterSlg
2025,51203,안재석,두산,N,Y,35,135,0.31851851851851853,0.37,0.541,0.911,152.1,4,20,25,43,16,1,11,27,2,,,0.949,1.6600000000000001,hitterWpa
2025,55530,박찬형,롯데,N,Y,48,129,0.34108527131782945,0.419,0.504,0.923,146.8,3,19,21,44,8,2,11,26,1,,,0.601,1.26,hitterWpa
2025,54236,임종성,두산,N,Y,33,83,0.27710843373493976,0.307,0.398,0.705,98.0,2,11,7,23,4,0,3,26,1,,,0.559,0.26,hitterWpa
2025,66354,주효상,KIA,N,Y,8,15,0.33333333333333337,0.412,0.467,0.879,145.2,0,1,1,5,2,0,2,4,0,,,0.557,0.14,hitterWpa
2025,50204,박지훈,두산,N,Y,37,48,0.41666666666666663,0.481,0.563,1.044,195.2,1,8,11,20,4,0,5,12,1,,,0.541,0.81,hitterWpa
2025,68904,오영수,NC,N,Y,67,155,0.23225806451612901,0.335,0.323,0.658,88.5,3,23,14,36,5,0,22,47,3,,,0.437,0.26,hitterWpa
2025,50868,류효승,SSG,N,Y,27,94,0.28723404255319146,0.35,0.532,0.882,137.6,6,16,18,27,5,0,7,28,0,,,0.344,0.76,hitterWpa
2025,50906,박영빈,NC,N,Y,16,4,0.25,0.4,0.25,0.65,99.8,0,1,8,1,0,0,1,2,4,,,0.322,-0.03,hitterWpa
2025,64022,안중열,NC,N,Y,33,49,0.14285714285714285,0.288,0.204,0.492,40.8,0,6,2,7,3,0,8,15,0,,,0.291,-0.22,hitterWpa
2025,55164,박관우,LG,N,Y,39,53,0.2641509433962264,0.31,0.415,0.725,133.1,2,13,12,14,2,0,3,11,0,,,0.242,0.32,hitterWpa
2025,66233,홍성호,두산,N,Y,9,26,0.34615384615384615,0.37,0.615,0.985,150.1,2,3,3,9,1,0,1,8,0,,,0.218,0.2,hitterWpa
2025,55013,스티븐슨,KT,N,Y,39,149,0.26174496644295303,0.341,0.403,0.744,112.0,3,14,26,39,12,0,14,43,2,,,0.164,1.09,hitterWpa
2025,65586,전병우,삼성,N,Y,59,77,0.2727272727272727,0.423,0.338,0.761,120.8,1,13,11,21,2,0,19,27,1,,,0.13,0.67,hitterWpa
2025,69403,양우현,삼성,N,Y,14,16,0.1875,0.188,0.25,0.438,40.9,0,4,3,3,1,0,0,2,0,,,0.108,-0.07,hitterWpa
2025,67610,김석환,KIA,N,Y,47,117,0.26495726495726496,0.351,0.359,0.71,105.0,2,16,14,31,1,2,14,55,0,,,0.104,0.4,hitterWpa
2025,67006,안치영,KT,N,Y,47,44,0.22727272727272727,0.327,0.318,0.645,74.7,1,6,9,10,1,0,4,13,0,,,0.097,-0.12,hitterWpa
2025,69804,채현우,SSG,N,Y,41,48,0.1875,0.231,0.313,0.544,37.2,1,9,8,9,1,1,3,13,2,,,0.086,-0.29,hitterWpa
2025,55897,홍대인,SSG,N,Y,14,5,0.2,0.2,0.2,0.4,-2.9,0,0,3,1,0,0,0,2,1,,,0.069,-0.13,hitterWpa
2025,68205,전민재,롯데,N,Y,101,331,0.28700906344410876,0.337,0.378,0.715,97.8,5,34,39,95,15,0,22,63,3,,,-1.096,1.5899999999999999,hitterHit
2026,53123,오스틴,LG,N,Y,66,261,0.3563218390804598,0.428,0.667,1.095,199.6,20,64,56,93,15,3,31,43,1,,,3.424,4.64,hitterWar
2026,67893,박성한,SSG,N,Y,66,240,0.35416666666666663,0.457,0.467,0.924,165.1,3,33,48,85,16,1,46,29,5,,,1.9140000000000001,3.76,hitterWar
2026,66606,최원준,KT,N,Y,64,261,0.38314176245210724,0.461,0.533,0.994,169.0,5,37,58,100,20,2,36,43,15,,,2.794,3.68,hitterWar
2026,54730,페라자,한화,N,Y,65,247,0.32388663967611336,0.422,0.551,0.973,150.6,13,42,54,80,15,1,44,56,7,,,1.85,3.34,hitterWar
2026,54529,레이예스,롯데,N,Y,65,258,0.36046511627906974,0.421,0.547,0.968,149.8,10,49,31,93,16,1,27,34,1,,,2.15,3.21,hitterWar
2026,51907,김주원,NC,N,Y,64,250,0.304,0.388,0.488,0.876,133.3,12,32,39,76,10,0,24,37,17,,,0.802,2.7800000000000002,hitterWar
2026,68050,강백호,한화,N,Y,61,237,0.3206751054852321,0.396,0.578,0.974,155.3,15,67,39,76,16,0,29,56,0,,,2.162,2.77,hitterWar
2026,52605,김도영,KIA,N,Y,67,244,0.2745901639344262,0.376,0.574,0.95,143.6,20,53,47,67,11,1,36,45,3,,,1.881,2.7,hitterWar
2026,65653,김호령,KIA,N,Y,66,246,0.28861788617886175,0.341,0.476,0.817,117.3,10,34,36,71,14,1,18,70,7,,,-0.961,2.5300000000000002,hitterWar
2026,62907,박민우,NC,N,Y,62,214,0.31775700934579443,0.429,0.439,0.868,139.9,4,40,40,68,14,0,37,31,21,,,1.762,2.51,hitterWar
2026,75847,최정,SSG,N,Y,54,197,0.29441624365482233,0.39,0.614,1.004,143.8,16,44,34,58,13,1,28,51,3,,,0.905,2.24,hitterWar
2026,56034,힐리어드,KT,N,Y,65,255,0.27058823529411763,0.343,0.502,0.845,123.6,14,50,49,69,11,3,30,84,6,,,0.313,2.12,hitterWar
2026,53764,문현빈,한화,N,Y,63,246,0.2845528455284553,0.381,0.492,0.873,132.8,9,44,42,70,16,4,37,32,3,,,0.194,2.09,hitterWar
2026,72443,최형우,삼성,N,Y,63,218,0.3119266055045872,0.431,0.468,0.899,132.4,8,45,30,68,10,0,45,36,0,,,0.052,2.07,hitterWar
2026,62234,류지혁,삼성,N,Y,63,209,0.3062200956937799,0.397,0.45,0.847,120.5,4,30,29,64,12,3,28,38,13,,,0.38,2.05,hitterWar
2026,56251,카메론,두산,N,Y,67,254,0.29527559055118113,0.367,0.492,0.859,137.6,9,42,37,75,17,3,27,48,9,,,0.594,1.8900000000000001,hitterWar
2026,64646,박찬호,두산,N,Y,67,249,0.27710843373493976,0.358,0.394,0.752,105.8,3,24,47,69,16,2,31,42,15,,,-0.959,1.85,hitterWar
2026,68110,송찬의,LG,N,Y,44,127,0.29133858267716534,0.404,0.535,0.939,165.1,6,27,29,37,11,1,16,34,1,,,0.125,1.83,hitterWar
2026,54400,디아즈,삼성,N,Y,65,258,0.29457364341085274,0.369,0.477,0.846,116.2,12,54,39,76,11,0,31,45,1,,,1.089,1.8199999999999998,hitterWar
2026,62947,나성범,KIA,N,Y,63,215,0.27906976744186046,0.377,0.498,0.875,136.6,11,31,34,60,14,0,30,71,0,,,0.825,1.81,hitterWar
2026,69418,박승규,삼성,N,Y,51,172,0.28488372093023256,0.392,0.529,0.921,139.2,9,30,35,49,7,4,28,31,5,,,1.635,1.77,hitterWar
2026,63260,이우성,NC,N,Y,61,220,0.34545454545454546,0.382,0.464,0.846,136.3,4,26,21,76,14,0,12,35,3,,,0.205,1.7,hitterWar
2026,76232,양의지,두산,N,Y,64,217,0.2534562211981567,0.349,0.438,0.787,122.5,11,38,23,55,7,0,22,31,0,,,-0.793,1.65,hitterWar
2026,50458,김지찬,삼성,N,Y,63,197,0.29949238578680204,0.404,0.345,0.749,104.4,0,19,48,59,5,2,33,14,9,,,-0.839,1.52,hitterWar
2026,79231,정수빈,두산,N,Y,65,223,0.273542600896861,0.365,0.39,0.755,109.4,5,26,36,61,5,3,29,38,12,,,0.338,1.48,hitterWar
2026,79215,박건우,NC,N,Y,62,211,0.3033175355450237,0.384,0.512,0.896,123.3,12,38,32,64,8,0,31,49,5,,,0.859,1.44,hitterWar
2026,68646,한준수,KIA,N,Y,56,145,0.2896551724137931,0.417,0.476,0.893,127.9,5,20,19,42,12,0,30,25,0,,,-0.275,1.44,hitterWar
2026,62404,구자욱,삼성,N,Y,47,170,0.3235294117647059,0.411,0.529,0.94,139.6,7,42,31,55,10,2,25,29,0,,,0.862,1.41,hitterWar
2026,55252,박준순,두산,N,Y,39,155,0.31612903225806455,0.365,0.516,0.881,138.7,6,27,18,49,7,3,9,32,1,,,0.221,1.4,hitterWar
2026,68205,전민재,롯데,N,Y,62,201,0.27363184079601993,0.329,0.418,0.747,106.1,7,33,22,55,8,0,16,42,7,,,-0.31,1.3900000000000001,hitterWar
2026,76290,김현수,KT,N,Y,65,267,0.28838951310861427,0.358,0.401,0.759,105.7,5,49,33,77,15,0,30,32,0,,,1.03,1.38,hitterWar
2026,52764,허인서,한화,N,Y,56,163,0.28220858895705525,0.357,0.509,0.866,120.0,11,36,31,46,4,0,16,53,0,,,0.368,1.38,hitterWar
2026,66704,김태연,한화,N,Y,57,163,0.31901840490797545,0.388,0.472,0.86,119.9,4,15,27,52,9,2,16,29,2,,,0.001,1.35,hitterWar
2026,79608,안치홍,키움,N,Y,58,225,0.28888888888888886,0.37,0.391,0.761,112.3,4,24,25,65,11,0,28,36,0,,,-1.211,1.34,hitterWar
2026,54812,정준재,SSG,N,Y,63,209,0.28708133971291866,0.36,0.383,0.743,95.7,1,25,31,60,7,5,23,32,8,,,1.453,1.3,hitterWar
2026,52001,안현민,KT,N,Y,15,55,0.36363636363636365,0.5,0.636,1.136,203.8,3,13,14,20,4,1,12,16,1,,,0.803,1.26,hitterWar
2026,62415,박해민,LG,N,Y,66,215,0.2837209302325581,0.355,0.349,0.704,87.4,2,29,35,61,8,0,19,33,20,,,2.152,1.23,hitterWar
2026,66108,홍창기,LG,N,Y,60,213,0.25352112676056343,0.388,0.3,0.688,101.8,0,20,40,54,8,1,42,58,3,,,-0.814,1.22,hitterWar
2026,78168,서건창,키움,N,Y,33,129,0.2868217054263566,0.403,0.38,0.783,125.3,1,9,23,37,5,2,20,18,0,,,0.771,1.21,hitterWar
2026,64006,심우준,한화,N,Y,57,173,0.2716763005780347,0.373,0.358,0.731,103.9,3,22,33,47,6,0,25,34,13,,,0.575,1.21,hitterWar
2026,51003,권동진,KT,N,Y,52,81,0.345679012345679,0.459,0.519,0.978,156.8,1,14,23,28,7,2,15,22,0,,,1.103,1.17,hitterWar
2026,79402,김상수,KT,N,Y,60,195,0.28717948717948716,0.399,0.318,0.717,100.2,0,21,20,56,4,1,33,27,0,,,-0.585,1.1400000000000001,hitterWar
2026,79240,허경민,KT,N,Y,36,117,0.3247863247863248,0.398,0.462,0.86,142.7,3,22,23,38,7,0,10,10,1,,,0.363,1.1400000000000001,hitterWar
2026,79365,박동원,LG,N,Y,59,165,0.24242424242424243,0.371,0.424,0.795,110.3,7,29,27,40,9,0,32,51,1,,,-0.921,1.13,hitterWar
2026,69102,문보경,LG,N,Y,40,139,0.28776978417266186,0.42,0.396,0.816,127.3,4,26,18,40,3,0,33,33,0,,,0.183,1.11,hitterWar
2026,67449,김성윤,삼성,N,Y,48,160,0.288,0.366,0.413,0.779,100.6,2,25,31,46,10,2,19,21,11,,,0.369,1.08,hitterWar
2026,54944,데이비슨,NC,N,Y,54,193,0.26424870466321243,0.336,0.435,0.771,108.0,7,33,20,51,10,1,8,52,1,,,-1.003,0.98,hitterWar
2026,65586,전병우,삼성,N,Y,58,182,0.25274725274725274,0.368,0.407,0.775,108.7,5,31,31,46,13,0,23,54,2,,,0.362,0.95,hitterWar
2026,53554,김민석,두산,N,Y,61,190,0.2789473684210526,0.358,0.4,0.758,113.0,3,22,27,53,12,1,23,40,2,,,0.286,0.92,hitterWar
2026,79109,오지환,LG,N,Y,62,191,0.27225130890052357,0.349,0.414,0.763,101.3,6,38,29,52,9,0,21,39,2,,,0.52,0.92,hitterWar
2026,78548,장성우,KT,N,Y,52,161,0.20496894409937888,0.358,0.416,0.774,99.1,8,35,28,33,10,0,37,49,1,,,-0.682,0.76,hitterOps
2026,53827,에레디아,SSG,N,Y,66,259,0.27413127413127414,0.336,0.432,0.768,101.2,11,52,34,71,8,0,21,48,1,,,-0.641,0.66,hitterOps
2026,69737,노시환,한화,N,Y,58,234,0.25641025641025644,0.336,0.423,0.759,96.8,9,38,45,60,12,0,24,77,1,,,-0.205,0.74,hitterOps
2026,55636,박재현,KIA,N,Y,63,223,0.2645739910313902,0.308,0.404,0.712,88.8,8,30,31,59,7,0,14,51,12,,,0.154,0.65,hitterOps
2026,50854,최지훈,SSG,N,Y,64,241,0.23236514522821575,0.293,0.419,0.712,81.5,9,35,41,56,12,3,20,32,8,,,-0.865,0.82,hitterOps
2026,78603,김선빈,KIA,N,Y,65,220,0.2590909090909091,0.364,0.332,0.696,89.5,1,22,26,57,13,0,35,27,0,,,-0.76,0.84,hitterOps
2026,53312,김건희,키움,N,Y,65,197,0.23857868020304568,0.308,0.381,0.689,81.0,6,31,17,47,10,0,21,66,0,,,-0.545,0.55,hitterOps
2026,76267,최주환,키움,N,Y,63,212,0.25471698113207547,0.331,0.349,0.68,82.0,3,28,19,54,9,1,24,35,0,,,0.16,0.27,hitterOps
2026,78224,김재환,SSG,N,Y,57,190,0.18421052631578946,0.325,0.326,0.651,76.5,8,29,22,35,3,0,38,68,1,,,-1.0,0.07,hitterOps
2026,65207,신민재,LG,N,Y,65,198,0.23737373737373738,0.335,0.247,0.582,70.4,0,13,23,47,2,0,29,31,9,,,-1.041,0.52,hitterOps
2026,55563,박재엽,롯데,N,Y,2,1,1.0,1.0,1.0,2.0,480.2,0,1,0,1,0,0,0,0,0,,,0.0,0.05,hitterOps
2026,56613,아데를린,KIA,N,Y,32,121,0.2644628099173554,0.308,0.554,0.862,117.9,10,31,17,32,5,0,7,25,0,,,-0.273,0.57,hitterHr
2026,60558,오태곤,SSG,N,Y,60,171,0.2456140350877193,0.299,0.439,0.738,86.8,9,27,26,42,6,0,12,55,6,,,-0.461,0.24,hitterHr
2026,52415,이재현,삼성,N,Y,38,111,0.24324324324324326,0.353,0.486,0.839,113.7,8,21,23,27,3,0,18,17,0,,,-0.364,0.72,hitterHr
2026,51551,나승엽,롯데,N,Y,33,118,0.2627118644067796,0.341,0.449,0.79,105.5,5,22,15,31,7,0,15,20,0,,,-0.025,0.44,hitterHr
2026,64346,임병욱,키움,N,Y,42,141,0.2553191489361702,0.316,0.44,0.756,103.3,5,17,18,36,11,0,9,47,3,,,0.126,0.4,hitterHr
2026,74540,강민호,삼성,N,Y,48,136,0.25,0.342,0.39,0.732,97.5,4,24,9,34,7,0,18,36,0,,,0.12,0.64,hitterHr
2026,51868,고명준,SSG,N,Y,17,63,0.36507936507936506,0.412,0.635,1.047,170.2,4,12,9,23,5,0,5,14,1,,,0.426,0.91,hitterHr
2026,69517,고승민,롯데,N,Y,35,148,0.30405405405405406,0.34,0.473,0.813,106.3,4,23,23,45,9,2,9,30,0,,,0.406,0.83,hitterHr
2026,68912,김형준,NC,N,Y,57,153,0.22875816993464052,0.318,0.333,0.651,75.6,4,26,16,35,4,0,17,60,0,,,-0.975,0.32,hitterHr
2026,62931,노진혁,롯데,N,Y,42,124,0.21774193548387097,0.306,0.387,0.693,76.6,4,15,9,27,9,0,15,32,0,,,-0.782,-0.06,hitterHr
2026,69100,구본혁,LG,N,Y,65,160,0.275,0.335,0.294,0.629,75.1,0,14,17,44,3,0,14,23,3,,,-0.813,0.13,hitterGameCount
2026,50204,박지훈,두산,N,Y,63,172,0.2616279069767442,0.345,0.308,0.653,82.9,0,16,26,45,4,2,18,28,4,,,-0.596,0.13,hitterGameCount
2026,51528,손성빈,롯데,N,Y,61,144,0.24305555555555552,0.313,0.326,0.639,68.6,2,13,17,35,6,0,13,28,0,,,-1.007,0.19,hitterGameCount
2026,68507,장두성,롯데,N,Y,61,147,0.272108843537415,0.312,0.313,0.625,70.2,0,13,21,40,4,1,7,36,14,,,-0.08,0.2,hitterGameCount
2026,66614,김규성,KIA,N,Y,60,95,0.23157894736842108,0.292,0.316,0.608,58.6,0,16,13,22,4,2,9,20,4,,,-0.682,-0.13,hitterGameCount
2026,50054,천성호,LG,N,Y,59,170,0.27058823529411763,0.326,0.359,0.685,84.6,1,21,26,46,10,1,12,27,5,,,-0.398,-0.08,hitterGameCount
2026,56754,오재원,한화,N,Y,58,92,0.1956521739130435,0.288,0.217,0.505,49.4,0,6,23,18,2,0,12,15,3,,,-0.832,-0.22,hitterGameCount
2026,50500,황성빈,롯데,N,Y,47,162,0.2962962962962963,0.358,0.364,0.722,92.0,0,17,27,48,3,4,15,26,26,,,-0.201,0.75,hitterSb
2026,69992,최정원,NC,N,Y,55,110,0.2727272727272727,0.344,0.3,0.644,79.1,0,6,20,30,3,0,8,23,17,,,-0.77,0.27,hitterSb
2026,52568,한태양,롯데,N,Y,35,94,0.2446808510638298,0.317,0.287,0.604,63.9,0,2,17,23,4,0,9,23,9,,,-1.108,0.14,hitterSb
2026,66209,조수행,두산,N,Y,50,49,0.3469387755102041,0.429,0.429,0.858,127.2,0,6,9,17,2,1,7,7,7,,,0.015,0.58,hitterSb
2026,56637,김민규,KIA,N,Y,20,28,0.25,0.276,0.357,0.633,61.3,0,3,8,7,3,0,1,10,5,,,-0.044,-0.02,hitterSb
2026,50657,박민,KIA,N,Y,57,121,0.23140495867768596,0.311,0.331,0.642,64.9,3,16,14,28,3,0,12,22,5,,,-1.179,0.24,hitterSb
2026,66864,안상현,SSG,N,Y,45,104,0.28846153846153844,0.383,0.365,0.748,112.7,1,10,19,30,5,0,14,24,5,,,-0.718,0.36,hitterSb
2026,67207,이유찬,두산,N,Y,45,77,0.23376623376623376,0.311,0.325,0.636,76.3,1,14,11,18,2,1,7,25,4,,,-0.554,0.0,hitterSb
2026,50167,이주형,키움,N,Y,23,93,0.24731182795698922,0.307,0.43,0.737,98.2,2,12,12,23,9,1,5,21,4,,,0.158,0.3,hitterSb
2026,69804,채현우,SSG,N,Y,37,40,0.3,0.302,0.45,0.752,87.4,1,7,9,12,3,0,1,11,4,,,0.785,0.06,hitterSb
2026,52103,최원영,LG,N,Y,25,14,0.14285714285714285,0.143,0.214,0.357,-30.1,0,1,7,2,1,0,0,3,4,,,-0.145,-0.23,hitterSb
2026,56904,허윤,NC,N,Y,16,4,0.25,0.4,0.25,0.65,94.6,0,1,4,1,0,0,1,2,4,,,0.036,0.08,hitterSb
2026,63123,강승호,두산,N,Y,49,120,0.21666666666666667,0.276,0.308,0.584,59.5,3,11,15,26,2,0,6,38,3,,,-0.334,-0.18,hitterSb
2026,50357,박주홍,키움,N,Y,45,135,0.23703703703703705,0.352,0.341,0.693,98.1,2,7,17,32,6,1,20,43,3,,,-0.258,0.66,hitterSb
2026,51013,유준규,KT,N,Y,30,40,0.3,0.391,0.425,0.816,118.6,0,10,12,12,1,2,6,13,3,,,0.7,0.3,hitterSb
2026,55897,홍대인,SSG,N,Y,32,24,0.29166666666666663,0.346,0.417,0.763,106.6,0,4,7,7,3,0,2,4,3,,,-0.335,0.09,hitterSb
2026,52121,문정빈,LG,N,Y,19,48,0.27083333333333337,0.333,0.563,0.896,146.3,3,11,8,13,3,1,5,16,0,,,0.696,0.52,hitterWpa
2026,54795,황영묵,한화,N,Y,36,69,0.24637681159420288,0.366,0.333,0.699,87.5,0,14,10,17,4,1,11,15,2,,,0.511,0.13,hitterWpa
2026,67644,이정훈,KT,N,Y,43,41,0.3170731707317073,0.462,0.317,0.779,128.4,0,10,3,13,0,0,10,6,0,,,0.471,0.36,hitterWpa
2026,50820,전의산,SSG,N,Y,12,37,0.2972972972972973,0.381,0.486,0.867,131.0,1,7,3,11,4,0,5,13,1,,,0.411,0.27,hitterWpa
2026,54307,원성준,키움,N,Y,3,9,0.33333333333333337,0.4,0.333,0.733,109.0,0,2,0,3,0,0,1,1,0,,,0.407,0.03,hitterWpa
2026,62802,박승욱,롯데,N,Y,48,87,0.2988505747126437,0.337,0.391,0.728,89.0,1,16,9,26,5,0,4,25,1,,,0.405,0.29,hitterWpa
2026,63963,권희동,NC,N,Y,29,73,0.273972602739726,0.384,0.397,0.781,118.4,2,11,15,20,3,0,12,16,1,,,0.368,0.39,hitterWpa
2026,50902,김한별,NC,N,Y,38,68,0.2647058823529412,0.39,0.338,0.728,108.4,0,7,17,18,5,0,10,15,0,,,0.325,0.49,hitterWpa
2026,51991,오장한,NC,N,Y,8,26,0.4615384615384615,0.462,0.654,1.116,201.1,1,5,2,12,2,0,0,7,0,,,0.318,0.36,hitterWpa
2026,69064,강민성,KT,N,Y,9,4,0.25,0.25,0.25,0.5,23.4,0,1,0,1,0,0,0,0,0,,,0.241,-0.01,hitterWpa
2026,56305,히우라,키움,N,Y,15,60,0.26666666666666666,0.353,0.45,0.803,128.1,3,13,6,16,2,0,7,24,0,,,0.238,0.37,hitterWpa
2026,64004,김민혁,KT,N,Y,45,171,0.3274853801169591,0.382,0.368,0.75,105.6,1,17,22,56,4,0,12,28,1,,,0.124,0.53,hitterHit
2026,65703,이도윤,한화,N,Y,55,167,0.29940119760479045,0.333,0.377,0.71,98.3,0,21,23,50,9,2,8,25,2,,,-0.64,0.88,hitterHit
