collect_year,player_id,player_name,team,position,is_qualified,games,ab,avg,obp,slg,ops,isop,babip,woba,wrc_plus,hr,rbi,run,hit,h2,h3,bb,hbp,so,sb,wpa,war,season_completion
2010,92501,가득염,SK,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2010,78595,가르시아,롯데,,True,118,429,0.2517482517482518,0.328,0.476,0.804,0.2239999999999999,0.288,0.354,0.0,26,83,73,108,16,1,49,2,123,3,0.0,,1.0
2011,78595,가르시아,한화,,False,72,268,0.2462686567164179,0.308,0.493,0.801,0.247,0.246,0.346,0.0,18,61,37,66,12,0,24,0,55,1,0.0,,1.0
2018,68103,가르시아,LG,,False,50,183,0.3387978142076502,0.383,0.519,0.902,0.18,0.346,0.387,152.5,8,34,27,62,9,0,9,8,25,5,-0.226,1.53,1.0
2022,52125,가르시아,LG,,False,39,136,0.2058823529411764,0.308,0.353,0.661,0.147,0.261,0.31,97.8,4,19,21,28,6,1,19,1,40,4,-1.143,0.43,1.0
2011,61435,가코,삼성,,False,58,189,0.2433862433862433,0.332,0.302,0.634,0.059,0.285,0.303,0.0,1,28,21,46,8,0,22,5,34,0,0.0,,1.0
2024,53006,강건,KT,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2011,61700,강경학,한화,,False,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,,1.0
2014,61700,강경학,한화,,False,41,86,0.2209302325581395,0.337,0.349,0.686,0.1279999999999999,0.316,0.316,0.0,1,7,11,19,2,3,13,2,28,0,-0.218,,1.0
2015,61700,강경학,한화,,False,120,311,0.2572347266881029,0.348,0.325,0.673,0.068,0.307,0.306,0.0,2,27,50,80,7,4,40,5,58,4,-1.325,,1.0
2016,61700,강경학,한화,,False,46,101,0.1584158415841584,0.232,0.257,0.489,0.099,0.211,0.216,0.0,1,7,16,16,3,2,8,2,30,0,-1.162,,1.0
2017,61700,강경학,한화,,False,59,84,0.2142857142857142,0.29,0.262,0.552,0.048,0.277,0.278,51.1,0,4,17,18,2,1,8,1,19,1,-0.892,-0.23,1.0
2018,61700,강경학,한화,,False,77,245,0.2775510204081632,0.382,0.392,0.774,0.1139999999999999,0.346,0.357,92.7,5,27,42,68,11,1,38,4,59,6,-0.14,1.43,1.0
2019,61700,강경학,한화,,False,52,113,0.2389380530973451,0.341,0.274,0.615,0.035,0.329,0.3,80.0,0,12,21,27,4,0,15,3,32,1,-0.56,0.38,1.0
2020,61700,강경학,한화,,False,94,193,0.2279792746113989,0.352,0.337,0.689,0.109,0.315,0.339,100.7,4,19,25,44,7,1,35,3,64,1,-0.076,1.06,1.0
2021,61700,강경학,KIA,,False,25,33,0.1515151515151515,0.282,0.152,0.434,0.0,0.25,0.227,28.5,0,1,3,5,0,0,5,1,13,1,-0.464,-0.27,1.0
2013,62917,강구성,NC,,False,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2015,62917,강구성,NC,,False,4,5,0.2,0.2,0.4,0.6,0.2,0.2,0.432,0.0,0,0,0,1,1,0,0,0,0,0,0.16,,1.0
2016,62917,강구성,NC,,False,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,-0.003,,1.0
2017,62917,강구성,NC,,False,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.9,0,0,0,0,0,0,0,0,1,0,-0.012,-0.03,1.0
2018,62917,강구성,NC,,False,4,5,0.2,0.2,0.4,0.6,0.2,0.5,0.248,38.0,0,1,0,1,1,0,0,0,3,0,-0.108,-0.03,1.0
2010,72312,강귀태,넥센,,False,97,269,0.2304832713754646,0.278,0.297,0.575,0.0669999999999999,0.248,0.262,0.0,3,34,24,62,9,0,17,2,31,0,0.0,,1.0
2011,72312,강귀태,넥센,,False,33,81,0.2345679012345679,0.276,0.346,0.622,0.1109999999999999,0.257,0.272,0.0,1,10,4,19,4,1,5,0,11,1,0.0,,1.0
2012,72312,강귀태,넥센,,False,12,19,0.2105263157894736,0.25,0.211,0.461,0.0,0.267,0.207,0.0,0,1,2,4,0,0,0,1,4,0,0.0,,1.0
2016,61295,강동연,두산,,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2020,61295,강동연,NC,,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2010,98420,강동우,한화,,False,98,309,0.2524271844660194,0.343,0.324,0.667,0.072,0.269,0.314,0.0,4,22,45,78,8,1,43,1,33,14,0.0,,1.0
2011,98420,강동우,한화,,True,133,518,0.2876447876447876,0.363,0.4,0.763,0.112,0.311,0.34,0.0,13,51,83,149,13,3,62,2,71,17,0.0,,1.0
2012,98420,강동우,한화,,False,76,257,0.2529182879377432,0.319,0.346,0.665,0.0929999999999999,0.267,0.304,0.0,2,22,35,65,16,1,26,0,21,1,0.0,,1.0
2013,98420,강동우,한화,,False,26,52,0.2115384615384615,0.3,0.269,0.569,0.057,0.239,0.266,0.0,0,3,4,11,1,1,7,0,7,0,0.0,,1.0
2015,65515,강로한,롯데,,False,22,8,0.125,0.125,0.125,0.25,0.0,0.5,0.113,0.0,0,0,2,1,0,0,0,0,6,0,0.113,,1.0
2019,65515,강로한,롯데,,False,104,288,0.2395833333333333,0.279,0.375,0.654,0.135,0.365,0.293,68.8,4,25,38,69,15,6,13,3,107,7,-1.104,-0.02,1.0
2020,65515,강로한,롯데,,False,16,21,0.1904761904761904,0.346,0.19,0.536,0.0,0.267,0.278,53.2,0,1,6,4,0,0,4,1,6,2,0.136,-0.14,1.0
2021,65515,강로한,롯데,,False,21,33,0.1212121212121212,0.171,0.303,0.474,0.182,0.154,0.204,6.0,2,4,7,4,0,0,2,0,18,0,-0.033,-0.31,1.0
2022,65515,강로한,롯데,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.086,0.0,1.0
2010,73409,강명구,삼성,,False,55,63,0.2698412698412698,0.303,0.349,0.652,0.0789999999999999,0.321,0.281,0.0,0,9,17,17,5,0,2,1,10,7,0.0,,1.0
2011,73409,강명구,삼성,,False,89,58,0.1724137931034483,0.234,0.241,0.475,0.069,0.214,0.226,0.0,1,5,22,10,1,0,5,0,16,19,0.0,,1.0
2012,73409,강명구,삼성,,False,72,10,0.1,0.182,0.1,0.282,0.0,0.111,0.147,0.0,0,0,16,1,0,0,1,0,1,15,0.0,,1.0
2013,73409,강명구,삼성,,False,55,58,0.1896551724137931,0.254,0.224,0.478,0.034,0.204,0.225,0.0,0,6,22,11,0,1,4,1,4,11,0.0,,1.0
2014,73409,강명구,삼성,,False,21,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,0,0,3,3,0.061,,1.0
2014,64906,강민국,NC,,False,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.025,,1.0
2015,64906,강민국,NC,,False,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,-0.025,,1.0
2016,64906,강민국,NC,,False,24,23,0.1304347826086956,0.2,0.304,0.504,0.174,0.154,0.213,0.0,1,1,2,3,1,0,2,0,9,0,-0.126,,1.0
2018,64906,강민국,NC,,False,6,4,0.25,0.25,0.25,0.5,0.0,0.25,0.225,29.4,0,0,0,1,0,0,0,0,0,0,-0.002,-0.03,1.0
2019,64906,강민국,KT,,False,58,88,0.2727272727272727,0.319,0.295,0.614,0.0219999999999999,0.338,0.283,60.1,0,7,12,24,0,1,6,0,17,2,-0.089,-0.32,1.0
2020,64906,강민국,KT,,False,81,107,0.2242990654205607,0.272,0.252,0.524,0.0279999999999999,0.276,0.284,58.7,0,9,16,24,3,0,7,0,20,0,-0.635,-0.01,1.0
2021,64906,강민국,KT,,False,18,45,0.2444444444444444,0.292,0.289,0.581,0.0449999999999999,0.282,0.255,42.9,0,4,2,11,2,0,3,0,6,0,-0.232,0.01,1.0
2022,64906,강민국,키움,,False,3,3,0.0,0.25,0.0,0.25,0.0,0.0,0.18,-5.0,0,1,0,0,0,0,1,0,1,0,0.236,-0.08,1.0
2026,53103,강민균,LG,내야수,False,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.5,0,0,0,0,0,0,0,0,1,0,-0.009,-0.06,0.757
2023,69064,강민성,KT,내야수,False,12,22,0.1818181818181818,0.308,0.227,0.535,0.045,0.333,0.253,47.3,0,0,2,4,1,0,4,0,10,0,-0.347,-0.16,1.0
2024,69064,강민성,KT,내야수,False,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.6,0,0,0,0,0,0,0,0,0,0,0.0,-0.01,1.0
2025,69064,강민성,KT,내야수,False,25,30,0.0333333333333333,0.167,0.033,0.2,0.0,0.063,0.151,-26.7,0,1,0,1,0,0,5,0,15,0,-0.381,-0.3,1.0
2026,69064,강민성,KT,내야수,False,9,4,0.25,0.25,0.25,0.5,0.0,0.25,0.225,22.5,0,1,0,1,0,0,0,0,0,0,0.241,-0.02,0.757
2010,74540,강민호,롯데,포수,True,117,410,0.3048780487804878,0.376,0.524,0.9,0.219,0.312,0.394,0.0,23,72,66,125,19,1,42,8,65,2,0.0,,1.0
2011,74540,강민호,롯데,포수,True,124,450,0.2888888888888888,0.366,0.48,0.846,0.191,0.316,0.377,0.0,19,66,63,130,25,2,47,8,81,4,0.0,,1.0
2012,74540,강민호,롯데,포수,True,119,400,0.273,0.355,0.468,0.823,0.195,0.315,0.361,0.0,19,66,41,109,21,0,44,8,97,0,0.0,,1.0
2013,74540,강민호,롯데,포수,True,105,327,0.2354740061162079,0.366,0.376,0.742,0.141,0.281,0.342,0.0,11,57,48,77,13,0,60,11,87,4,0.0,,1.0
2014,74540,강민호,롯데,포수,False,98,310,0.2290322580645161,0.325,0.442,0.767,0.213,0.267,0.341,0.0,16,40,37,71,14,2,33,13,92,1,-0.898,,1.0
2015,74540,강민호,롯데,포수,True,123,380,0.3105263157894737,0.421,0.639,1.06,0.328,0.353,0.449,0.0,35,86,63,118,18,1,60,14,112,0,4.08,,1.0
2016,74540,강민호,롯데,포수,True,116,381,0.3228346456692913,0.433,0.549,0.982,0.226,0.377,0.427,0.0,20,72,65,123,26,0,66,10,91,4,4.7940000000000005,,1.0
2017,74540,강민호,롯데,포수,True,130,456,0.2850877192982456,0.361,0.482,0.843,0.197,0.324,0.366,89.0,22,68,62,130,22,1,41,15,104,0,-0.356,2.36,1.0
2018,74540,강민호,삼성,포수,True,129,427,0.2693208430913349,0.331,0.457,0.788,0.188,0.294,0.349,80.5,22,71,46,115,14,0,29,14,96,0,-2.014,0.51,1.0
2019,74540,강민호,삼성,포수,False,112,346,0.2341040462427745,0.315,0.405,0.72,0.171,0.262,0.32,75.0,13,45,36,81,20,0,33,9,76,0,-0.32,0.48,1.0
2020,74540,강민호,삼성,포수,False,119,355,0.2873239436619718,0.349,0.487,0.836,0.2,0.291,0.371,94.4,19,61,46,102,14,0,31,4,54,0,-0.768,1.76,1.0
2021,74540,강민호,삼성,포수,True,123,406,0.2906403940886699,0.361,0.478,0.839,0.187,0.292,0.371,117.3,18,67,55,118,22,0,45,4,53,0,-0.031,3.15,1.0
2022,74540,강민호,삼성,포수,False,130,396,0.2575757575757575,0.33,0.409,0.739,0.1509999999999999,0.271,0.324,89.8,13,66,38,102,19,1,41,3,58,0,-1.11,1.7,1.0
2023,74540,강민호,삼성,포수,True,125,434,0.2903225806451613,0.366,0.445,0.811,0.155,0.307,0.361,116.3,16,77,60,126,19,0,49,6,65,6,-0.03,3.38,1.0
2024,74540,강민호,삼성,포수,True,136,403,0.3027295285359802,0.365,0.496,0.861,0.193,0.305,0.376,110.9,19,77,48,122,19,1,35,8,52,3,1.061,3.14,1.0
2025,74540,강민호,삼성,포수,True,127,412,0.2694174757281553,0.336,0.417,0.753,0.1479999999999999,0.293,0.345,102.2,12,71,37,111,23,1,38,7,69,2,-1.748,2.28,1.0
2026,74540,강민호,삼성,포수,False,75,203,0.2758620689655172,0.378,0.458,0.836,0.182,0.329,0.385,124.2,9,47,25,56,10,0,30,4,52,0,0.994,1.74,0.757
2018,68050,강백호,KT,내야수,True,138,527,0.2903225806451613,0.356,0.524,0.88,0.234,0.329,0.389,107.1,29,84,108,153,32,2,52,3,124,3,1.066,3.94,1.0
2019,68050,강백호,KT,내야수,True,116,438,0.3356164383561644,0.416,0.495,0.911,0.1589999999999999,0.392,0.405,146.4,13,65,72,147,29,1,61,2,87,9,2.533,5.14,1.0
2020,68050,강백호,KT,내야수,True,129,500,0.33,0.411,0.544,0.955,0.214,0.367,0.413,136.1,23,89,95,165,36,1,66,5,93,7,1.781,6.04,1.0
2021,68050,강백호,KT,내야수,True,142,516,0.3468992248062015,0.45,0.521,0.971,0.174,0.385,0.423,153.8,16,102,76,179,40,1,103,0,85,10,3.915,5.85,1.0
2022,68050,강백호,KT,내야수,False,62,237,0.2447257383966244,0.312,0.371,0.683,0.126,0.275,0.299,77.4,6,29,24,58,12,0,23,1,44,0,-0.458,0.2,1.0
2023,68050,강백호,KT,내야수,False,71,238,0.2647058823529412,0.347,0.416,0.763,0.1509999999999999,0.311,0.339,103.8,8,39,32,63,10,1,31,0,55,3,-1.215,1.16,1.0
2024,68050,강백호,KT,내야수,True,144,550,0.289090909090909,0.36,0.48,0.84,0.191,0.333,0.372,112.7,26,96,92,159,27,0,59,3,127,6,0.106,3.1,1.0
2025,68050,강백호,KT,내야수,False,95,321,0.264797507788162,0.358,0.467,0.825,0.202,0.288,0.36,117.6,15,61,41,85,18,1,44,3,64,2,0.579,1.82,1.0
2026,68050,강백호,한화,내야수,True,91,351,0.301994301994302,0.373,0.57,0.943,0.2679999999999999,0.329,0.406,141.6,25,89,57,106,19,0,40,2,84,0,1.953,3.43,0.757
2010,72325,강병식,넥센,,False,107,251,0.2868525896414343,0.391,0.438,0.829,0.151,0.325,0.382,0.0,9,30,32,72,9,1,34,11,51,2,0.0,,1.0
2011,72325,강병식,넥센,,False,77,167,0.1736526946107784,0.249,0.269,0.518,0.095,0.239,0.237,0.0,2,17,16,29,8,1,15,2,53,2,0.0,,1.0
2012,72325,강병식,넥센,,False,26,30,0.2,0.333,0.267,0.6,0.067,0.286,0.341,0.0,0,2,4,6,2,0,5,1,9,1,0.0,,1.0
2010,75143,강병우,넥센,,False,11,2,0.5,0.5,0.5,1.0,0.0,0.5,0.45,0.0,0,0,2,1,0,0,0,0,0,2,0.0,,1.0
2015,61108,강병의,LG,,False,8,3,0.3333333333333333,0.333,0.333,0.666,0.0,0.5,0.607,0.0,0,0,0,1,0,0,0,0,1,1,-0.059,,1.0
2010,70224,강봉규,삼성,,False,89,232,0.2370689655172413,0.353,0.341,0.694,0.104,0.276,0.332,0.0,4,26,38,55,12,0,40,2,44,8,0.0,,1.0
2011,70224,강봉규,삼성,,False,52,146,0.2671232876712329,0.347,0.349,0.696,0.0819999999999999,0.309,0.326,0.0,1,18,14,39,7,1,17,2,24,3,0.0,,1.0
2012,70224,강봉규,삼성,,False,102,235,0.2553191489361702,0.332,0.383,0.715,0.128,0.29,0.319,0.0,6,38,30,60,10,1,28,2,49,5,0.0,,1.0
2013,70224,강봉규,삼성,,False,32,82,0.2073170731707317,0.327,0.268,0.595,0.061,0.266,0.29,0.0,0,5,11,17,5,0,14,1,19,3,0.0,,1.0
2015,70224,강봉규,삼성,,False,5,6,0.0,0.25,0.0,0.25,0.0,0.0,0.184,0.0,0,0,0,0,0,0,1,1,3,0,-0.079,,1.0
2017,66710,강상원,한화,,False,33,14,0.2142857142857142,0.214,0.286,0.5,0.0719999999999999,0.333,0.217,12.2,0,1,8,3,1,0,0,0,5,0,0.021,-0.13,1.0
2018,66710,강상원,한화,,False,6,6,0.0,0.143,0.0,0.143,0.0,0.0,0.103,-61.8,0,0,0,0,0,0,1,0,2,1,-0.047,-0.1,1.0
2021,66710,강상원,한화,,False,35,37,0.1081081081081081,0.298,0.108,0.406,0.0,0.154,0.24,37.9,0,2,7,4,0,0,9,1,11,3,-0.218,-0.22,1.0
2022,66710,강상원,한화,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2024,54567,강성우,롯데,내야수,False,2,2,0.5,0.5,0.5,1.0,0.0,0.5,0.3,67.0,0,0,0,1,0,0,0,0,0,0,-0.045,-0.05,1.0
2025,54567,강성우,롯데,내야수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.054,0.0,1.0
2024,54506,강승구,롯데,포수,False,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.9,0,0,0,0,0,0,0,0,1,0,-0.257,-0.05,1.0
2025,54506,강승구,롯데,포수,False,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.2,0,0,0,0,0,0,0,0,0,0,-0.072,-0.02,1.0
2017,78552,강승현,한화,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2016,63123,강승호,LG,내야수,False,18,38,0.1842105263157894,0.22,0.263,0.483,0.079,0.259,0.259,0.0,0,3,4,7,3,0,2,0,12,0,-0.392,,1.0
2017,63123,강승호,LG,내야수,False,85,248,0.25,0.272,0.383,0.655,0.133,0.311,0.281,84.3,5,31,42,62,14,2,7,3,67,2,-1.085,-0.26,1.0
2018,63123,강승호,SK,내야수,False,69,184,0.2554347826086957,0.33,0.359,0.689,0.1039999999999999,0.352,0.311,84.9,3,31,14,47,10,0,18,3,57,1,-1.126,0.16,1.0
2019,63123,강승호,SK,내야수,False,15,39,0.1538461538461538,0.195,0.308,0.503,0.154,0.211,0.213,4.1,2,5,5,6,0,0,2,0,18,0,-0.46,-0.26,1.0
2021,63123,강승호,두산,내야수,False,113,301,0.2392026578073089,0.301,0.375,0.676,0.136,0.297,0.307,90.3,7,37,47,72,16,2,22,6,78,8,-1.982,1.12,1.0
2022,63123,강승호,두산,내야수,True,134,444,0.2635135135135135,0.31,0.399,0.709,0.135,0.316,0.319,107.2,10,62,54,117,28,1,29,3,100,13,-0.736,2.38,1.0
2023,63123,강승호,두산,내야수,True,127,419,0.2649164677804296,0.316,0.387,0.703,0.122,0.341,0.322,106.5,7,59,51,111,18,6,27,6,110,13,-1.405,1.6,1.0
2024,63123,강승호,두산,내야수,True,140,521,0.2802303262955854,0.328,0.476,0.804,0.1959999999999999,0.367,0.348,107.8,18,81,81,146,34,7,32,7,158,16,-0.295,2.86,1.0
2025,63123,강승호,두산,내야수,False,115,360,0.2361111111111111,0.302,0.372,0.674,0.136,0.318,0.304,88.0,8,37,51,85,19,3,24,11,113,14,-2.589,0.88,1.0
2026,63123,강승호,두산,내야수,False,75,181,0.2486187845303867,0.312,0.409,0.721,0.1599999999999999,0.299,0.318,94.2,7,30,31,45,8,0,10,9,52,5,-0.581,0.51,0.757
2010,70615,강영식,롯데,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2012,70615,강영식,롯데,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2013,70615,강영식,롯데,,False,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,,1.0
2014,70615,강영식,롯데,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2017,79358,강윤구,NC,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2018,79358,강윤구,NC,투수,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2019,79358,강윤구,NC,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2021,79358,강윤구,롯데,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2022,79358,강윤구,롯데,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2015,64907,강장산,NC,,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2017,64907,강장산,KT,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2021,50705,강재민,한화,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2023,50705,강재민,한화,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2010,76325,강정호,넥센,,True,133,449,0.3006681514476614,0.391,0.457,0.848,0.156,0.349,0.373,0.0,12,58,60,135,30,2,61,7,87,2,0.0,,1.0
2011,76325,강정호,넥센,,True,123,444,0.2815315315315315,0.353,0.401,0.754,0.119,0.307,0.337,0.0,9,63,53,125,22,2,43,9,62,4,0.0,,1.0
2012,76325,강정호,넥센,,True,124,436,0.3142201834862385,0.413,0.56,0.973,0.246,0.331,0.415,0.0,25,82,77,137,32,0,71,6,78,21,0.0,,1.0
2013,76325,강정호,넥센,,True,126,450,0.2911111111111111,0.387,0.489,0.876,0.198,0.335,0.382,0.0,22,96,67,131,21,1,68,6,109,15,0.0,,1.0
2014,76325,강정호,넥센,,True,117,418,0.3564593301435406,0.459,0.739,1.198,0.383,0.398,0.502,0.0,40,117,103,149,36,2,68,13,106,3,7.157,,1.0
2023,53460,강준서,삼성,외야수,False,10,14,0.2142857142857142,0.267,0.286,0.553,0.0719999999999999,0.25,0.251,43.8,0,0,2,3,1,0,1,0,2,0,-0.176,-0.1,1.0
2014,79130,강지광,넥센,,False,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,-0.002,,1.0
2015,79130,강지광,넥센,,False,13,18,0.2777777777777778,0.381,0.278,0.659,0.0,0.556,0.319,0.0,0,2,3,5,0,0,2,1,9,0,0.237,,1.0
2016,79130,강지광,넥센,,False,40,66,0.1969696969696969,0.316,0.273,0.589,0.076,0.286,0.276,0.0,1,7,10,13,2,0,11,1,24,1,-0.479,,1.0
2017,79130,강지광,넥센,,False,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131.9,0,0,0,0,0,0,0,0,1,0,-0.069,-0.06,1.0
2018,79130,강지광,SK,,False,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2013,62925,강진성,NC,,False,3,2,0.5,0.667,1.0,1.667,0.5,0.5,0.653,0.0,0,0,1,1,1,0,1,0,0,0,0.0,,1.0
2017,62925,강진성,NC,,False,28,27,0.2962962962962963,0.406,0.519,0.925,0.223,0.318,0.403,140.6,1,5,5,8,3,0,4,1,4,0,-0.251,0.25,1.0
2018,62925,강진성,NC,,False,45,68,0.2352941176470588,0.274,0.279,0.553,0.044,0.308,0.244,39.7,0,1,5,16,3,0,4,0,17,0,-1.258,-0.44,1.0
2019,62925,강진성,NC,,False,41,97,0.2474226804123711,0.298,0.371,0.669,0.124,0.293,0.315,96.4,2,14,11,24,4,1,3,4,20,2,-0.546,0.22,1.0
2020,62925,강진성,NC,,False,121,395,0.3088607594936708,0.351,0.463,0.814,0.154,0.321,0.358,107.5,12,70,53,122,25,0,20,9,46,9,-0.195,3.0,1.0
2021,62925,강진성,NC,,True,124,406,0.2487684729064039,0.33,0.35,0.68,0.1009999999999999,0.282,0.314,84.0,7,38,49,101,20,0,36,14,68,9,-2.736,0.24,1.0
2022,62925,강진성,두산,,False,40,80,0.163,0.28,0.225,0.505,0.062,0.203,0.248,45.1,1,8,7,13,2,0,11,2,20,4,-0.614,-0.18,1.0
2023,62925,강진성,SSG,,False,58,134,0.2611940298507462,0.306,0.388,0.694,0.127,0.286,0.303,86.1,3,17,10,35,6,1,6,3,20,0,-0.803,0.35,1.0
2024,62925,강진성,SSG,,False,16,27,0.1851851851851851,0.267,0.185,0.452,0.0,0.227,0.245,36.4,0,2,4,5,0,0,3,0,5,0,0.103,-0.16,1.0
2025,62925,강진성,키움,,False,6,11,0.1818181818181818,0.308,0.182,0.49,0.0,0.2,0.249,47.6,0,1,1,2,0,0,2,0,1,0,-0.066,-0.03,1.0
2016,65514,강태율,롯데,,False,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.001,,1.0
2017,65514,강태율,롯데,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2020,65514,강태율,롯데,,False,14,11,0.4545454545454545,0.667,1.0,1.667,0.5449999999999999,0.429,0.647,286.4,2,2,2,5,0,0,7,0,2,0,0.027,0.52,1.0
2021,65514,강태율,롯데,,False,19,26,0.0769230769230769,0.194,0.231,0.425,0.154,0.063,0.196,0.6,1,5,1,2,1,0,4,0,10,0,-0.556,-0.42,1.0
2022,65514,강태율,롯데,,False,19,32,0.09375,0.171,0.125,0.296,0.031,0.13,0.162,-21.6,0,3,0,3,1,0,2,1,9,0,-0.627,-0.25,1.0
2024,65514,강태율,롯데,,False,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.9,0,0,0,0,0,0,0,0,4,0,-0.163,-0.3,1.0
2014,64610,강한울,KIA,,False,93,208,0.2644230769230769,0.294,0.327,0.621,0.063,0.333,0.294,0.0,0,14,32,55,5,4,8,1,44,4,-0.862,,1.0
2015,64610,강한울,KIA,,False,90,264,0.2045454545454545,0.25,0.258,0.508,0.053,0.254,0.238,0.0,0,12,30,54,8,3,13,3,51,9,-1.705,,1.0
2016,64610,강한울,KIA,,False,104,298,0.2718120805369127,0.307,0.336,0.643,0.064,0.321,0.288,0.0,0,27,36,81,13,3,15,0,46,7,-1.18,,1.0
2017,64610,강한울,삼성,,True,135,412,0.3033980582524271,0.344,0.34,0.684,0.037,0.351,0.31,71.2,0,24,58,125,9,3,26,0,57,12,-2.713,0.91,1.0
2018,64610,강한울,삼성,,False,83,193,0.2590673575129533,0.306,0.306,0.612,0.0469999999999999,0.314,0.288,53.2,0,8,20,50,5,2,12,1,34,3,-1.176,-0.11,1.0
2020,64610,강한울,삼성,,False,34,105,0.3047619047619048,0.368,0.362,0.73,0.0569999999999999,0.383,0.333,80.7,1,10,13,32,3,0,11,0,24,1,-0.219,0.44,1.0
2021,64610,강한울,삼성,,False,124,223,0.2600896860986547,0.341,0.283,0.624,0.0229999999999999,0.345,0.29,70.0,0,27,25,58,5,0,29,0,58,2,-1.036,-0.04,1.0
2022,64610,강한울,삼성,,False,94,226,0.3230088495575221,0.375,0.398,0.773,0.075,0.402,0.344,113.8,1,26,31,73,12,1,20,0,48,4,-1.237,1.35,1.0
