collect_year,player_id,player_name,team,position,is_qualified,games,ab,avg,obp,slg,ops,isop,babip,woba,wrc_plus,hr,rbi,run,hit,h2,h3,bb,hbp,so,sb,wpa,war,season_completion
2019,62558,김준태,롯데,포수,False,43,88,0.1590909090909091,0.275,0.193,0.468,0.034,0.215,0.246,34.5,0,8,10,14,3,0,12,2,23,0,-0.419,-0.52,1.0
2020,62558,김준태,롯데,포수,False,128,306,0.2254901960784313,0.344,0.327,0.671,0.102,0.267,0.316,76.3,5,43,38,69,12,2,56,1,64,2,-0.828,-0.12,1.0
2021,62558,김준태,KT,포수,False,58,128,0.1953125,0.295,0.328,0.623,0.133,0.244,0.289,66.3,4,15,17,25,5,0,18,1,40,0,-0.948,0.13,1.0
2022,62558,김준태,KT,포수,False,98,231,0.2727272727272727,0.36,0.403,0.763,0.13,0.386,0.348,115.7,4,27,28,63,16,1,33,0,77,2,-0.01,1.78,1.0
2023,62558,김준태,KT,포수,False,69,115,0.208695652173913,0.326,0.322,0.648,0.113,0.263,0.318,96.5,3,23,10,24,4,0,19,1,32,1,-1.106,0.33,1.0
2024,62558,김준태,KT,포수,False,23,25,0.24,0.367,0.32,0.687,0.08,0.316,0.323,84.1,0,3,6,6,2,0,5,0,6,0,-0.11,0.09,1.0
2025,62558,김준태,LG,포수,False,2,1,1.0,1.0,1.0,2.0,0.0,1.0,0.81,448.8,0,0,1,1,0,0,1,0,0,0,0.0,0.09,1.0
2023,51393,김준형,키움,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2010,77156,김준호,LG,,False,21,45,0.2222222222222222,0.255,0.289,0.544,0.0669999999999999,0.323,0.243,0.0,0,3,4,10,1,1,2,0,14,0,0.0,,1.0
2011,77156,김준호,한화,,False,9,6,0.1666666666666666,0.167,0.167,0.334,0.0,0.25,0.15,0.0,0,0,0,1,0,0,0,0,2,0,0.0,,1.0
2026,56326,김지석,키움,내야수,False,17,49,0.2244897959183673,0.264,0.306,0.57,0.0819999999999999,0.25,0.241,39.6,1,3,3,11,1,0,1,2,9,0,-0.575,-0.4,0.757
2012,62007,김지성,LG,,False,6,13,0.0769230769230769,0.143,0.077,0.22,0.0,0.1,0.116,0.0,0,2,0,1,0,0,1,0,3,1,0.0,,1.0
2013,62007,김지성,LG,,False,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2014,62007,김지성,LG,,False,13,6,0.1666666666666666,0.286,0.5,0.786,0.3329999999999999,0.5,0.326,0.0,0,1,2,1,0,1,1,0,4,0,0.022,,1.0
2015,62007,김지성,LG,,False,20,21,0.1428571428571428,0.143,0.286,0.429,0.143,0.182,0.179,0.0,1,2,2,3,0,0,0,0,9,0,-0.444,,1.0
2016,62007,김지성,LG,,False,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.037,,1.0
2017,62007,김지성,KIA,,False,37,47,0.2340425531914893,0.265,0.426,0.691,0.1919999999999999,0.29,0.314,74.7,2,4,6,11,3,0,1,1,14,1,-0.327,0.11,1.0
2018,62007,김지성,KIA,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2010,79300,김지수,넥센,,False,8,5,0.0,0.167,0.0,0.167,0.0,0.0,0.12,0.0,0,0,1,0,0,0,1,0,0,0,0.0,,1.0
2013,79300,김지수,넥센,,False,37,48,0.2708333333333333,0.357,0.313,0.67,0.0419999999999999,0.325,0.306,0.0,0,3,9,13,2,0,7,0,9,1,0.0,,1.0
2014,79300,김지수,넥센,,False,28,23,0.1739130434782608,0.296,0.174,0.47,0.0,0.19,0.223,0.0,0,3,2,4,0,0,4,0,2,1,-0.167,,1.0
2015,79300,김지수,넥센,,False,104,132,0.2348484848484848,0.292,0.288,0.58,0.0529999999999999,0.292,0.272,0.0,0,13,23,31,7,0,9,2,27,2,-1.174,,1.0
2016,79300,김지수,넥센,,False,81,91,0.2857142857142857,0.353,0.44,0.793,0.154,0.315,0.334,0.0,3,9,16,26,5,0,10,0,16,2,0.561,,1.0
2016,65503,김지수,롯데,,False,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,4,0,-0.247,,1.0
2017,79300,김지수,넥센,,False,64,35,0.1714285714285714,0.205,0.257,0.462,0.086,0.179,0.197,-6.8,1,5,7,6,0,0,2,0,8,0,-0.683,-0.28,1.0
2018,79300,김지수,넥센,,False,47,34,0.1470588235294117,0.256,0.147,0.403,0.0,0.263,0.231,20.3,0,0,4,5,0,0,5,0,15,0,-0.408,-0.27,1.0
2019,79300,김지수,키움,,False,69,30,0.2666666666666666,0.313,0.333,0.646,0.066,0.348,0.291,72.1,0,3,3,8,2,0,2,0,7,0,-0.112,0.06,1.0
2020,65503,김지수,한화,,False,14,25,0.16,0.192,0.28,0.472,0.12,0.176,0.207,10.7,1,4,2,4,0,0,1,0,7,0,-0.185,0.02,1.0
2021,65503,김지수,한화,,False,11,24,0.0833333333333333,0.12,0.125,0.245,0.0419999999999999,0.2,0.151,-25.5,0,0,0,2,1,0,1,0,14,0,-0.326,-0.33,1.0
2015,78753,김지열,KT,,False,72,228,0.2543859649122807,0.306,0.386,0.692,0.132,0.349,0.304,0.0,7,27,31,58,7,1,16,1,75,15,-1.379,,1.0
2016,78753,김지열,KT,,False,20,56,0.25,0.333,0.268,0.601,0.018,0.304,0.3,0.0,0,4,6,14,1,0,7,0,10,1,-0.317,,1.0
2017,78753,김지열,KT,,False,35,51,0.2156862745098039,0.216,0.255,0.471,0.039,0.275,0.239,16.1,0,3,5,11,2,0,0,0,11,2,0.159,-0.26,1.0
2018,78753,김지열,KT,,False,38,45,0.2,0.25,0.356,0.606,0.1559999999999999,0.258,0.302,53.6,1,5,11,9,4,0,3,0,13,1,-0.004,-0.03,1.0
2015,60181,김지용,LG,,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2017,60181,김지용,LG,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2021,60181,김지용,LG,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2022,60181,김지용,두산,,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2020,50458,김지찬,삼성,내야수,False,135,254,0.2322834645669291,0.301,0.272,0.573,0.04,0.275,0.266,36.8,1,13,47,59,5,1,24,2,44,21,-2.502,-0.71,1.0
2021,50458,김지찬,삼성,내야수,False,120,296,0.2736486486486486,0.331,0.304,0.635,0.0299999999999999,0.3,0.298,75.2,1,26,50,81,6,0,27,0,31,23,-0.663,0.46,1.0
2022,50458,김지찬,삼성,내야수,False,113,361,0.2797783933518005,0.361,0.332,0.693,0.0519999999999999,0.338,0.319,95.8,0,25,62,101,7,6,45,2,64,25,-0.702,1.66,1.0
2023,50458,김지찬,삼성,내야수,False,99,291,0.2920962199312715,0.408,0.33,0.738,0.038,0.331,0.35,117.4,1,18,59,85,4,2,48,9,36,13,-0.535,2.2,1.0
2024,50458,김지찬,삼성,내야수,True,135,453,0.3156732891832229,0.405,0.384,0.789,0.068,0.341,0.363,107.3,3,36,102,143,16,3,60,9,40,42,-0.358,3.04,1.0
2025,50458,김지찬,삼성,내야수,False,90,317,0.2807570977917981,0.364,0.322,0.686,0.0409999999999999,0.322,0.32,92.3,0,23,59,89,9,2,38,5,44,22,-1.257,1.52,1.0
2026,50458,김지찬,삼성,내야수,True,102,333,0.3243243243243243,0.423,0.357,0.78,0.0329999999999999,0.353,0.361,112.2,0,30,77,108,7,2,55,4,30,19,-0.473,2.95,0.757
2014,64640,김지훈,KIA,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2015,63088,김진곤,KT,,False,67,85,0.2117647058823529,0.221,0.224,0.445,0.012,0.277,0.199,0.0,0,6,11,18,1,0,0,1,20,4,-0.365,,1.0
2016,63088,김진곤,KT,,False,13,8,0.125,0.125,0.125,0.25,0.0,0.143,0.113,0.0,0,0,1,1,0,0,0,0,1,0,-0.18,,1.0
2017,63088,김진곤,KT,,False,28,39,0.282051282051282,0.3,0.462,0.762,0.18,0.346,0.327,71.9,2,8,9,11,1,0,1,0,11,1,-0.513,0.16,1.0
2018,63088,김진곤,KT,,False,19,21,0.1428571428571428,0.217,0.19,0.407,0.047,0.167,0.235,12.8,0,0,4,3,1,0,2,0,3,0,-0.079,-0.26,1.0
2019,63088,김진곤,KT,,False,19,30,0.2666666666666666,0.313,0.333,0.646,0.066,0.364,0.274,53.4,0,6,4,8,2,0,2,0,8,1,-0.129,-0.08,1.0
2013,75867,김진성,NC,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2014,75867,김진성,NC,투수,False,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2016,75867,김진성,NC,투수,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2017,75867,김진성,NC,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2018,75867,김진성,NC,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2019,75867,김진성,NC,투수,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2020,75867,김진성,NC,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2021,75867,김진성,NC,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2022,75867,김진성,LG,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2024,75867,김진성,LG,투수,False,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2025,75867,김진성,LG,투수,False,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2021,51154,김진수,LG,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2025,51154,김진수,LG,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2014,72641,김진우,KIA,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2016,72641,김진우,KIA,,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2017,72641,김진우,KIA,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2020,68701,김진욱,한화,,False,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0
2014,79234,김진형,두산,,False,28,38,0.2368421052631578,0.293,0.263,0.556,0.026,0.29,0.252,0.0,0,5,5,9,1,0,3,0,7,0,0.442,,1.0
2015,79234,김진형,두산,,False,14,18,0.1666666666666666,0.286,0.444,0.73,0.277,0.2,0.314,0.0,1,2,3,3,2,0,3,0,7,0,-0.065,,1.0
2019,79234,김진형,NC,,False,11,20,0.15,0.136,0.2,0.336,0.05,0.167,0.132,-39.7,0,2,2,3,1,0,0,0,4,0,-0.389,-0.22,1.0
2022,67954,김진호,NC,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2017,66917,김찬형,NC,,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2018,66917,김찬형,NC,,False,63,142,0.2323943661971831,0.308,0.289,0.597,0.0569999999999999,0.281,0.282,62.9,1,9,24,33,5,0,8,8,28,4,-0.836,-0.27,1.0
2019,66917,김찬형,NC,,False,76,141,0.2765957446808511,0.322,0.355,0.677,0.0779999999999999,0.317,0.318,101.1,1,12,16,39,4,2,6,4,21,3,-0.851,0.61,1.0
2020,66917,김찬형,NC,,False,56,64,0.296875,0.343,0.391,0.734,0.094,0.352,0.329,90.5,0,7,10,19,6,0,4,1,11,3,-0.079,-0.13,1.0
2021,66917,김찬형,SSG,,False,88,132,0.2272727272727272,0.329,0.326,0.655,0.099,0.286,0.303,80.3,2,7,20,30,7,0,16,4,32,0,-0.327,0.29,1.0
2023,66917,김찬형,SSG,,False,36,48,0.2291666666666666,0.275,0.354,0.629,0.1249999999999999,0.27,0.285,72.2,1,5,6,11,3,0,2,1,10,0,0.304,-0.01,1.0
2024,66917,김찬형,SSG,,False,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.5,0,0,0,0,0,0,0,0,4,0,-0.082,-0.23,1.0
2025,66917,김찬형,SSG,,False,44,73,0.1780821917808219,0.221,0.205,0.426,0.0269999999999999,0.217,0.196,9.0,0,5,4,13,2,0,3,1,13,0,-0.779,-0.63,1.0
2019,69825,김창평,SK,외야수,False,18,45,0.1777777777777777,0.26,0.222,0.482,0.044,0.235,0.235,32.2,0,3,4,8,2,0,4,1,11,0,-0.603,-0.03,1.0
2020,69825,김창평,SK,외야수,False,35,78,0.1923076923076923,0.289,0.269,0.558,0.077,0.238,0.291,65.2,0,7,10,15,4,1,11,0,16,7,0.001,0.14,1.0
2021,69825,김창평,SSG,외야수,False,40,25,0.08,0.115,0.08,0.195,0.0,0.105,0.09,-70.1,0,1,6,2,0,0,1,0,6,2,-0.179,-0.51,1.0
2024,69825,김창평,SSG,외야수,False,6,7,0.0,0.222,0.0,0.222,0.0,0.0,0.16,-18.6,0,0,1,0,0,0,2,0,4,1,-0.148,-0.1,1.0
2025,69825,김창평,SSG,외야수,False,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.002,0.0,1.0
2026,69825,김창평,SSG,외야수,False,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,1,0,-0.191,-0.14,0.757
2018,60184,김창혁,한화,,False,6,10,0.2,0.2,0.3,0.5,0.0999999999999999,0.286,0.214,6.5,0,0,1,2,1,0,0,0,3,0,-0.023,-0.07,1.0
2019,60184,김창혁,한화,,False,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.5,0,0,0,0,0,0,0,0,1,0,0.0,-0.05,1.0
2012,74728,김창훈,두산,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2022,50992,김태경,NC,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2010,78122,김태군,LG,포수,False,50,51,0.2549019607843137,0.296,0.275,0.571,0.02,0.31,0.25,0.0,0,6,2,13,1,0,2,1,9,0,0.0,,1.0
2011,78122,김태군,LG,포수,False,38,47,0.2340425531914893,0.294,0.234,0.528,0.0,0.256,0.258,0.0,0,1,4,11,0,0,4,0,4,0,0.0,,1.0
2012,78122,김태군,LG,포수,False,100,149,0.2013422818791946,0.265,0.215,0.48,0.0139999999999999,0.24,0.228,0.0,0,14,7,30,2,0,8,5,24,0,0.0,,1.0
2013,78122,김태군,NC,포수,False,112,277,0.2129963898916967,0.28,0.274,0.554,0.061,0.253,0.256,0.0,4,28,21,59,5,0,19,7,57,0,0.0,,1.0
2014,78122,김태군,NC,포수,False,109,294,0.2619047619047619,0.297,0.306,0.603,0.0439999999999999,0.308,0.271,0.0,0,23,28,77,13,0,12,4,47,0,-0.558,,1.0
2015,78122,김태군,NC,포수,True,144,421,0.2541567695961995,0.307,0.354,0.661,0.0999999999999999,0.293,0.297,0.0,6,52,45,107,24,0,25,10,77,1,-1.99,,1.0
2016,78122,김태군,NC,포수,False,134,340,0.2323529411764706,0.293,0.285,0.578,0.0529999999999999,0.261,0.257,0.0,1,30,37,79,15,0,22,9,44,0,-2.435,,1.0
2017,78122,김태군,NC,포수,False,132,362,0.2651933701657458,0.333,0.343,0.676,0.078,0.292,0.306,80.1,3,34,33,96,19,0,16,22,43,0,-2.509,0.71,1.0
2019,78122,김태군,NC,포수,False,18,22,0.1818181818181818,0.357,0.182,0.539,0.0,0.286,0.318,98.0,0,1,0,4,0,0,4,2,8,0,-0.139,0.15,1.0
2020,78122,김태군,NC,포수,False,80,113,0.2920353982300885,0.347,0.372,0.719,0.08,0.323,0.313,80.0,1,18,16,33,6,0,6,4,14,0,-0.094,0.13,1.0
2021,78122,김태군,NC,포수,False,102,232,0.2198275862068965,0.311,0.341,0.652,0.121,0.222,0.296,72.7,7,24,23,51,7,0,21,11,30,0,-0.938,0.46,1.0
2022,78122,김태군,삼성,포수,False,102,205,0.2975609756097561,0.358,0.38,0.738,0.082,0.343,0.339,108.9,2,25,20,61,11,0,17,4,34,0,-0.622,1.6,1.0
2023,78122,김태군,KIA,포수,False,114,311,0.2572347266881029,0.305,0.305,0.61,0.0479999999999999,0.278,0.278,64.4,1,42,24,80,10,1,15,8,30,2,-2.809,0.16,1.0
2024,78122,김태군,KIA,포수,False,105,235,0.2638297872340425,0.328,0.383,0.711,0.119,0.268,0.312,80.0,7,34,24,62,7,0,12,11,24,0,-1.21,0.32,1.0
2025,78122,김태군,KIA,포수,False,100,236,0.2584745762711864,0.331,0.373,0.704,0.1149999999999999,0.262,0.322,96.3,5,31,20,61,10,1,17,10,20,0,-0.982,1.12,1.0
2026,78122,김태군,KIA,포수,False,54,123,0.2845528455284553,0.338,0.407,0.745,0.122,0.314,0.326,93.8,3,15,15,35,6,0,7,4,20,0,-0.474,0.53,0.757
2012,71752,김태균,한화,,True,126,416,0.3629807692307692,0.474,0.536,1.01,0.173,0.402,0.444,0.0,16,80,61,151,24,0,81,11,69,3,0.0,,1.0
2013,71752,김태균,한화,,True,101,345,0.3188405797101449,0.444,0.475,0.919,0.1559999999999999,0.368,0.409,0.0,10,52,41,110,24,0,73,8,67,0,0.0,,1.0
2014,71752,김태균,한화,,True,118,422,0.3649289099526066,0.463,0.564,1.027,0.1989999999999999,0.405,0.449,0.0,18,84,66,154,30,0,70,11,73,0,5.065,,1.0
2015,71752,김태균,한화,,True,133,408,0.3161764705882353,0.457,0.539,0.996,0.223,0.346,0.431,0.0,21,104,61,129,28,0,98,12,80,3,4.992,,1.0
2016,71752,김태균,한화,,True,144,529,0.3648393194706994,0.475,0.569,1.044,0.2039999999999999,0.41,0.454,0.0,23,136,94,193,39,0,108,9,97,1,6.535,,1.0
2017,71752,김태균,한화,,False,94,356,0.3398876404494382,0.413,0.545,0.958,0.205,0.362,0.41,125.6,17,76,51,121,22,0,43,4,56,0,1.625,2.95,1.0
2018,71752,김태균,한화,,False,73,254,0.3149606299212598,0.358,0.476,0.834,0.1609999999999999,0.372,0.366,94.5,10,34,25,80,11,0,13,4,56,0,0.511,1.01,1.0
2019,71752,김태균,한화,,True,127,433,0.3048498845265588,0.382,0.395,0.777,0.09,0.37,0.357,115.7,6,62,47,132,21,0,54,5,94,3,-0.832,3.02,1.0
2020,71752,김태균,한화,,False,67,219,0.2191780821917808,0.316,0.297,0.613,0.0779999999999999,0.26,0.282,57.8,2,29,14,48,11,0,30,2,42,0,-1.183,-0.07,1.0
2021,71752,김태균,한화,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2019,69207,김태근,두산,,False,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,1,0.016,0.0,1.0
2022,69207,김태근,두산,,False,2,4,0.5,0.667,0.75,1.417,0.25,0.667,0.602,319.1,0,2,0,2,1,0,1,1,1,0,0.119,0.13,1.0
2023,69207,김태근,두산,,False,41,52,0.2115384615384615,0.226,0.269,0.495,0.057,0.355,0.212,24.4,0,3,9,11,3,0,0,1,21,0,-0.653,-0.45,1.0
2024,69207,김태근,두산,,False,43,23,0.0869565217391304,0.192,0.087,0.279,0.0,0.154,0.15,-21.9,0,1,7,2,0,0,0,3,10,0,-0.56,-0.44,1.0
2025,69207,김태근,삼성,,False,11,12,0.3333333333333333,0.429,0.333,0.762,0.0,0.5,0.36,121.0,0,0,2,4,0,0,2,0,4,0,-0.099,0.07,1.0
2017,66704,김태연,한화,외야수,False,12,21,0.0476190476190476,0.091,0.19,0.281,0.142,0.0,0.121,-51.7,1,2,1,1,0,0,1,0,11,0,-0.374,-0.44,1.0
2018,66704,김태연,한화,외야수,False,24,26,0.1923076923076923,0.276,0.231,0.507,0.039,0.278,0.264,37.4,0,2,7,5,1,0,3,0,8,0,-0.049,-0.25,1.0
2019,66704,김태연,한화,외야수,False,9,4,0.25,0.5,0.5,1.0,0.25,0.5,0.447,185.2,0,0,0,1,1,0,2,0,2,0,-0.01,0.03,1.0
2021,66704,김태연,한화,외야수,False,53,176,0.3011363636363636,0.418,0.42,0.838,0.119,0.373,0.395,147.4,3,34,29,53,12,0,34,5,44,5,1.495,2.07,1.0
2022,66704,김태연,한화,외야수,True,119,404,0.2400990099009901,0.325,0.337,0.662,0.097,0.305,0.313,93.1,7,53,46,97,18,0,48,5,106,3,-2.602,0.98,1.0
2023,66704,김태연,한화,외야수,False,91,245,0.2612244897959184,0.337,0.363,0.7,0.1019999999999999,0.323,0.313,92.1,4,25,25,64,13,0,27,3,59,5,-0.416,0.95,1.0
2024,66704,김태연,한화,외야수,True,126,413,0.2905569007263922,0.363,0.436,0.799,0.145,0.342,0.358,108.4,12,61,59,120,24,0,45,4,89,5,-0.193,2.0,1.0
2025,66704,김태연,한화,외야수,False,120,303,0.2607260726072607,0.329,0.34,0.669,0.079,0.319,0.321,94.9,3,20,40,79,15,0,23,8,62,5,-2.839,1.44,1.0
2026,66704,김태연,한화,외야수,False,90,261,0.2873563218390804,0.364,0.441,0.805,0.154,0.33,0.348,106.1,8,27,43,75,12,2,27,5,51,3,-0.622,1.66,0.757
2013,71255,김태영,두산,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2014,71255,김태영,KIA,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2015,71255,김태영,KIA,,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2010,76746,김태완,한화,,True,116,370,0.2648648648648649,0.418,0.422,0.84,0.1569999999999999,0.322,0.388,0.0,15,62,62,98,13,0,86,13,99,7,0.0,,1.0
2010,74158,김태완,LG,,False,72,142,0.2535211267605634,0.321,0.415,0.736,0.1609999999999999,0.302,0.327,0.0,4,19,21,36,11,0,13,2,34,0,0.0,,1.0
2011,74158,김태완,LG,,False,76,202,0.2524752475247525,0.356,0.401,0.757,0.149,0.281,0.326,0.0,6,29,26,51,12,0,31,2,37,4,0.0,,1.0
2012,74158,김태완,LG,,False,58,141,0.2198581560283688,0.311,0.298,0.609,0.0779999999999999,0.244,0.276,0.0,2,14,16,31,5,0,17,2,21,0,0.0,,1.0
2013,74158,김태완,삼성,,False,83,162,0.2716049382716049,0.36,0.444,0.804,0.172,0.297,0.351,0.0,6,19,19,44,10,0,22,2,31,1,0.0,,1.0
2013,76746,김태완,한화,,False,93,279,0.2293906810035842,0.324,0.308,0.632,0.0789999999999999,0.305,0.295,0.0,3,23,24,64,13,0,33,7,78,1,0.0,,1.0
2014,74158,김태완,삼성,,False,65,95,0.3473684210526316,0.421,0.484,0.905,0.137,0.408,0.398,0.0,2,15,14,33,7,0,8,4,17,0,0.259,,1.0
2014,76746,김태완,한화,,False,89,186,0.2580645161290322,0.35,0.414,0.764,0.1559999999999999,0.318,0.347,0.0,7,39,26,48,8,0,24,3,51,0,0.129,,1.0
2015,76746,김태완,한화,,False,22,46,0.2391304347826087,0.3,0.283,0.583,0.0439999999999999,0.367,0.27,0.0,0,3,5,11,2,0,2,2,16,0,-0.376,,1.0
2015,74158,김태완,삼성,,False,4,5,0.0,0.167,0.0,0.167,0.0,0.0,0.12,0.0,0,0,0,0,0,0,1,0,2,0,-0.197,,1.0
2016,76746,김태완,한화,,False,24,20,0.35,0.458,0.5,0.958,0.15,0.583,0.425,0.0,0,0,3,7,1,1,3,1,8,0,-0.132,,1.0
2016,74158,김태완,삼성,,False,34,46,0.1956521739130435,0.269,0.304,0.573,0.1079999999999999,0.258,0.249,0.0,1,9,4,9,2,0,5,0,15,0,-0.262,,1.0
2017,76746,김태완,넥센,,False,46,90,0.3111111111111111,0.38,0.5,0.88,0.189,0.387,0.383,110.1,4,7,14,28,5,0,9,1,24,0,-0.401,0.48,1.0
2018,76746,김태완,넥센,,False,29,66,0.1969696969696969,0.27,0.273,0.543,0.076,0.293,0.244,21.0,1,5,5,13,2,0,5,2,25,0,-1.004,-0.43,1.0
2013,62927,김태우,NC,,False,7,13,0.0,0.071,0.0,0.071,0.0,0.0,0.051,0.0,0,0,1,0,0,0,1,0,5,0,0.0,,1.0
2014,62927,김태우,NC,,False,5,5,0.2,0.2,0.4,0.6,0.2,0.5,0.248,0.0,0,0,0,1,1,0,0,0,3,0,-0.021,,1.0
2017,62927,김태우,NC,,False,3,7,0.4285714285714285,0.429,0.429,0.858,0.0,0.429,0.386,134.8,0,2,0,3,0,0,0,0,0,0,0.07,-0.06,1.0
2025,52803,김태윤,SSG,내야수,False,8,2,0.5,0.75,0.5,1.25,0.0,0.5,0.585,286.8,0,0,0,1,0,0,2,0,0,1,0.033,0.08,1.0
2015,64984,김태진,NC,내야수,False,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.046,,1.0
2016,64984,김태진,NC,내야수,False,2,2,0.5,0.5,0.5,1.0,0.0,0.5,0.45,0.0,0,0,1,1,0,0,0,0,0,0,0.002,,1.0
2018,64984,김태진,NC,내야수,False,20,31,0.3548387096774194,0.412,0.452,0.864,0.097,0.4,0.375,120.8,1,3,5,11,0,0,3,0,5,1,-0.11,-0.02,1.0
2019,64984,김태진,NC,내야수,False,123,374,0.2754010695187165,0.305,0.38,0.685,0.1049999999999999,0.321,0.308,93.2,5,46,44,103,14,5,16,1,67,12,-2.923,1.77,1.0
2020,64984,김태진,KIA,내야수,False,82,263,0.2357414448669201,0.273,0.274,0.547,0.038,0.28,0.251,41.3,1,23,28,62,5,1,13,1,45,7,-1.318,-1.42,1.0
